#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
title_master_of_the_eagle;ÑµÓ¥´óÊ¦;Maître de l'Aigle;Meister der Adler;;Maestro del águila;;;;;;;;;x
title_master_of_the_eagle_desc;ÃÉ¹ÅÕ½Ê¿á÷ÁÔÊ±Ê¹ÓÃÁÔÓ¥¡£¸ºÔğÑµÁ·ÕâĞ©ÁÔÓ¥ÊÇÄª´óµÄÈÙÓş¡£;Les guerriers mongols utilisaient des aigles comme animaux de chasse. Être responsable du dressage de ces oiseaux était un grand honneur.;Die mongolischen Krieger verwendeten Adler zur Beizjagd. Mit der Ausbildung dieser Tiere betraut zu werden, galt als große Ehre.;;Los guerreros mongoles usaron águilas para ayudarles en la caza. Ser responsable de la formación de estos compañeros era un gran honor.;;;;;;;;;x
EVTNAME60500;ÃÉ¹ÅÈË;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
EVTDESC60500;ÎÒÃÇÒÑµÃµ½ÏûÏ¢£¬ÔÚÒ£Ô¶ÈºÉ½µÄ±Ë·½ÓĞÎ»ĞÛ²Å´óÂÔµÄ¿Éº¹ÕıÔÚÍ³Ò»´ó²İÔ­ÉÏµÄ¸÷¸ö²¿×å¡£Õ¼ĞÇÊ¦ËµÕâÎ»¿Éº¹ÊÇÌìÃüµÄÊÀ½çÖ®Ö÷¡£;Des nouvelles nous parviennent au sujet d'un ambitieux khan au-del?des grandes montagnes dont l'ambition est d'unir les clans de la grande steppe. Ceux qui lisent dans les étoiles racontent également que le destin de ce khan est de dominer le monde.;Es erreichte uns die Nachricht, dass ein ehrgeiziger Khan von jenseits der Berge sich der Einigung der Klans der Steppe verschrieben hat. Außerdem sprechen die Sterndeuter davon, dass dieser Khan dazu bestimmt sein wird, zum Herrscher der ganzen Welt aufzusteigen.;;Nos ha llegado el rumor de que un ambicioso kan más all?de las grandes montañas est?decidido a unir a los clanes de la gran estepa. Los hombres que leen las estrellas también dicen que este kan est?destinado a convertirse en el soberano del mundo.;;;;;;;;;x
EVTOPTA60500;ÄÇĞ©ÆïÂíµÄ¼Ò»ïÄÜ¸É³ÉÊ²Ã´ÊÂ?;On se demande bien ce que ces cavaliers espèrent.;Was können diese Reitervölker schon gro?erreichen?;;¿Qu?esperarán conseguir aquellos jinetes?;;;;;;;;;x
EVTOPTB60500;Ã»Ê²Ã´ºÃµ£ĞÄµÄ¡£;Il n'y a pas lieu de s'inquiéter.;Das dürfte wenig Anlass zur Sorge bereiten.;;No ser?nada de lo que preocuparse.;;;;;;;;;x
EVTOPTC60500;Ã»ÈË¿ÉÒÔÍ³ÖÎÎÒÃÇµÄ×ÓÃñ£¡;Personne ne dirigera notre peuple?;Niemand wird sich zum Herrscher über unser Volk aufschwingen!;;¡Nadie gobernar?sobre nuestra gente!;;;;;;;;;x
GENGHIS_KHAN;³É¼ªË¼º¹;Genghis Khan;Dschingis Khan;;Gengis Kan;;;;;;;;;x
greatest_of_khans;×îÎ°´óµÄ¿Éº¹;Le khan des khans;Der Großkhan;;El más grande de los kanes;;;;;;;;;x
become_genghis_khan;³ÉÎª×îÎ°´óµÄ¿Éº¹;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_desc;Í³Ò»´ó²İÔ­¸÷²¿×åµÄÃÉ¹Å¿Éº¹¿ÉÒÔ×Ô³Æ³É¼ªË¼º¹£¬×îÎ°´óµÄ¿Éº¹¡£µ«Ò»Í³²İÔ­ÈËÃñÀ§ÄÑÖØÖØ£¬Òª×îÖÕÍê³ÉÒ»Í³ÌìÏÂµÄÔ¤ÑÔ¸üÊÇÄÑÉÏ¼ÓÄÑ¡£;Un chef mongol qui parvient ?unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
become_genghis_khan_tribal;³ÉÎª×îÎ°´óµÄ¿Éº¹;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_tribal_desc;Í³Ò»´ó²İÔ­¸÷²¿×åµÄÃÉ¹Å¿Éº¹¿ÉÒÔ×Ô³Æ³É¼ªË¼º¹£¬×îÎ°´óµÄ¿Éº¹¡£µ«Ò»Í³²İÔ­ÈËÃñÀ§ÄÑÖØÖØ£¬Òª×îÖÕÍê³ÉÒ»Í³ÌìÏÂµÄÔ¤ÑÔ¸üÊÇÄÑÉÏ¼ÓÄÑ¡£;Un chef mongol qui parvient ?unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
EVTNAME60520;ÃÉ¹ÅÈË;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
EVTDESC60520;²İÔ­ÉÏÖÚ¶à¿Éº¹ÒÑ¾­Í³ºÏÔÚÍ¬Ò»ÃæÆìÖÄÖ®ÏÂ¡£³É¹¦Í³ºÏËûÃÇËùÓĞÈËµÄÊ×ÁìÊÇ[From.PrimaryTitle.GetName]µÄ[From.GetFirstName]¡£´ó²İÔ­µÄÃñÖÚÏÖÔÚ³ÆºôËûÃÇµÄÊ×ÁìÎª³É¼ªË¼º¹£¬×îÎ°´óµÄ¿Éº¹£¬²¢ÇÒËûÃÇ²»½öÖ»×ÅÑÛÓÚ²İÔ­¸ü·ÅÑÛÓÚËÄº£¡£ÊÇ·ñÓĞÈËÄÜ×èµ²ËûÃÇÀ×öª°ã¾ü¶ÓµÄÂ¡Â¡ÌãÉù£¿;Les nombreux khans de la steppe se sont ralliés sous le même étendard. Le chef qui est parvenu ?tous les unir est [From.GetFirstName] de [From.PrimaryTitle.GetName]. Le peuple des steppes appelle désormais son chef Genghis Khan, le khan des khans. Leur but est désormais non seulement de régner sur les steppes, mais aussi sur le monde entier. Quelqu'un pourra-t-il mettre un terme ?la progression de cette grondante armée de cavaliers?;Die vielen Khane der Steppe wurden unter einem Banner geeint. Gelungen ist dies unter Führung von [From.GetFirstName] von [From.PrimaryTitle.GetName]. Die Steppenbewohner nennen ihren Anführer nun Dschingis Khan, den Großkhan, und sie streben nun nach einer Ausweitung ihrer Macht von der Steppe auf die ganze Welt. Wem kann es gelingen, sich den donnernden Hufen dieser tausendköpfigen Reiterarmee entgegenzustellen?;;Los muchos kanes de la estepa han sido congregados bajo la misma bandera. El líder que logr?unir a todos es [From.GetFirstName] de [From.PrimaryTitle.GetName]. La gente de la estepa ahora llama a su líder Gengis Kan, el más grande de los kanes, y se han propuesto no sólo gobernar las estepas sino extenderse por todo el mundo. ¿Hay alguien que pueda detener los atronadores ejércitos de miles de pezuñas.;;;;;;;;;x
EVTOPTA_60520;ÀÏ×Ó×îÇ¿£¡;Je suis vraiment puissant?;Den Großen wird man mich nennen, zu Recht!;;¡Soy realmente magnífico!;;;;;;;;;x
EVTOPTB_60520;±ØĞë×öÊ²Ã´È¥×èÖ¹ËûÃÇ£¡;Il faut faire quelque chose pour les arrêter.;Es muss alles unternommen werden, sie aufzuhalten!;;¡Hay que hacer algo para detenerlos!;;;;;;;;;x
EVTOPTC_60520;[From.GetFirstName]È·ÊµÊÇ×îÎ°´óµÄ¿Éº¹£¡;[From.GetFirstName] est vraiment le khan des khans?;[From.GetFirstName] ist wahrlich der Größte aller Khans!;;¡[From.GetFirstName] es ciertamente el más grande de los kanes!;;;;;;;;;x
strategic_innovation;Õ½ÂÔ¸ïĞÂ;Innovation stratégique;Strategische Innovation;;Innovación estratégica;;;;;;;;;x
EVTOPTC_94019;ÎÒ½«Ñ§ÒÔÖÂÓÃ!;J'utiliserai cette connaissance ?mon avantage?;Ich werde dieses Wissen zu meinem Vorteil einsetzen!;;¡Usar?este conocimiento en mi ventaja!;;;;;;;;;x
EVTDESC_WOL_10999;Äã³ö·¢Ô¶Õ÷Ã°ÏÕÒÑÒ»ÔÂÓĞÓà£¬¶øÄãÔÚÈÎºÎµØ·½¶¼Ã»ÓĞÕÒµ½ºÏÊÊµÄÃ³Ò×»ï°é¡£ÄãµÄÊÖÏÂË¼ÏçĞÄÇĞ£¬ÏÖÔÚÒÑ¾­×ªÍ·´ø×ÅÍÅ¶Ó»Ø¼ÒÁË¡£;Plus d'un mois s'est écoul?depuis votre départ en expédition et vous n'avez toujours pas trouv?de partenaire commercial répondant ?vos attentes. Ceux qui vous accompagnent ont le mal du pays et ont décid?de rebrousser chemin.;Mehr als ein Monat ist seit dem Beginn Eurer Expedition vergangen, doch noch immer seid Ihr auf der Suche nach einem geeigneten Handelspartner. Eure Männer sehnen sich nach ihrem Zuhause und haben nun die Umkehr des Gruppe in Richtung Heimat veranlasst.;;Más de un mes ha pasado desde que partiste con tu expedición,y todavía tienes que encontrar a un socio comercial adecuado en algún lugar. Tu gente siente nostalgia y ha girado la expedición de vuelta a casa.;;;;;;;;;x
EVTOPTA_WOL_10999;ÔËÆøÌ«²î¡£;Pas de chance.;Das ist Pech.;;Mala suerte.;;;;;;;;;x
#EVTDESC_HL_8005_mother;As your mother's heir it falls upon you to bring her to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures.;En tant qu'h¨¦ritier de votre m¨¨re, il vous revient de l'emmener dans les montagnes. Elle sera offerte en sacrifice aux oiseaux de proie et, dans la mort, elle partagera g¨¦n¨¦reusement sa chair avec toutes les cr¨¦atures vivantes.;Als Erbe Eurer Mutter f?llt es an Euch, sie in die Berge zu bringen. Dort wird ihr Leichnam den Raubv?geln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen.;;Como heredero de tu madre te corresponde a ti llevarla a las monta?as. Ser¨¢ ofrecida a las aves de rapi?a, y en la muerte compartir¨¢ generosamente su carne con todas las criaturas vivientes.;;;;;;;;;x;
#EVTDESC_HL_8005_sister;Without any heirs of her own, it falls upon you to bring your sister to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures.;Votre soeur ¨¦tant sans h¨¦ritier, il vous revient de l'emmener dans les montagnes. Elle sera offerte en sacrifice aux oiseaux de proie et, dans la mort, elle partagera g¨¦n¨¦reusement sa chair avec toutes les cr¨¦atures vivantes.;Als n?chstem Verwandten Eurer Schwester f?llt es an Euch, ihren Leichnam in die Berge zu bringen. Dort wird sie den Raubv?geln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen.;;Sin ning¨²n heredero propio, recae sobre ti llevar a tu hermana a las monta?as. Ser¨¢ ofrecida a las aves de rapi?a, y en la muerte compartir¨¢ generosamente su carne con todas las criaturas vivientes.;;;;;;;;;x;
tooltip_not_busy;²»ÊÇºÜÃ¦¡£\n;Est disponible.\n;Ist NICHT bereits beschäftigt.\n;;Ya NO est?ocupado/a. \n;;;;;;;;;x
EVTOPTB5051;ÎÒÓ¦¸Ã´ø×ÅÄñ¶ùÈ¥´òÁÔ×÷ÎªÌæ´ú¡£;Je devrais plutôt emmener l'oiseau ?la chasse.;Ich sollte den Vogel besser mit auf die Jagd nehmen.;;Más bien debería sacar el ave a cazar.;;;;;;;;;x
no_horse_breeder_1;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_2;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_3;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_4;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_5;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_6;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_7;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
no_horse_breeder_8;ÂíÆ¥ËÇÑøÔ±;Éleveur de chevaux;Pferdezüchter;;Criador de caballos.;;;;;;;;;x
#no_horse_breeder_desc;;;;;;;;;;;;;;x;
no_wrestling_1;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_2;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_3;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_4;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_5;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_6;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_7;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_8;Ë¤õÓ;Lutte;Ringkampf;;lucha libre;;;;;;;;;x
no_wrestling_desc;ÔÚË¤õÓ¿ÓÖĞ£¬ÈËÃÇÎªÁËÈÙÓşÓë»¶Óä¶ø·ÜÕ½¡£;Dans la fosse, on combat pour la gloire et pour le plaisir.;In der Ringergrube kämpft man um Ruhm und als Zeitvertreib.;;En el foso de lucha libre, la gente lucha por gloria y diversión.;;;;;;;;;x
no_shrine_1;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_2;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_3;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_4;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_5;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_6;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_7;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_8;Éñµî;Sanctuaire;Schrein;;Lugar sagrado;;;;;;;;;x
no_shrine_desc;ÔÚÉñµîÖĞ£¬ÈËÃÇ¿ÉÒÔ¾ÙĞĞÖ÷Òª×Ú½ÌÒÇÊ½ºÍÇìµä¡£;Dans le sanctuaire, on pratique les principaux rites et cérémonies.;Am Schrein können die Menschen religiöse Rituale und Zeremonien durchführen.;;En el lugar sagrado la gente puede practicar los principales rituales y ceremonias religiosas.;;;;;;;;;x
no_ox_wagon_1;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_2;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_3;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_4;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_5;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_6;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_7;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_8;Å£³µ;Bœuf et chariot;Ochse und Karren;;Buey y carro;;;;;;;;;x
no_ox_wagon_desc;Å£À­µÄ³µÓÃÀ´Ç¨ÒÆ´åÂäºÍÎï×Ê¡£ÃÉ¹Å°ü¿ÉÒÔÔÚÍêÈ«×é×°µÄ×´Ì¬ÏÂÕûÌåÇ¨ÒÆÀ´ÊµÏÖÒÆ¶¯µÄÉçÇø¡£;On utilise des chariots tirés par des bœufs pour transporter des vivres aussi bien que des villages. On déplaçait souvent les yourtes sans les démonter, la communaut?était nomade.;Ochsenkarren werden eingesetzt, um Dörfer und Vorräte zu transportieren. Die Jurten wurden für gewöhnlich komplett aufgebaut auf die Reise geschickt, wodurch eine mobile Gemeinschaft entstand.;;Los vagones tirados por bueyes se utilizan para trasladar aldeas y los suministros. Las yurtas eran comúnmente trasladadas totalmente montadas para conseguir una comunidad móvil.;;;;;;;;;x
no_sheep_1;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_2;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_3;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_4;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_5;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_6;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_7;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_8;Ñò;Moutons;Schafe;;Oveja.;;;;;;;;;x
no_sheep_desc;³ıÁËÈâÒÔÍâ£¬Ñò»¹¿ÉÒÔÌá¹©ÑòÃ«À´ÖÆ×÷Ã«Ìº¡£;La laine de mouton sert ?faire du feutre. On l'élève également pour sa viande.;Neben ihrer Rolle als Fleischlieferanten wurden Schafe auch gehalten, um aus ihrer Wolle Filz herzustellen.;;La lana de oveja se usa para hacer fieltro, además de la carne que las ovejas proporcionan.;;;;;;;;;x
no_hunting_parties_1;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_2;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_3;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_4;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_5;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_6;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_7;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_8;á÷ÁÔ¾Û»á;Groupes de chasse;Jagdtrupps;;Partidas de caza;;;;;;;;;x
no_hunting_parties_desc;¸ÃµØÇø¶¨ÆÚ¾ÙĞĞá÷ÁÔ»î¶¯¡£;On organise souvent des parties de chasse dans la région.;In dem Gebiet werden regelmäßig Jagden durchgeführt.;;En la región se suelen organizar regularmente actividades de caza.;;;;;;;;;x
no_riding_contests_1;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_2;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_3;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_4;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_5;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_6;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_7;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_8;ÂíÊõ´óÈü;Concours d'équitation;Reitwettbewerbe;;Concursos ecuestres;;;;;;;;;x
no_riding_contests_desc;Ò»³¡½ÇÖğ×î¿ìÆïÊÖµÄ´óÈü¡£;Une compétition destinée ?attirer les cavaliers les plus rapides.;Ein Wettkampf, um die schnellsten Reiter zu finden.;;Una competición para identificar a los jinetes más rápidos.;;;;;;;;;x
no_yam_1;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_2;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_3;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_4;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_5;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_6;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_7;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_8;æäÕ¾;Yam;Yam;;Yam;;;;;;;;;x
no_yam_desc;¿ìËÙĞÅÊ¹ÏµÍ³ÖĞµÄ¼ì²éÕ¾£¬Ìá¹©²¹¸øºÍÂÖÌæµÄÂíÆ¥´Ó¶øÊ¹ĞÅÊ¹Ã¿Ìì¿ÉÒÔÒÆ¶¯·Ç³£³¤µÄ¾àÀë¡£;Des relais permettant une transmission rapides des messages, offrant les vivres et les montures fraîches indispensables aux voyages sur de longues distances.;Posten, an denen die berittenen Boten des Botennetzwerks Verpflegung und frische Pferde erhalten konnten, sodass sie an einem Tag riesige Entfernungen zurücklegen konnten.;;Puntos de control para un sistema de mensajeros rápidos que proporcionan suministros y caballos frescos para permitir que mensajeros recorran grandes distancias al día.;;;;;;;;;x
no_baghatur_council_1;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_2;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_3;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_4;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_5;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_6;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_7;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_8;°Ñ°¢Íº¶ùÀíÊÂ»á;Le Conseil des Baghatur;Rat von Baatar;;Consejo de baghatur;;;;;;;;;x
no_baghatur_council_desc;ÁìµØÄÚ×îÊÜÈÏ¿ÉµÄÓ¢ĞÛÃÇ¾Û¼¯ÆğÀ´ÌÖÂÛ´ÓÕşÖÎµ½Õ½ÊõµÄÒ»ÇĞÊÂÎñ¡£;Les plus grands héros du royaume se rassemblent pour discuter politique et tactique.;Hier versammeln sich die erfahrensten Recken des Reiches, um über Politik und Kriegsführung zu sprechen.;;Los héroes más probados del reino se reúnen para hablar de todo, de política a tácticas.;;;;;;;;;x
no_cattle_pens_1;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_2;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_3;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_4;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_5;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_6;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_7;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_8;Å£À¸;Enclos ?bétail;Pferche;;Corrales de ganado;;;;;;;;;x
no_cattle_pens_desc;Å£×÷ÎªÉüĞóÄÜÌá¹©ÈâÀà²¢×÷ÎªÒ»ÖÖÍÔĞó¹¤×÷¡£;Le bétail fournit l'approvisionnement en viande ainsi qu'une force de travail.;Die Rinder liefern Fleisch und werden als Lasttiere eingesetzt.;;El ganado vacuno proporciona carne y trabajo como animales de carga.;;;;;;;;;x
no_meat_preserver_1;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_2;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_3;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_4;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_5;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_6;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_7;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_8;¸ÉÈâ²Ö;Conservation de la viande;Fleischkonservierer;;Conservante de carne;;;;;;;;;x
no_meat_preserver_desc;Èâ¸É¶ÔÓÚ¾ü¶ÓÊÇ¸ßĞ§µÄÕ½³¡¿ÚÁ¸¡£;La viande séchée est utilisée efficacement dans les rations militaires.;Dörrfleisch dient als effiziente Verpflegung für die Armee im Feld.;;La carne seca sirve eficazmente como raciones de campo para los ejércitos.;;;;;;;;;x
no_harbor_1;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_2;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_3;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_4;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_5;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_6;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_7;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
no_harbor_8;¸Û¿Ú;Port;Hafen;;Puerto;;;;;;;;;x
