#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ONLY_ONE_TRIBAL;Ã¿¸öÊ¡·İÖ»ÄÜ´æÁôÒ»¸ö²¿Âä¡£;Chaque comt?ne peut héberger qu'une seule tribu.;In jeder Provinz kann nur ein Stamm leben.;;Sólo una tribu puede vivir en cada provincia.;;;;;;;;;x
EVTDESC_HL_1230;ÄãÒÑ¾­ÓëÀÇÈºÒ»Æğ±¼ÅÜÁËÒ»¶ÎÊ±¼ä¡£½ô¸ú×ÅËüÃÇµÄ²½·¥Ê¹ÄãµÄÉíÌåÒÑ¾­½Ó½üÁË¼«ÏŞ£¬µ«ÄãÒ²¸Ğ¾õµ½ÁËÇ°ËùÎ´ÓĞµÄÇ¿×³Óë»îÁ¦¡£ÄãÅ¼¶ûÍ£ÏÂÀ´ĞİÏ¢£¬ºÈ×Å»ÄÒ°ÖĞĞ¡ÏªµÄÀäË®¡£\n\n×îÖÕ¼¢¶ö¸ĞÀ´ÁÙ£¬Äã¾ÍÈ¥´òÁÔ¡£ÀÇÈºÅäºÏµÃÍêÃÀÎŞÈ±¡¢Ğ­µ÷Ò»ÖÂ£¬Î§×¡Ò»Í·¾ŞÂ¹²¢ÁÔÉ±ÁËËü¡£Ñç»áµÄÊ±¼äµ½ÁË£¡;Cela fait longtemps que vous courez avec la meute. Vous devez repousser vos limites physiques pour les suivre, mais vous vous sentez fort et bien en vie. De temps en temps, vous faites halte pour vous reposer et boire l'eau froide des ruisseaux sauvages.\n\nLa fin commence ?se faire sentir, et vous chassez. La meute opère en coordination parfaite. Elle décide de s'en prendre ?un cerf qu'elle finit par cerner et mettre ?mort. C'est l'heure du festin?;Einige Zeit seid Ihr nun schon dem Rudel gefolgt. Bei dem Versuch, mit ihnen Schritt zu halten, stoßt Ihr schon bald an Eure körperlichen Grenzen, doch gleichzeitig fühlt Ihr Euch stark und lebendig wie nie zuvor. Bei kurzen Ruhepausen trinkt Ihr das kalte Wasser der Bäche der Wildnis.\n\nIrgendwann, als sich Hunger bemerkbar macht, beginnt die Jagd. Das Rudel arbeitet in perfekter Abstimmung zusammen, bis einem großen Hirsch der letzte Fluchtweg abgeschnitten ist und er von Euch und dem Rudel erlegt werden kann. Das Festmahl kann beginnen!;;Llevas un tiempo corriendo con los lobos. Mantener el paso con ellos te obliga a llegar cerca de sus límites físicos, pero también te hace sentir fuerte y vivo. Paras de vez en cuando para descansar y beber el agua fría de pequeños arroyos en las tierras agrestes.\n\nFinalmente te entra hambre, y cazáis juntos. La manada trabaja de un modo perfectamente coordinado, arrinconando un ciervo grande y matándolo. ¡Ha llegado la hora del festín!;;;;;;;;;x
EVTOPTA_HL_1230;ËºÁÑ£¬ÆÆËé£¬ÍÌÑÊ£¡;Déchirons, éventrons, dévorons?;Zerfetzen! Zerbeißen! Verschlingen!;;¡Romper, rasgar, devorar!;;;;;;;;;x
EVTOPTB_HL_1230;ÉúÈâ£¿ºÃ°É£¬Ö»ÊÇÒòÎªÎÒºÜ¶ö¡­¡­;De la viande crue? C'est bien parce que je meurs de faim...;Rohes Fleisch? Bevor ich verhungern muss, ausnahmsweise...;;¿Carne cruda? Muy bien, solo porque tengo tanta hambre...;;;;;;;;;x
EVTTITLE_HL_1240;¸æ±ğ;Les adieux;Abschied;;Una despedida;;;;;;;;;x
EVTDESC_HL_1240;ÏÖÔÚÄãĞèÒª»¨·ÑºÜ³¤Ê±¼äÓëÀÇÈºÔÚÒ»Æğ£¬À´ÃÖ²¹ÄÇĞ©Ê§È¥µÄÈÕ×Ó¡£ÀÇÈº¶Ô´ıÄãÏñÊÇ¶Ô´ıËüÃÇÖĞµÄÒ»Ô±¡£Äã×ÜÊÇ¸Ğ¾õµ½ÀÇµÄÑªÒºÔÚÉíÌåÀïÁ÷¶¯£¬µ«´ÓÀ´Ã»ÓĞÏñÏÖÔÚÒ»ÑùÇ¿ÁÒ¡£²»¹ı£¬Äã¿ªÊ¼ÒâÊ¶µ½£¬ÎŞÂÛÈçºÎÄã»¹ÊÇÒª»Ø¼ÒµÄ£¬ÒòÎª»¹ÓĞ½®ÍÁÒªÕÕ¿´£¬¶øÇ×Êô¶¼ÔÚ°µÖĞ¿úÊÓÄãµÄÎ»ÖÃ¡£¾¡¹Ü²»ÇéÔ¸£¬Äã¾ö¶¨ÏÖÔÚÊÇÊ±ºò»Øµ½¼ÒÖĞ¡£;Cela fait longtemps que vous êtes dans la nature avec la meute, et les jours passent ?une vitesse folle. Les loups vous considèrent comme un membre de la meute. Vous avez toujours senti leur sang couler dans vos veines, mais jamais aussi nettement. Toutefois, vous n'oubliez pas que vous avez un foyer, un domaine ?superviser et une famille cupide qui convoite votre position. ?regret, vous comprenez qu'il est temps de rentrer.;Ihr seid nun schon so lange bei den Wölfen, dass es Euch schwerfiele, die genaue Dauer anzugeben. Die Wölfe betrachten Euch als einen der ihren. Nie zuvor habt Ihr so deutlich gefühlt, dass Wolfsblut in Euren Adern fließt. Trotzdem ist Euch klar, dass Euer Zuhause woanders ist, dass ein Land darauf wartet, von Euch regiert zu werden, und dass es eifersüchtige Verwandte gibt, die sich nur zu gern Eure Position unter den Nagel reißen würden. Schweren Herzens fasst Ihr den Entschluss, heimzukehren.;;Ya llevas un largo tiempo en la naturaleza con la manada de lobos, perdiendo la noción de los días. Los lobos te tratan como uno de los suyos. Siempre has sentido que sangre de lobos corría por tus venas, pero nunca tan fuerte como ahora. Sin embargo, comienzas a darte cuenta que tienes un hogar al que regresar. Dominios que supervisar y familiares envidiosos que podrían codiciar tu posición. A regañadientes, decides que es hora de volver a casa.;;;;;;;;;x
EVTOPTA_HL_1240;ÎÒÃÇ½«ÔÙ´ÎÏà¼û£¡;Nous nous reverrons?;Eines Tages werden wir uns wiedersehen!;;¡Nos encontraremos otra vez!;;;;;;;;;x
EVTTITLE_HL_1250;»Ø¼Ò;Le retour;Heimkehr;;El regreso a casa;;;;;;;;;x
EVTDESCA_HL_1250;ÄãÔÚÒ°Íâ¶È¹ı¼¸Ììºó£¬ÓëÀÇÒ»ÆğÅÜ»ØÀ´¡£µ±Äã³öÏÖÔÚ¹¬Í¢£¬ÈËÃÇ¾´Î·µÄ¿´×ÅÄã²¢±£³Ö³ÁÄ¬¡£ÄãµÄÆÆÀÃµÄÒÂ·şÉÏ²¼ÂúÎÛ¹¸£¬Ê÷Ò¶ºÍÑª¼£¡£ÄãµÄÍ··¢ÂÒÅîÅîµÄ£¬Á³ÉÏµÄĞí¶àÉË¿ÚÈÃÈËÃÇÑÛÖĞ³äÂú¹ØÇĞ¡£µ«×îÈÃÄãµÄ³¼ÃñÄÑÍüµÄÊÇÄãÁ³ÉÏµÄÈçÀÇÒ»°ãµÄÎ¢Ğ¦¡£\n\nÄãµÄÆÍ´ÓÅÜÀ´¼ûÄã£¬Ò»Á³µ¨ÇÓÓë¾´Åå£¬µ«Ò²ÊÔÍ¼Òş²Ø¿Ö¾åÓëµ£ÓÇµÄĞÄÇé¡£Ã¿¸öÈË¶¼ÏëÖªµÀÄãÈ¥ÁËºÎ´¦¡£;Après plusieurs jours passés dans la nature en compagnie des loups, vous revoil?chez vous. ?les cour, on vous regarde avec stupeur. Vos vêtements sont déchirés et couverts de poussière, de feuilles et de sang. Vos cheveux sont en broussaille, votre visage est lacér?par les branchages et les marques d'affection de vos frères de meute. Mais ce qui fait la plus forte impression, c'est le large sourire canin que vous arborez fièrement.\n\nVos serviteurs viennent ?votre rencontre, impressionnés, tentant de dissimuler leur peur et leur inquiétude. Personne ne sait o?vous étiez.;Nach mehreren Tagen unter den Wölfen in der Wildnis kehrt Ihr an den Hof zurück, wo die Menschen Euch vor Staunen sprachlos empfangen. Eure Kleider sind zerfetzt und von einem Gemisch aus Dreck, Laub und Blut bedeckt. Euer Haar bietet einen wilden Anblick, so wie auch Euer Gesicht, das bedeckt ist von Kratzern, die zum Teil dem Dickicht, zum Teil der Zuneigung Eurer Rudelgenossen zuzuschreiben sind. Was Euren Untertanen allerdings am meisten imponiert, ist das breite, wölfische Grinsen auf Eurem Gesicht.\n\nEure Diener nähern sich zögernd. Es ist ihnen anzusehen, dass sie Respekt, aber auch Furcht vor Euch haben. Immer wieder werdet Ihr gefragt, wo Ihr denn gewesen seid.;;Has vuelto después de pasar varios días en la naturaleza, corriendo con los lobos. Cuando apareces en por la corte, la gente te mira en un silencio asombrado. Tu ropa est?rasgada y llena de suciedad, hojas y sangre. Tu cabello est?alborotado y tu cara tiene rasguños de ramas y de las atenciones cariñosas de tus compañeros de manada. Pero tal vez lo que más impresiona a sus súbditos es la amplia sonrisa rapaz de tu cara.\n\nTus siervos acuden a verte, no sólo serviles e impresionados sino también tratando claramente de esconder su miedo y preocupación. Todos se preguntan dónde has estado.;;;;;;;;;x
EVTDESCB_HL_1250;ÄãÔÚÒ°Íâ¶È¹ı¼¸Ììºó£¬ÓëÀÇÒ»ÆğÅÜ»ØÀ´¡£µ±Äã³öÏÖÔÚ¹¬Í¢£¬ÈËÃÇ¾´Î·µÄ¿´×ÅÄã²¢±£³Ö³ÁÄ¬¡£ÄãµÄÆÆÀÃµÄÒÂ·şÉÏ²¼ÂúÎÛ¹¸£¬Ê÷Ò¶ºÍÑª¼£¡£ÄãµÄÍ··¢ÂÒÅîÅîµÄ£¬Á³ÉÏµÄĞí¶àÉË¿ÚÈÃÈËÃÇÑÛÖĞ³äÂú¹ØÇĞ¡£µ«×îÈÃÄãµÄ³¼ÃñÄÑÍüµÄÊÇÄãÁ³ÉÏµÄÈçÀÇÒ»°ãµÄÎ¢Ğ¦¡£\n\n[wolf_worried_homecoming.GetName]ÅÜ³öÀ´¼ûÄã£¬¶ÔÄã´ó¾ªĞ¡¹Ö£¬ÎÊÄãÈ¥ÁËºÎ´¦¡£;Après plusieurs jours passés dans la nature en compagnie des loups, vous revoil?chez vous. ?les cour, on vous regarde avec stupeur. Vos vêtements sont déchirés et couverts de poussière, de feuilles et de sang. Vos cheveux sont en broussaille, votre visage est lacér?par les branchages et les marques d'affection de vos frères de meute. Mais ce qui fait la plus forte impression, c'est le large sourire canin que vous arborez fièrement.\n\n[wolf_worried_homecoming.GetName] se presse pour vous accueillir, vous dorloter et vous inonder de questions indiscrètes.;Nach mehreren Tagen unter den Wölfen in der Wildnis kehrt Ihr an den Hof zurück, wo die Menschen Euch vor Staunen sprachlos empfangen. Eure Kleider sind zerfetzt und von einem Gemisch aus Dreck, Laub und Blut bedeckt. Euer Haar bietet einen wilden Anblick, so wie auch Euer Gesicht, das bedeckt ist von Kratzern, die zum Teil dem Dickicht, zum Teil der Zuneigung Eurer Rudelgenossen zuzuschreiben sind. Was Euren Untertanen allerdings am meisten imponiert, ist das breite, wölfische Grinsen auf Eurem Gesicht.\n\n[wolf_worried_homecoming.GetName] stürzt herbei und fragt voller Sorge immer wieder, wo Ihr denn gewesen seid.;;Has vuelto después de pasar varios días en la naturaleza, corriendo con los lobos. Cuando apareces en por la corte, la gente te mira en un silencio asombrado. Tu ropa est?rasgada y llena de suciedad, hojas y sangre. Tu cabello est?despeinado y tu cara tiene rasguños de ramas y de las atenciones cariñosas de tus compañeros de manada. Pero tal vez lo que más impresiona a sus súbditos es la amplia sonrisa rapaz de tu cara\n\n[wolf_worried_homecoming.GetName] corre a verte, montando un número por ti y preguntándote dónde has estado.;;;;;;;;;x
EVTOPTA_HL_1250;ÕâÊÇÎÒ×Ô¼ºµÄÊÂ¡£;Cela ne regarde que moi.;Das geht nur mich selbst etwas an.;;Es asunto mío.;;;;;;;;;x
EVTOPTB_HL_1250;´ÓÏÖÔÚÆğÒ»ÇĞ¶¼½«²»Ò»Ñù¡£;Rien ne sera plus comme avant.;Von heute an wird sich vieles verändern.;;Ahora todo ser?diferente.;;;;;;;;;x
EVTOPTC_HL_1250;ÎÒÒ»Ö±ÔÚË¼ÄîÄã¡£;J'ai pens??vous tout le temps.;Ich war in Gedanken immer hier.;;Siempre estuve pensando en ti.;;;;;;;;;x
lycanthropy;ÀÇÈË;Lycanthropie;Lykanthropie;;Licantropía;;;;;;;;;x
lycanthropy_desc;Ä³Ğ©ÂúÔÂÖ®Ò¹£¬Ææ¹ÖµÄÊÂÇé·¢ÉúÕâ¸ö½ÇÉ«ÉíÉÏ¡£;Cela fait plusieurs pleines lunes que ce personnage se comporte de manière étrange.;Manchmal, bei Vollmond, geschehen seltsame Dinge in der Nähe dieser Person.;;Suceden cosas extrañas entorno a este personaje en algunas lunas llenas.;;;;;;;;;x
EVTTITLE_HL_1400;ÀÇÈË;Le loup-garou;Der Werwolf;;El hombre lobo;;;;;;;;;x
EVTDESC_HL_1400;ÄãÉñ¾­²»°²¶È¹ıÁË¼¸¸öÍíÉÏ£¬Ë¯Ãß²»ºÃ£¬ÔÚÄÔº£Àï¸Ğ¾õÆæ¹ÖµÄÕÙ»½¡£¼¸ÌìºóÄã±äµÃÆ£±¹²»¿°£¬µ«ÊÇ¸Ğ¾õÓú¼ÓÇ¿ÁÒ£¬¸Ğµ½Ò»Ğ©ÖØÒªµÄÊÂ½«Òªµ½À´¡£\n\nÏÖÔÚ£¬ÔÚÒ¹Àï£¬µ±ÄãÇåĞÑÊ±¿´µ½ÂúÔÂÉıÆğµÄ¾°Ïó£¬ÄãÖÕÓÚÃ÷°×ÁË¡£ÄÇÊÇÔÂÁÁ£¬ËüÔÚºô»½Äã£¬ÊÇÊ±ºòÆğ´²ÁË£¬ÊÇÊ±ºò±ä³ÉÀÇÁË£¬ÊÇÊ±ºòÍâ³öÁË£¬ÊÇÊ±ºò×ÔÓÉÁË£¬ÊÇÊ±ºòËæ×ÅÔÂÁÁ·¢¿ñÁË¡­¡­;Les dernières nuits ont ét?agitées. Vous dormez mal et votre esprit vagabonde de manière étrange. La journée, la fatigue vous accable, mais également une certaine tension? vous sentez que quelque chose va se produire.\n\nIl fait nuit désormais et, alors que vous voyez la pleine lune monter dans le ciel, vous comprenez enfin. C'est la lune. Elle vous parle, il est temps de vous réveiller, de devenir un loup, de sortir, d'être libre, de perdre la tête et de céder ?la folie lunaire...;In den letzten paar Nächten wart ihr nervös. Euer Schlaf war ruhelos und Euer Geist wurde von einem seltsamen Verlangen geplagt. Tagsüber wart Ihr müde und angespannt, so als stünde etwas Wichtiges bevor.\n\nNun beginnt ihr, wenn Ihr nachts aufwacht und seht, wie der Vollmond aufgeht, endlich zu verstehen. Es ist der Mond. Er spricht mit Euch. Es ist Zeit, zum Wolf zu werden, nach draußen zu gehen. Zeit, frei zu sein, den Verstand zu verlieren und sich im Lichte des Mondes zu verlieren...;;Te has sentido nervioso durante el último par de noches, durmiendo agitadamente, sintiendo una extraña atracción en la mente. Durante los días no sólo has sido cansado, sino también tenso de anticipación, sintiendo que algo importante est?por llegar.\n\nAhora, de noche, al despertar y ver salir la luna llena, finalmente lo entiendes. Es la luna, te habla, es hora de levantarse, hora de convertirse en el lobo, hora de salir, hora de ser libre, hora de perder la cabeza en la locura lunar...;;;;;;;;;x
EVTTITLE_HL_1401;ÂúÔÂ;Pleine lune;Vollmond;;Luna llena;;;;;;;;;x
EVTDESC_HL_1401;ÔÚ¹ıÈ¥µÄ¼¸¸öÒ¹Íí¶¼ÊÇÂúÔÂ£¬ÄãÓú¼ÓÔê¶¯²»°²¡£ÄãÄÜ¸Ğ¾õËüÀ´ÁË£¬ÓÖÊÇÕâ¸öÊ±¼ä£¬ÊÇÊ±ºòÓµ±§ÂúÔÂ¿ñÔêÁË¡£;Depuis plusieurs nuits, la lune est montante et votre agitation croît. Vous sentez que le moment approche. Il est temps. Temps de succomber ?la folie lunaire...;Der Mond nimmt zu und je voller er wird, desto größer wird Eure Rastlosigkeit. Es ist wieder soweit. Es wird wieder an der Zeit. Zeit, sich dem Wahnsinn des Mondes anzuvertrauen...;;La luna ha crecido durante las dos últimas noches, y la inquietud es cada vez mayor. Lo sientes llegar. Es de nuevo el momento, la hora de abrazar la locura lunar...;;;;;;;;;x
EVTOPTA_HL_1401;Ò¹Íí½«´øÀ´Ê²Ã´£¿;Que nous réserve cette nuit?;Was wird die Nacht bringen?;;¿Qu?traer?la noche?;;;;;;;;;x
EVTDESC_HL_1410;Äã±¼ÅÜÁËÒ»Ò¹£¬µ½´ïÊÓÏßÀï×î¸ßµÄÉ½Çğ¡£Äã»¨·Ñ¼¸¸öĞ¡Ê±¶ÔÔÂÁÁº¿½Ğ£¬ÔÚËıµÄ¹âÃ¢ºÍÄãµÄ·è¿ñÏÂ¿ñÏ²¡£;Vous courez dans la nuit jusqu'?vous retrouver au sommet de la plus haute colline. Vous passez des heures ?hurler ?la lune, savourant sa lumière et votre folie.;Ihr lauft durch die Nacht, bis Ihr den höchsten Hügel der Umgebung erreicht habt. Dort heult Ihr viele Stunden lang den Mond an und labt Euch an seinem Licht und an Eurem Wahnsinn.;;Corres toda la noche hasta llegar a la colina más alta a la vista. Te pasas horas y horas aullando a la luna, exultante en su luz y su locura. ;;;;;;;;;x
EVTDESC_HL_1420;Äã±¼ÅÜÁËÒ»Ò¹£¬ÔÂÁÁÀëÄãÒÀ¾ÉÄÇÃ´Ò£Ô¶£¬²Ù×÷×ÅÄã·è¿ñµÄĞĞÎª¡£ÄãÌøÔ¾£¬ÅÊÅÀÉ½Çğ£¬ÓÎ¹ıºÓÁ÷¡£Äã²»¶ÏµØ±¼ÅÜÖ±µ½Äã½îÆ£Á¦¾¡£¬½Ó×ÅÄãÌÉÔÚÈáÈíµÄ²İµØÉÏÂıÂıË¯×Å£¬¾ÍĞİÏ¢Ò»»á¶ù¡­¡­;Vous courez dans la nuit, toujours plus loin, vous laissant guider par la folie lunaire. Vous franchissez des fossés, gravissez des collines, nagez dans des rivières. Vous courez encore et encore, jusqu'?épuisement, puis vous endormez sur le sol moelleux. Quelques minutes seulement...;Ihr lauft durch die Nacht, weiter und immer weiter, angetrieben vom Mond-Wahn. Ihr springt über Gräben, klettert auf Hügel und durchschwimmt schmale Flüsse. Ihr lauft weiter und weiter, bis Ihr erschöpft seid. Dann legt Ihr Euch auf den Boden. Nur ein kurzes Päuschen, mehr nicht...;;Corres toda la noche, lejos y más lejos aún, la locura lunar te dirige. Saltas zanjas, escalas colinas y nadas por los riachuelos. Corres y corres hasta que estás exhausto, luego te tumbas a dormir en el suelo suave. Sólo para descansar un poco... ;;;;;;;;;x
EVTOPTA_HL_1420;Èç´ËÃÀÃî£¬¾¡¹Ü½îÆ£Á¦¾¡¡­¡­;Quel bonheur, mais quelle fatigue...;Wunderbar. Aber anstrengend...;;Que bien, pero qu?cansado...;;;;;;;;;x
EVTDESC_HL_1430;Äã±¼ÅÜÁËÒ»Ò¹£¬ÎªÁËËÑÑ°ÁÔÎï¡£Äã×îÖÕÕÒµ½ÁÔÎï£¬ÃÍÈ»ÆË¹ıÈ¥¡£ËºÒ§£¬ÃÍ½À£¬¾×½À£¬ÔÚÕâ¸öÊ±ºòÄãµÄº¿½ĞÍêÈ«ÏñÒ»Í·ÀÇ¡£×îºó¾ª¿ÖµÄÎØÎØÉùÍ£Ö¹ÁË¡­¡­;Vous courez dans la nuit ?la recherche d'une proie. Vous la trouvez finalement et bondissez sur elle. Vous la déchirez, la tailladez, l'éventrez, tout en hurlant comme le loup que vous êtes. Les meuglements paniqués finissent par cesser...;Ihr lauft durch die Nacht und sucht nach Beute. Ihr findet sie. Springt. Ihr beißt zu, setzt Eure Krallen ein, weidet sie aus. Irrsinnig heulend, wie der Wolf, der Ihr seid. Dann kehrt Stille ein. Das panische Muhen verstummt...;;Corres toda la noche, buscando una presa. Finalmente la encuentras, y salta. Rasgás, cortas, arrancas, mientras aúllas como el lobo que eres. Al final el mugido aterrorizado se detiene... ;;;;;;;;;x
EVTOPTA_HL_1430;Ñª£¡;Du sang?;Blut!;;¡Sangre!;;;;;;;;;x
EVTDESC_HL_1440;Äã±¼ÅÜÁËÒ»Ò¹£¬ÎªÁËËÑÑ°ÁÔÎï¡£Äã×îÖÕÕÒµ½ÁÔÎï£¬ÃÍÈ»ÆË¹ıÈ¥¡£ËºÒ§£¬ÃÍ½À£¬¾×½À£¬ÔÚÕâ¸öÊ±ºòÄãµÄº¿½ĞÍêÈ«ÏñÒ»Í·ÀÇ¡£×îºó¾ª¿ÖµÄÃù½ĞÉùÍ£Ö¹ÁË¡­¡­;Vous courez dans la nuit ?la recherche d'une proie. Vous la trouvez finalement et bondissez sur elle. Vous la déchirez, la tailladez, l'éventrez, tout en hurlant comme le loup que vous êtes. Les couinements paniqués finissent par cesser...;Ihr lauft durch die Nacht und sucht nach Beute. Ihr findet sie. Springt. Ihr beißt zu, setzt Eure Krallen ein, weidet sie aus. Irrsinnig heulend, wie der Wolf, der Ihr seid. Dann kehrt Stille ein. Das panische Quieken verstummt...;;Corres toda la noche, buscando una presa. Finalmente la encuentras, y salta. Rasgás, cortas, arrancas, mientras aúllas como el lobo que eres. Al final el chillido aterrorizado se detiene... ;;;;;;;;;x
EVTDESC_HL_1450;Äã±¼ÅÜÁËÒ»Ò¹£¬ÎªÁËËÑÑ°ÁÔÎï¡£Äã×îÖÕÕÒµ½ÁÔÎï£¬ÃÍÈ»ÆË¹ıÈ¥¡£ËºÒ§£¬ÃÍ½À£¬¾×½À£¬ÔÚÕâ¸öÊ±ºòÄãµÄº¿½ĞÍêÈ«ÏñÒ»Í·ÀÇ¡£×îºó¾ª¿ÖµÄº¿½ĞÉùÍ£Ö¹ÁË¡­¡­;Vous courez dans la nuit ?la recherche d'une proie. Vous la trouvez finalement et bondissez sur elle. Vous la déchirez, la tailladez, l'éventrez, tout en hurlant comme le loup que vous êtes. Les glapissements paniqués finissent par cesser...;Ihr lauft durch die Nacht und sucht nach Beute. Ihr findet sie. Springt. Ihr beißt zu, setzt Eure Krallen ein, weidet sie aus. Irrsinnig heulend, wie der Wolf, der Ihr seid. Dann kehrt Stille ein. Dann ist Stille. Das panische Heulen verstummt...;;Corres toda la noche, buscando una presa. Finalmente la encuentras, y salta. Rasgás, cortas, arrancas, mientras aúllas como el lobo que eres. Al final el aullido aterrorizado se detiene... ;;;;;;;;;x
EVTDESC_HL_1460;Äã±¼ÅÜÁËÒ»Ò¹£¬ÎªÁËËÑÑ°ÁÔÎï¡£Äã×îÖÕÕÒµ½ÁÔÎï£¬ÃÍÈ»ÆË¹ıÈ¥¡£ËºÒ§£¬ÃÍ½À£¬¾×½À£¬ÔÚÕâ¸öÊ±ºòÄãµÄº¿½ĞÍêÈ«ÏñÒ»Í·ÀÇ¡£×îºó¾ª¿ÖµÄ¼â½ĞÉùÍ£Ö¹ÁË¡­¡­;Vous courez dans la nuit ?la recherche d'une proie. Vous la trouvez finalement et bondissez sur elle. Vous la déchirez, la tailladez, l'éventrez, tout en hurlant comme le loup que vous êtes. Les hurlements paniqués finissent par cesser...;Ihr lauft durch die Nacht und sucht nach Beute. Ihr findet sie. Springt. Ihr beißt zu, setzt Eure Krallen ein, weidet sie aus. Irrsinnig heulend, wie der Wolf, der Ihr seid. Dann kehrt Stille ein. Das panische Kreischen verstummt...;;Corres toda la noche, buscando una presa. Finalmente la encuentras, y salta. Rasgás, cortas, arrancas, mientras aúllas como el lobo que eres. Al final los gritos aterrorizados se detiene... ;;;;;;;;;x
werewolf_killed_cow_tooltip;É±ËÀÒ»Í·Å£¡£;Vous avez tu?une vache.;Kuh getötet.;;Mat?a una vaca. ;;;;;;;;;x
werewolf_killed_pig_tooltip;É±ËÀÒ»Ö»Öí¡£;Vous avez tu?un cochon.;Schwein getötet.;;Mat?a un cerdo. ;;;;;;;;;x
werewolf_killed_dog_tooltip;É±ËÀÒ»Ö»¹·¡£;Vous avez tu?un chien.;Hund getötet.;;Mat?a un perro. ;;;;;;;;;x
werewolf_killed_someone_tooltip;É±ËÀÄ³ÈË¡£;Vous avez tu?quelqu'un.;Unbekannten getötet.;;Mat?a alguien. ;;;;;;;;;x
EVTTITLE_HL_1490;Çå³¿Ö®ºó;Le lendemain;Der Morgen danach;;La mañana siguiente;;;;;;;;;x
EVTDESCA_HL_1490;ÄãÔÚÇå³¿ĞÑÀ´£¬µ«ÊÇÄã¸Ğ¾õÄãËÆºõÒ»Ö±Ã»ÓĞĞİÏ¢¡£ÄãµÄ¼¡ÈâÌÛÍ´£¬É¤×ÓÉ³ÑÆ¡£µ±Äã³¢ÊÔÈ¥Ëµ»°£¬ÄãÒâÊ¶µ½ÄãÍêÈ«µÄË»ÑÆÁË¡£ÕâÔõÃ´¿ÉÄÜÄØ£¿ÄãÒÑ¾­²»¼ÇµÃÁË¡£;Vous vous réveillez le lendemain matin avec l'impression de ne pas avoir dormi. Vos muscles vous font mal, votre gorge est sèche. Vous tentez de parler et constatez que votre voix est très enrouée. Que s'est-il passé ? Impossible de vous souvenir.;Am Morgen erwacht Ihr und fühlt Euch, als hättet Ihr nicht geschlafen. Eure Muskeln schmerzen und Ihr fühlt Euch heiser. Als Ihr sprechen möchtet, bemerkt Ihr, dass Ihr keinen Ton mehr herausbringt. Wie kann das sein? Ihr könnt Euch an nichts erinnern.;;Te despiertas por la mañana, pero te sientes como si no hubieras dormido en absoluto. Los músculos duelen, y también la garganta. Cuando intentas hablar, te das cuenta de que estás muy ronco. ¿Cómo puede ser? No lo recuerdas. ;;;;;;;;;x
EVTDESCB_HL_1490;ÄãÔÚÇå³¿ĞÑÀ´£¬µ«ÊÇÄã¸Ğ¾õÄãËÆºõÒ»Ö±Ã»ÓĞĞİÏ¢¡£ÄãÄ£ºıµÄ»ØÒä×ÅÄãµÄÃÎ¾³¡£Äã¸Ğ¾õÀäºÍ³±Êª¡£ÔÚÒ¹Àï·¢ÉúÁËÊ²Ã´£¿ÄãÒÑ¾­²»¼ÇµÃÁË¡£;Vous vous réveillez le lendemain matin avec l'impression de ne pas avoir dormi. Vous avez quelques vagues souvenirs de cauchemars. Vous avez froid et votre corps est couvert de transpiration. Que s'est-il pass?la nuit dernière? Impossible de vous souvenir.;Am Morgen erwacht Ihr und fühlt Euch, als hättet Ihr nicht geschlafen. Dunkel erinnert Ihr Euch an einen Albtraum. Euch ist kalt und Ihr seid durchnässt. Was ist vorgefallen in der Nacht? Ihr könnt Euch an nichts erinnern.;;Te despiertas por la mañana, pero te sientes como si no hubieras dormido en absoluto. Vagamente recuerdas haber tenido pesadillas. También estás frío, y mojado. ¿Qu?pas?durante la noche? No lo recuerdas. ;;;;;;;;;x
