;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
gamer;ÓÎÏ·´óÊ¦;Expert en jeux;Meisterspieler;;Maestro de juego;;;;;;;;;x
EVTOPTA_WOL_11102;ÎÒ»áÈÃËûÔÚÎÒÃæÇ°±ğÄÇÃ´ÀÁ.;Je lui ferai abandonner ses sales habitudes.;Ich treibe ihm die Faulheit schon aus, wenn ich in der Nähe bin.;;Har?que sea menos perezoso cuando est?a su lado. ;;;;;;;;;x
EVTOPTB_WOL_11102;Õâ´¥ÁËÎÒµÄÄæÁÛµ«ÊÇÈç¹ûÎÒ¹Ü½ÌËûÃÇµÄ»°ÓÖ»áÈÃËûÃÇÊ§Íû.;Cela m'horripile, mais je pourrais me mettre les gens ?dos si je les réprimande ainsi.;Es stört mich zwar, aber ich könnte die Menschen verärgern, wenn ich ihnen einfach so Vorhaltungen mache.;;Me pone furioso, pero la gente puede sentirse afectada si les doy lecciones. ;;;;;;;;;x
EVTDESC_WOL_11103;Ò»¸öĞ¡ĞÍµÄÍ¶Ã¬±ÈÈü»áºÜÓĞÈ¤£¬ÕıºÃÒ²¿ÉÒÔÓÃÀ´°ïÖúÄãÑµÁ·Õ½¶·¼¼ÇÉ. »òĞíÄãÓ¦µ±ÔÚÄãµÄ¹¬Í¢Àï×éÖ¯ÕâÃ´Ò»³¡±ÈÈü?;Un petit concours de jet de lance serait une bonne distraction tout en vous permettant de vous entraîner au combat. Peut-être pourriez-vous organiser cela ?la cour?;Ein kleiner Speerwurf-Wettbewerb könnte sowohl Spa?machen als auch als Kampftraining für Euch dienen. Vielleicht solltet Ihr einen solchen Wettbewerb an Eurem Hof ausrichten?;;Un pequeño concurso de lanzamiento de jabalina podría ser divertido además de ayudar entrenar para la batalla. ?Tal vez debería organizar tal concurso en tu corte?;;;;;;;;;x
EVTOPTA_WOL_11103;ÎÒµÄÍ¶ÖÀ¼¼ÒÕ½«»áÕğ¾ªÈ«³¡!;Ma technique de jet impressionnera tout le monde?;Mein Wurfarm wird alle verblüffen!;;!Mi brazo de lanzador asombrar?a todos!;;;;;;;;;x
EVTOPTB_WOL_11103;¸ÄÌì°É.;Peut-être une autre fois.;Vielleicht ein andermal.;;Tal vez en otro momento.;;;;;;;;;x
EVTDESC_WOL_11104;"ËùÓĞÔÚÍ¶Ã¬±ÈÈüÏÖ³¡µÄÈË¶¼ÍæµÃºÜ²»´í, Í¶Ã¬, ½»Ì¸ºÍ»¶Ğ¦. »ù±¾ÉÏ¶¼ºÜ¿ªĞÄ. »òĞíÌ«¿ªĞÄÁËµã, ÔÚÒ»¸öÃ¬±»²»Ğ¡ĞÄÈÓµ½³¡Íâ±¨¸æ¾àÀëµÄÈËÉíÉÏµÄÊ±ºò.";Tous les participants du concours de jet de lance passent un excellent moment ?concourir, discuter et rire. Tout le monde s'amuse. Peut-être un peu trop, pour preuve cette lance envoyée alors que quelqu'un était dans le champ ?mesurer la distance d'un jet précédent.;Alle Teilnehmer am Speerwurf-Wettbewerb genießen die Veranstaltung, werfen Speere, reden und lachen. Man könnte sagen, sie amüsieren sich. Vielleicht übertreiben sie es ein wenig, denn ein Speer wird leichtsinnigerweise geworfen, als sich jemand auf dem Platz aufhielt, um die Entfernung eines vorherigen Speers zu messen.;;Todo el mundo se lo pasa bien en el concurso de lanzamiento de jabalina, lanzando, hablando y riendo. Básicamente se divierten. Tal vez se divierten un poco demasiado ya que una jabalina se lanza descuidadamente mientras alguien estaba en el campo, midiendo la distancia de una jabalina anterior. ;;;;;;;;;x
EVTOPTA_WOL_11104;Å¶ÄÇ¿ÉÕæ²»ĞÒ.;C'est malheureux.;Nun, das ist bedauerlich.;;Vaya, es una desgracia.;;;;;;;;;x
EVTDESC_WOL_11107;ÔÚ¼¸´òÃ¬±»Í¶³öÈ¥ºó²úÉúÁËÒ»¸öÊ¤ÀûÕß. Ã»ÓĞÈËÈÓµÃ±ÈÄã»¹Ô¶!;Après des douzaines de lancers, un vainqueur unique émerge, et ce vainqueur n'est autre que vous?;Nachdem Dutzende Speere durch die Luft gesegelt sind, geht nur eine einzige Person als klarer Sieger hervor. Niemand hat weiter geworfen als Ihr!;;Después de que decenas de jabalinas hayan volado por el cielo, un único vencedor surge del concurso. !Nadie lanz?más lejos que tu!;;;;;;;;;x
EVTOPTA_WOL_11107;ÕâÊÇÈÙÒ«µÄÒ»Ìì.;C'est une journée magnifique.;Was für ein glorreicher Tag.;;Es un día glorioso. ;;;;;;;;;x
EVTDESC_WOL_11109;ÔÚ¼¸´òÃ¬±»Í¶³öÈ¥ºó²úÉúÁËÒ»¸öÊ¤ÀûÕß. Ã»ÓĞÈËÈÓµÃ±È[From.GetBestName]»¹Ô¶.;Après des douzaines de lancers, un vainqueur émerge de la compétition, et ce vainqueur n'est nul autre que [From.GetBestName].;Nachdem Dutzende Speere durch die Luft gesegelt sind, geht nur eine einzige Person als klarer Sieger hervor. Niemand hat weiter geworfen als [From.GetBestName].;;Después de que decenas de jabalinas hayan volado por el cielo, un único vencedor surge del concurso. Nadie lanz?más lejos que [From.GetBestName]. ;;;;;;;;;x
EVTOPTA_WOL_11109;×£ºØ[From.GetBestName];Bravo ?[From.GetBestName];Glückwunsch, [From.GetBestName];;Felicidades a [From.GetBestName];;;;;;;;;x
EVTDESC_WOL_11110;ÄãµÄÈÕ³£¶ÍÁ¶¼Æ»®ÖĞ°üº¬¶ÔÑµÁ·ÈËÅ¼»Ó½£µÄÁ·Ï°. µ«ÊÇÄã´Ó¹¥»÷²»»á¶¯µÄµĞÈËÖĞÖ»ÄÜÑ§»á¶¡µã. Ò»¶ÎÊ±¼äÖ®ºóÄã¾Í¾õµÃºÜÎŞÁÄ.;Votre routine quotidienne comporte notamment une séance d'entraînement ?l'épée contre un mannequin. Mais combattre des cibles inanimées ne vous mènera pas loin et, progressivement, la solitude vous gagne.;Zu Eurer täglichen Trainingsroutine gehört es, mit geschwungenem Schwert gegen eine Übungspuppe anzutreten. Aber bei einem Kampf gegen einen leblosen Gegner ist der Lerneffekt begrenzt und nach einer Weile wird es langweilig.;;Tu rutina cotidiana implica golpear la espada contra un muñeco de entrenamiento. Pero es limitado lo que se puede aprender luchando contra un enemigo inanimado y se hace un poco aburrido después de un tiempo;;;;;;;;;x
EVTOPTA_WOL_11110;ÎÒÒªÕÒÕæÈËÀ´Á·Á·.;J'aimerais bien quelqu'un pour m'entraîner.;Ich wünschte, ich könnte mit jemandem trainieren.;;Podría encontrar a alguien con quien entrenar.;;;;;;;;;x
;#EVTOPTB_WOL_11110;Though I only fight my enemies.;;Obwohl ich nur gegen meine Feinde k?mpfe.;;Aunque s¨®lo lucho contra mis enemigos. ;;;;;;;;;x;
EVTDESC_WOL_11111;ÔÚ½«ÑµÁ·¶ÔÏó»»³ÉÕæÈËºó£¬Äã·¢ÏÖÃæ¶ÔÒ»¸ö»úÃôµÄµĞÈËÒª¸üÀ§ÄÑ£¬¶øÊÕ»ñÒ²¸ü¶à¡£ÎŞÊı´Îµø´ò¹öÅÀÊ¹Äã»ıÀÛÁË±¦¹óµÄ¾­Ñé£¬ÕÆÎÕÁË¸ü¶àµÄÕ½¶·¼¼ÇÉ¡£;Affronter un ennemi intelligent est bien plus difficile mais vos compétences progressent bien plus vite. Après de nombreuses blessures, vous semblez avoir davantage de contrôle en combat.;Ein Trainingskampf gegen einen intelligenten Gegner ist zwar wesentlich schwieriger, aber besser zum Trainieren Eurer Kampffertigkeiten geeignet. Nach vielen blauen Flecken scheint Ihr den Kampf besser kontrollieren zu können.;;Entrenar contra un enemigo inteligente es mucho más difícil pero más gratificante para tus habilidad de lucha. Después de un montón de golpes pareces tener más control sobre una pelea. ;;;;;;;;;x
EVTOPTA_WOL_11111;¾«²ÊµÄ´ò¶·, [From.GetBestName]!;Beau combat, [From.GetBestName]?;Gut gekämpft, [From.GetBestName]!;;!Buena lucha, [From.GetBestName]!;;;;;;;;;x
EVTDESC_WOL_11112;¼´±ãÓÃ¶ÛÆ÷, Á·Ï°Õ½Ò²ÊÇ¼şÎ£ÏÕµÄÊÂÇé. ÓĞÊ±ºò½£´òÆğÀ´ÓĞµãÌ«À§ÄÑÁËµã.;Même avec des lames émoussées, un combat d'entraînement n'est pas sans danger. Parfois, les épées frappent un peu trop fort.;Selbst mit Übungswaffen ist ein Trainingskampf gefährlich. Manchmal kann man mit einem Schwert etwas zu heftig zuschlagen.;;Incluso con cuchillas embotadas, una pelea de entrenamiento es una cosa peligrosa. A veces una espada puede golpear un pelín demasiado fuerte. ;;;;;;;;;x
EVTOPTA_WOL_11112;ÕâÖÜ¾ÍÁ·µ½Õâ°É.;J'ai assez combattu pour la semaine.;Es reicht mit dem Kämpfen für diese Woche.;;Ya he tenido suficientes peleas por esta semana.;;;;;;;;;x
EVTDESC_WOL_11201;ÎŞÊı´ÎµØ»Ó½£ºóÄã¿ªÊ¼Ñ§Ï°½«ÓÃÀ´¶Ô¸¶ÄãµÄµĞÈËµÄÃ¿Ò»¸öÕĞÊ½.;Après un nombre incalculable de passes, vous commencez ?comprendre la logique de chaque attaque que vous pouvez porter ?vos adversaires.;Nachdem Ihr Euer Schwert zahllose Male geschwungen habt, beginnt Ihr, die Einzelheiten jedes Hiebs zu erlernen, den Ihr gegen Eure Feinde führen könnt.;;Tras innumerable golpes de espada estás empezando a aprender los entresijos de cada golpe posible contra tus enemigos;;;;;;;;;x
EVTOPTA_WOL_11201;±¦½£·æ´ÓÄ¥íÂ³ö.;Ce rude entraînement finit par payer.;Das harte Training zahlt sich aus.;;El duro entrenamiento est?dando resultados.;;;;;;;;;x
EVTDESC_WOL_11202;"ÈÕÒ¹¿àÁ·, ÄãÖÕÓÚ¾«Í¨ÁËµ¥ÈËÕ½¶·µÄ¼¼ÒÕ. Ã»¶àÉÙÈËÔÚÕ½¶·µÄ¼¼ÊõÉÏÁË½âµÃ±ÈÄã¸ü¶à.";Entraîn?nuit et jour, vous finissez par maîtriser l'art du combat singulier. Les personnes qui maîtrisent les techniques de combat mieux que vous sont rares.;Nachdem Ihr Tag und Nacht trainiert habt, habt Ihr schließlich die Kunst des Kampfes Mann gegen Mann erlernt. Es gibt nur wenige Menschen, die mehr über Kampftechniken wissen als Ihr.;;Entrenando día y noche, finalmente has dominado el arte del combate personal. Hay pocas personas con más conocimiento de técnicas de lucha que t?;;;;;;;;;x
EVTOPTA_WOL_11202;ÎÒ½«ÒÔ¾ö¶·¼Ò³ÉÃû.;Je me ferai une réputation de duelliste.;Ich werde mir einen Ruf als Duellant erwerben.;;Se me conocer?como un duelista. ;;;;;;;;;x
EVTOPTB_WOL_11202;ÎÒÏëÎÒ¸Ã°ÑÊ±¼äÓÃÔÚ±ğµÄÊÂÇéÉÏÁË.;Je passerais bien mon temps ?autre chose.;Ich glaube, ich verbringe meine Zeit lieber mit etwas anderem.;;Creo que puedo pasar tiempo en otra cosa. ;;;;;;;;;x
EVTDESC_WOL_11203;"ÄãÓÃ×ÅÁ¦Á¿ºÍ¼¼ÇÉ½«Ò»¸öÆÕÍ¨ÈËÔÚÕù³³ÖĞ´ò·­ÔÚµØ, Î§¹ÛµÄÈËÃÇ¿ªÊ¼ÌÖÂÛ£¬Ì¸ÆğÄÇ¸öÄã²»ÏëÓëÖ®ÎªÕ½µÄÃû×Ö.";En raison de votre force et de votre habilet??vaincre n'importe qui en combat, on commence ?parler de vous comme de quelqu'un qu'il vaut mieux ne pas provoquer.;Aufgrund Eurer Stärke und Eurer Fähigkeit, einen normalen Menschen im Zweikampf zu besiegen, betrachten Euch die Menschen in Eurer Umgebung als jemanden, mit dem man keinen Streit anfangen sollte.;;Debido a tu fuerza y habilidad para vencer a un hombre normal en una pelea, gente de todas partes ha comenzado a hablar de ti como alguien con quien no hay que buscar pelea.;;;;;;;;;x
EVTOPTA_WOL_11203;ÄÜ±»ÈÏ¿É¸Ğ¾õºÜ²»´í.;C'est bon d'être connu.;Es ist ein gutes Gefühl, Anerkennung zu erhalten.;;Siente muy bien que te reconozcan.;;;;;;;;;x
EVTDESC_WOL_11204;"ÒÀ¿¿±©Á¦Ã²ËÆÄÜ½â¾öÄãµÄÎÊÌâ, µ±ÄãÖ»ĞèÒª´òµ¹Ä³Ğ©¶«Î÷µÄÊ±ºò, Éú»î¿´ÆğÀ´ÈİÒ×¶àÁË.";Toute cette violence semble résoudre vos problèmes et la vie est plus facile lorsqu'on peut tout résoudre ?coups de poing.;Diese viele Gewalt scheint Eure Probleme zu lösen und das Leben scheint einfacher, wenn man einfach etwas zerstören kann.;;Toda esta violencia parece resolver tus problemas y la vida parece más fácil cuando puedes simplemente romper algo. ;;;;;;;;;x
EVTOPTA_WOL_11204;ÎÒËÆºõÔÙÃ»ÓĞÁËÍ×Ğ­µÄÄÍĞÔ.;Il me semble que je n'ai plus la patience de négocier.;Ich scheine nicht mehr die Geduld für Verhandlungen zu besitzen.;;Me parece que ya no tengo paciencia para negociar. ;;;;;;;;;x
EVTDESC_WOL_11205;"ÄãÑ§×ÅºÍÄãµÄÁÚ¾ÓÒ»ÑùÒÔÕ½ÕùÎªÉú, ÄãÒ»´Î´ÎµØ·¢ÏÖÄã×Ô¼ºÕıÔÚÖ±ÊÓËÀÍö.";Lorsqu'on vit avec la guerre comme voisin, on se retrouve souvent ?contempler la mort les yeux dans les yeux.;Wenn man lernt, den Krieg als Nachbarn zu akzeptieren, gerät man immer wieder in die Situation, dem Tod ins Angesicht sehen zu müssen.;;Cuando aprendes a vivir con la guerra como tu vecino, te encontrarás mirando a la muerte a la cara una y otra vez.;;;;;;;;;x
EVTOPTA_WOL_11205;ÎÒÔÙÒ²²»»á¸Ğµ½Î·¾å.;Je ne ressens plus la peur.;Ich fühle keine Angst mehr.;;Ya no siento miedo. ;;;;;;;;;x
EVTDESCA_WOL_11206;ÔÚÄã¾ö¶¨³ÉÎª´«ÆæÕ½Ê¿ºó¾­ÊÜµÄÑÏ¸ñÑµÁ·ÒÑÈÃÄã³ÉÎªÖÜÎ§×î¼áÈÍµÄÈËÖ®Ò».;Votre détermination ?devenir un guerrier légendaire vous a soumis ?un entraînement strict. Vous comptez désormais parmi les personnes les plus fortes.;Eure Entschlossenheit, ein legendärer Krieger zu werden, hat dazu geführt, dass Ihr einen strengen Trainingsplan einhaltet. Deswegen seid Ihr nun einer der zähesten Menschen, die es gibt.;;Tu determinación para convertirte en un guerrero legendario te has hecho seguir un régimen de ejercicio estricto. A causa de esto ahora eres una de las personas más fuertes de la zona. ;;;;;;;;;x
EVTDESCB_WOL_11206;ÔÚÄã¾ö¶¨³ÉÎª´«ÆæÕ½Ê¿ºó¾­ÊÜµÄÑÏ¸ñÑµÁ·ÒÑÈÃ¸øÈË×ã¹»µÄÓ¡Ïó£¬²»ÔÙÈÏÎªÄãÈíÈõ¿ÉÆÛ.;Votre détermination ?devenir un guerrier légendaire vous a soumis ?un entraînement strict. Vous n'êtes désormais plus considér?comme un avorton.;Eure Entschlossenheit, ein legendärer Krieger zu werden, hat dazu geführt, dass Ihr einen strengen Trainingsplan einhaltet. Deswegen werdet Ihr nicht mehr als Schwächling betrachtet.;;Tu determinación para convertirte en un guerrero legendario te has hecho seguir un régimen de ejercicio estricto. A causa de esto ya no te consideran un debilucho. ;;;;;;;;;x
EVTOPTA_WOL_11206;ÎÒ¾õµÃÎÒÄÜ¾ÙÆğÒ»×ùĞ¡·¿×Ó.;J'ai l'impression que je pourrais soulever une petite maison.;Ich habe das Gefühl, als könnte ich ein kleines Haus hochheben.;;Siento que podría levantar una casa pequeña. ;;;;;;;;;x
EVTOPTB_WOL_11206;ÎÒ¾õµÃÎÒÄÜ¾ÙÆğÒ»Æ¥Ğ¡Âí.;J'ai l'impression que je pourrais soulever un petit cheval.;Ich habe das Gefühl, als könnte ich ein kleines Pferd hochheben.;;Siento que podría levantar una casa pequeña. ;;;;;;;;;x
EVTTOOLTIPWOLWARPROGRESS;[This.GetBestName]ÕıÔÚÈÃ[This.GetHerHis]Å¬Á¦³ÉÎªÒ»ÃûÕ½Ê¿.;[This.GetBestName] s'entraîne afin de devenir un guerrier.;[This.GetBestName] macht große Anstrengungen, um ein Krieger zu werden.;;[This.GetBestName] est?mejorando [This.GetHerHis] esfuerzos para convertirse en guerrero.;;;;;;;;;x
opinion_held_contest;¾ÙĞĞ±ÈÈü;A organis?un concours;Wettbewerb abgehalten;;Concurso llevado a cabo;;;;;;;;;x
opinion_fled_duel;ÌÓÀë¾ö¶·;A fui un duel;Hat sich einem fairen Duell durch Flucht entzogen;;Huido un duelo justo;;;;;;;;;x
wol_warrior;Õ½Ê¿;Guerrier;Krieger;;Guerrero/a;;;;;;;;;x
desc_wol_warrior;´ËÈË±»ÈÏÎª¾«ÓÚ¾ö¶·.;Ce personnage a une réputation de grand combattant en duel.;Diese Person ist dafür bekannt, ein geübter Einzelkämpfer zu sein.;;Este personaje se conoce por ser muy competente en el combate personal. ;;;;;;;;;x
wol_great_warrior;Î°´óµÄÕ½Ê¿;Grand guerrier;Großer Krieger;;Gran guerrero;;;;;;;;;x
desc_wol_great_warrior;´ËÈË±»ÈÏÎª¾«ÓÚ¾ö¶·.;Ce personnage a une réputation de grand combattant en duel.;Diese Person ist dafür bekannt, ein geübter Einzelkämpfer zu sein.;;Este personaje se conoce por ser muy competente en el combate personal. ;;;;;;;;;x
despised_aristocrat;±»±ÉÊÓµÄ¹ó×å;Aristocrate mépris?Verachteter Aristokrat;;Aristócrata despreciado;;;;;;;;;x
desc_despised_aristocrat;´ËÈËÔø¾Ü¾øÆ½ÃñµÄÇëÔ¸.;Ce personnage refuse ?la population les droits qui lui reviennent;Diese Person hat dem gewöhnlichen Volk seine Rechte vorenthalten.;;Este personaje ha estado negando sus derechos a la gente normal.;;;;;;;;;x
recent_duel_victory;¾ö¶·Ê¤Àû;Victoire en duel;Sieg im Duell;;Victoria de duelo;;;;;;;;;x
desc_recent_duel_victory;´ËÈË½üÆÚÔÚ¾ö¶·ÖĞ»÷°ÜÁË¶ÔÊÖ.;Ce personnage a récemment vaincu un adversaire en duel;Diese Person hat vor Kurzem eine andere Person im Duell besiegt.;;Este personaje acaba de derrotar a otro en duelo.;;;;;;;;;x
duel_decision;¾ö¶·;Provoquer en duel;Duell;;Duelo. ;;;;;;;;;x
duel_decision_desc;¶Ô§Y[This.GetTitledFirstName]§!·¢Æğ¾ö¶·À´Î¬»¤ÄãµÄÈÙÓş. ¾ö¶·¶ÔÓÚÄãµÄ½¡¿µÓĞº¦.;Défiez §Y[This.GetTitledFirstName]? en duel pour défendre votre honneur. Les duels peuvent s'avérer dangereux pour votre sant?;Fordert §Y[This.GetTitledFirstName]? zu einem Duell heraus, um Eure Ehre zu verteidigen. Duelle können Eurer Gesundheit schaden.;;DesafíessY[This.GetTitledFirstName]?a un duelo para defender tu honor. Los duelos pueden ser considerados peligrosos para la salud. ;;;;;;;;;x
tower_start;ÎÒÃÇ½«¿ªÊ¼¶Ô½¨Éè×öÒ»Ğ©±ØÒª×¼±¸.;Vous commencez les préparatifs nécessaires ?la construction.;Wir beginnen mit den nötigen Vorbereitungen für den Bau.;;Comenzaremos los preparativos necesarios para la construcción. ;;;;;;;;;x
nick_the_headless;ÎŞÍ·Õß;le Sans-tête;der/die Kopflose;;el Descabezado;;;;;;;;;x
construction_accident;½¨ÔìÊÂ¹Ê;Accident au chantier;Baustellenunfall;;Accidente de construcción;;;;;;;;;x
desc_construction_accident;Ò»³¡¿ÉÒÔ±ÜÃâµÄÊÂ¹Ê¼¤Å­ÁË[This.GetName]µÄÃñÖÚ.;Un accident qui aurait pu être évit?provoque la colère de la population de [This.GetName].;Ein vermeidbarer Unfall erregt den Unmut der Bevölkerung von [This.GetName].;;Un accidente que se podría haber evitado enfurece a la población de [This.GetName].;;;;;;;;;x
outlawed_guild;·Ç·¨ĞĞ»á;Guilde hors-la-loi;Verbotene Zunft;;Gremio proscrito;;;;;;;;;x
desc_outlawed_guild;Õâ¸öÊ¡·İµÄ³ÇÊĞÓĞÒ»¸öÖ÷ÒªĞĞ»á·Ç·¨¡£;Les villes de ce comt?ont choisi de rendre hors-la-loi une des guildes principales.;Die Städte in dieser Provinz haben eine der großen Zünfte verboten.;;Las ciudades en esta provincia prohibieron uno de los gremios principales.;;;;;;;;;x
carpenters_guild;Ä¾½³ĞĞ»á;Guilde des charpentiers;Zimmererzunft;;Gremio de carpinteros;;;;;;;;;x
desc_carpenters_guild;Õâ¸öÊ¡·İÓĞÒ»¸ö½Ü³öµÄÄ¾½³ĞĞ»á£¬ÄÜÈÃ½¨ÖşµÄ½¨ÔìÓÖ¿ìÓÖ±ãÒË¡£;Une puissante guilde de charpentiers de ce comt?construit rapidement et pour moins cher.;In dieser Provinz gibt es eine bedeutende Zimmererzunft, die Bauarbeiten schnell und günstig durchführt.;;Hay un prominente gremio de carpinteros en esta provincia que hace la construcción rápida y barata. ;;;;;;;;;x
nick_the_ruthless;ÎŞÇéÕß;l'Impitoyable;der/die Unbarmherzige;;el Despiadado;;;;;;;;;x
nick_the_beheader;¿³Í·Õß;le Décapiteur;der/die Kopfabhacker/in;;el Decapitador;;;;;;;;;x
EVTTOOLTIPWOL10302;ÄãµÄ §Y¼Ò×å§! ½«»áÏ²»¶Õâ¸öµñÏñµÄ×ËÊÆ¡£\n;Votre §Ydynastie? appréciera ce geste.\n;Eure §YDynastie? wei?diese Geste zu schätzen.\n;;Tu §YDynasty? apreciar?este gesto. \n;;;;;;;;;x
opinion_ruthless;ÎŞÇé;Impitoyable;Unbarmherzig;;Despiadado/a;;;;;;;;;x
EVTTOOLTIPWOL11006;ÈËÃÇ»á¶ÔÕâ²»ÈÊ´ÈµÄĞĞÎªÊ§Íû.\n;Le peuple n'appréciera pas cette action impitoyable.\n;Die Leute werden wegen dieser gnadenlosen Aktion aufgebracht sein.\n;;La gente se disgustar?por esta acción despiadada.\n;;;;;;;;;x
EVTDESC_WOL_10401;"ÄãÅ¬Á¦×¬Ç®, ¼õÉÙÁËË¯ÃßÊ±¼ä. ÒòÎªË¯¾õ²»ÊÇÒ»¸öÓĞÊÕÒæµÄĞĞÎª.";Les efforts accrus que vous déployez pour vous enrichir vous poussent ?réduire vos heures de sommeil? le sommeil est une perte d'argent.;Im Zuge Eurer Bemühungen, Reichtümer anzuhäufen, hat sich die Zahl der Stunden, die Ihr mit Schlafen verbringt, verringert, denn im Schlaf kann man keine Gewinne erzielen.;;Al aumentar tus esfuerzos en tratar de ganar riqueza, ha disminuido la cantidad de horas que pasas durmiendo porque dormir no es un comportamiento rentable. ;;;;;;;;;x
EVTOPTA_WOL_10401;ÎÒÒªÓĞ¸ü¶àµÄ½ğ±Ò!;Il me faut plus d'or?;Ich brauche mehr Gold!;;!Debo tener más oro!;;;;;;;;;x
aspiring_gardener;¿ÊÍû³ÉÎªÔ°¶¡;Aspirant jardinier;Angehender Gärtner;;Aspirante a jardinero;;;;;;;;;x
desc_aspiring_gardener;´ËÈË¶ÔÔ°ÒÕºÜÓĞĞËÈ¤.;Ce personnage a commenc??s'intéresser au jardinage.;Diese Person interessiert sich nun für den Gartenbau.;;Este personaje ha tomado interés en la jardinería. ;;;;;;;;;x
EVTDESC_WOL_10430;[From.GetTitledFirstName] °İ·ÃÁËÄã£¬ÏòÄãÇëÇó¹ºÂòÔÚ [Root.Capital.GetName] µÄÒ»Ğ¡¿éÍÁµØ¡£Õâ¸ö¾ñÔñ¶ÔÄãÀ´ËµºÜ¼èÄÑ£¬ÒòÎªËû´ğÓ¦»áÖ§¸¶Ò»´ó±ÊÇ®¡£;[From.GetTitledFirstName] se présente ?vous et vous demande le droit d'acheter un petit lopin de terre ?[Root.Capital.GetName]. C'est une décision difficile ?prendre, car le prix qu'il propose pour cette terre est élev?;[From.GetTitledFirstName] spricht Euch an und unterbreitet Euch das Angebot, ein kleines Stück Land in [Root.Capital.GetName] von Euch zu kaufen. Dies ist eine schwere Entscheidung, da er eine hohe Summe für das Grundstück in Aussicht stellt.;;[From.GetTitledFirstName] se te acerca y presenta una solicitud para comprar una pequeña parcela de tus tierras en [Root.Capital.GetName]. Esta es una decisión gravosa para ti puesto que promete pagar bien por la tierra. ;;;;;;;;;x
EVTOPTA_WOL_10430;ÎÒÈ·ÊµĞèÒªÏÖ½ğ.;J'ai besoin d'argent.;Ich brauche das Geld.;;Necesito efectivo, de verdad.;;;;;;;;;x
EVTOPTB_WOL_10430;Äã´üÀïÃ»ÓĞ×ã¹»µÄ½ğ±ÒÀ´ÂòÎÒµÄµØ.;Vous n'avez pas assez d'or en poche pour acheter ma terre.;Ihr habt nicht genug Geld in Euren Taschen, um mein Land zu kaufen.;;No hay suficiente oro en sus bolsillos para comprar mi tierra. ;;;;;;;;;x
EVTDESC_WOL_10420;"ÓĞÒ»¸öÈÃËùÓĞÈË¶¼¼Ç×¡ÄãµÄÍ³ÖÎµÄ»ú»á°ÚÔÚÄãµÄÃæÇ°. ÓĞÒ»¸öÊìÁ·µÄÖı±Ò¼ÒÄã¿ÉÒÔ¹ÍÓ¶À´ÖıÔìĞÂµÄÇ®±Ò, ÉÏÃæÓ¡ÓĞÄãµÄÍ·Ïñ.";L'opportunit?se présente de rappeler ?tout le monde qui règne ici. Vous avez trouv?un talentueux batteur de monnaie qui pourrait fabriquer de nouvelles pièces ?votre effigie.;Es hat sich eine Gelegenheit ergeben, die Menschen daran zu erinnern, dass Ihr der Herrscher seid. Es gibt einen geschickten Münzmeister, den Ihr anheuern könnt, um neue Münzen für Euer Reich zu prägen, mit einem Porträt Eures Gesichtes.;;Se ha presentado una oportunidad para que todo el mundo recuerde tu gobierno. Hay un acuñador calificado al que puedes contratar para que acuñe monedas nuevas para tu reino con un retrato de tu rostro. ;;;;;;;;;x
EVTOPTA_WOL_10420;ÎªÁËÈÙÒ«, ÖıÔìĞÂ±Ò°É.;Faites-le pour ma gloire.;Prägt die Münzen um des Ruhmes willen.;;Acuña las monedas para la gloria.;;;;;;;;;x
EVTOPTB_WOL_10420;ÔÚĞÂ±ÒÖıÔìÖĞ¼õÉÙ°º¹óµÄ½ğÊô·İÁ¿ÒÔ»ñµÃ¶îÍâÊÕÒæ.;Ajoutez-y des métaux moins précieux afin de faire un profit.;Stellt minderwertige Münzen her, indem Ihr aus Profitgründen weniger Edelmetall darin verarbeitet.;;Rebaja la acuñación con metales menos preciosos para sacar beneficios.;;;;;;;;;x
EVTOPTC_WOL_10420;²», ÏÖÔÚ²»ĞèÒª¸ü¶àµÄÇ®.;Non, nous n'avons pas besoin de devises supplémentaires.;Nein, es gibt keinen Grund für weitere Währungen.;;No, no hay necesidad de monedas extras.;;;;;;;;;x
EVTDESC_WOL_10421;"Ò»¸öÉÌÈË³É¹¦µØ·¢ÏÖÄãĞÂÖıµÄÇ®±ÒÉ«ÔóÓĞµã°µ, ÀïÃæ²¢Ã»ÓĞÓëËüÃÇÉù³ÆµÄÃæÖµ×ãÁ¿µÄ½ğÊô.";Un marchand est parvenu ?découvrir que les pièces que vous avez battues étaient suspectes et ne contenaient pas les métaux qu'elles auraient d?contenir.;Ein Kaufmann hat herausgefunden, dass die von Euch geprägten Münzen etwas dubios sind und nicht den Metallgehalt aufweisen, den sie eigentlich haben sollten.;;Un mercader ha descubierto que las monedas que acuñaste fueron un poco turbias y no contienen los metales que se suponía que tenían que contener.;;;;;;;;;x
EVTOPTA_WOL_10421;ÈËÃÇÏÖÔÚÒª¶Ô×ÅÇ®±ÒÉÏµÄÎÒµÄÁ³ÍÙÂîÁË.;Le peuple se moquera de mon visage sur ces pièces.;Die Leute könnten nun mein Gesicht auf jenen Münzen verspotten.;;Ahora la gente puede burlarse de mi rostro en esas monedas. ;;;;;;;;;x
