#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AIREASON_ALL_HELP_IS_APPRECIATED;¶ÔËùÓĞµÄ°ïÖú±íÊ¾¸ĞĞ»;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
EVTOPTB100110;ÎÒ²»»á±È[Root.Liege.GetChancellorName] [Root.Liege.job_chancellor.GetTitledFirstName]×öµÄ¸üºÃ;Je ne ferai jamais mieux que [Root.Liege.GetChancellorName] au poste de [Root.Liege.job_chancellor.GetTitledFirstName].;Ich werde niemals besser sein als [Root.Liege.GetChancellorName] [Root.Liege.job_chancellor.GetTitledFirstName];;Nunca voy a ser mejor que el [Root.Liege.GetChancellorName] [Root.Liege.job_chancellor.GetTitledFirstName];;;;;;;;;x
EVTOPTC100110;ÎÒ²»»á±È[Root.Liege.GetMarshalName] [Root.Liege.job_marshal.GetTitledFirstName]×öµÄ¸üºÃ;Je ne ferai jamais mieux que [Root.Liege.GetMarshalName] au poste de [Root.Liege.job_marshal.GetTitledFirstName].;Ich werde niemals besser sein als [Root.Liege.GetMarshalName] [Root.Liege.job_marshal.GetTitledFirstName];;Nunca voy a ser mejor que el [Root.Liege.GetMarshalName] el [Root.Liege.job_marshal.GetTitledFirstName];;;;;;;;;x
EVTOPTD100110;ÎÒ²»»á±È[Root.Liege.GetTreasurerName] [Root.Liege.job_treasurer.GetTitledFirstName]×öµÄ¸üºÃ;Je ne ferai jamais mieux que [Root.Liege.GetTreasurerName] au poste de [Root.Liege.job_treasurer.GetTitledFirstName].;Ich werde niemals besser sein als [Root.Liege.GetTreasurerName] [Root.Liege.job_treasurer.GetTitledFirstName];;Nunca voy a ser mejor que el [Root.Liege.GetTreasurerName] el [Root.Liege.job_treasurer.GetTitledFirstName];;;;;;;;;x
EVTOPTE100110;ÎÒ²»»á±È[Root.Liege.GetSpymasterName] [Root.Liege.job_spymaster.GetTitledFirstName]×öµÄ¸üºÃ;Je ne ferai jamais mieux que [Root.Liege.GetSpymasterName] au poste de [Root.Liege.job_spymaster.GetTitledFirstName].;Ich werde niemals besser sein als [Root.Liege.GetSpymasterName] [Root.Liege.job_spymaster.GetTitledFirstName];;Nunca voy a ser mejor que el [Root.Liege.GetSpymasterName] el [Root.Liege.job_spymaster.GetTitledFirstName];;;;;;;;;x
EVTOPTF100110;ÎÒ²»»á±È[Root.Liege.GetLordSpiritualName] [Root.Liege.job_spiritual.GetTitledFirstName]×öµÄ¸üºÃ;Je ne ferai jamais mieux que [Root.Liege.GetLordSpiritualName] au poste de [Root.Liege.job_spiritual.GetTitledFirstName].;Ich werde niemals besser sein als [Root.Liege.GetLordSpiritualName] [Root.Liege.job_spiritual.GetTitledFirstName];;Nunca voy a ser mejor que el [Root.Liege.GetLordSpiritualName] el [Root.Liege.job_spiritual.GetTitledFirstName];;;;;;;;;x
EVTOPTA100111;[From.GetTitledFirstName]ÏòÎÒÏ¸ĞÄµÄÑ¯ÎÊ£¬ÎÒÏ²»¶ÉÏÁË[From.GetHerHim];[From.GetTitledFirstName] a fait sa requête de façon très polie et je l'apprécie.;[From.GetTitledFirstName] fragte mich freundlich, und ich mag [From.GetHerHim];;[From.GetTitledFirstName] lo pidi?amablemente, y [From.GetSheHe] me gusta ;;;;;;;;;x
EVTTOOLTIP100112;[Root.GetTitledFirstName]µÄÀÖÓÚÖúÈËÈÃ[This.GetTitledFirstName]¶Ô[Root.GetHerHim]±äµÃ¸ü¼Ó×ğ¾´;L'obligeance dont a fait preuve [Root.GetTitledFirstName] ?l'égard de [This.GetTitledFirstName] l'a fait grimper dans son estime.;[Root.GetTitledFirstName]s Hilfsbereitschaft führt dazu, dass [This.GetTitledFirstName] [Root.GetHerHim] nur noch mehr respektiert;;La amabilidad de [Root.GetTitledFirstName] hace que [This.GetTitledFirstName] le respete aún más;;;;;;;;;x
EVTOPTB100111;ÎÒ»á°ïÖú[From.GetTitledFirstName]µ«ÊÇÎÒ»áÃÜÇĞ×¢Òâ[From.GetHerHim]£¡;J'accepte d'aider [From.GetTitledFirstName] mais je garderai un œil sur [From.GetHerselfHimself]?;Ich werde [From.GetTitledFirstName] helfen, aber ich werde ein Auge auf [From.GetHerHim] haben!;;¡Voy a ayudar a [From.GetTitledFirstName] pero voy a mantener un ojo en [From.GetHerHim]!;;;;;;;;;x
EVTTOOLTIP100113;[Root.GetTitledFirstName]¾Ü¾ø°ïÖú[This.GetTitledFirstName]£¬Õâ¸ø[Root.GetHerHim]´øÀ´Ò»Î»ĞÂµÄ³ğµĞ;En refusant d'aider [This.GetTitledFirstName], [Root.GetTitledFirstName] s'est fait un nouvel ennemi.;[Root.GetTitledFirstName]s Weigerung, [This.GetTitledFirstName] zu helfen, hat [Root.GetHerHim] einen neuen Rivalen beschert;;La negativa de [Root.GetTitledFirstName] a ayudar a [This.GetTitledFirstName] le ha creado [Root.GetHerHim] un nuevo rival;;;;;;;;;x
EVTDESC100112;Æğ³õÎÒÖ»ÏëÈÃ[From.GetTitledFirstName]½Ì¸øÎÒ¸ü¶à¹ØÓÚ[From.GetHerHis]²ÆÕş´ó³¼¹¤×÷µÄ¾­Ñé£¬ÕâÊÇÎÒÏëÒªµÃµ½µÄÖ°Î»£¬µ«ÊÇµ±ÎÒÃÇÌ¸ÂÛÆğÀ´²¢ÇÒ±Ë´ËÉîÈëÁË½âÖ®ºó£¬ÎÒ·¢ÏÖÎÒÃÇÒÑ¾­³ÉÁËÅóÓÑ.;Au début, je voulais seulement que [From.GetTitledFirstName] m'en apprenne plus son travail de chancelier car j'aspire ?obtenir ce poste, mais au cours de notre conversation, j'ai compris que nous étions devenu amis.;Anfangs wollte ich nur, dass [From.GetTitledFirstName] mir etwas über [From.GetHerHis] Arbeit als Kanzler beibringt, da ich diese Position anstrebte, doch als wir miteinander sprachen und uns besser kennenlernten wurde mir klar, dass wir Freunde geworden waren.;;Al principio yo sólo quería que [From.GetTitledFirstName] me enseñara más sobre [From.GetHerHis] trabajo como canciller porque aspiraba a ganar esa posición, pero al hablar y llegar a conocernos mejor, me di cuenta que se había convertido en mi amigo.;;;;;;;;;x
EVTOPTA100112;ÄÑµÀÕâÒâÎ¶×ÅÎÒ²»ÄÜÍµ×ßÄãµÄÖ°Î»ÁËÃ´£¿;Est-ce que cela signifie que je ne peux pas vous supplanter dans votre charge?;Bedeutet das, dass ich Eure jetzt die Stelle nicht stehlen kann?;;¿Significa esto que no puedo robar tu trabajo ahora?;;;;;;;;;x
EVTDESC100113;ÎÒÏëÈÃ[From.GetTitledFirstName]½Ì¸øÎÒ¸ü¶à¹ØÓÚ[From.GetHerHis]²ÆÕş´ó³¼¹¤×÷µÄ¾­Ñé£¬ËäÈ»ÎÒµÄÕâÒ»Ä¿µÄÊ®·ÖÈÎĞÔ£¬ÔÚ[From.GetSheHe]¾Ü¾ø½ÌÎÒµÄÊ±ºò£¬ÎÒÒ²Ã»ÓĞÕæµÄÏë´Ó[From.GetTitledFirstName]µÃµ½Ê²Ã´·´Ó¦.ÎÒµÄ±§¸ºÖÚËùÖÜÖª£¬ËùÒÔ[From.GetTitledFirstName]ÅÂÎÒ»áÍµ×ß[From.GetHerHis]Ö°Î»£¡;Même si mes intentions, en demandant ?[From.GetTitledFirstName] de m'apprendre les ficelles du métier de chancelier, étaient loin d'être désintéressés, je ne m'attendais pas ?ce que [From.GetTitledFirstName] refuse aussi vivement. Mes aspirations sont connues de tous et [From.GetTitledFirstName] craint que je ne cherche ?lui voler son travail?;Auch wenn meine Motive, um [From.GetTitledFirstName] dazu zu bekommen, mir mehr über [From.GetHerHis] Arbeit als Kanzler beizubringen, mehr als eigennützig war, habe ich die Reaktion wahrlich nicht erwartet, die ich von [From.GetTitledFirstName] erhielt, als [From.GetSheHe] sich weigerte, mich zu unterrichten. Meine Absichten waren weitgehend bekannt und [From.GetTitledFirstName] befürchtete, ich wolle [From.GetHerHis] Stelle stehlen!;;A pesar de que mis motivos para que [From.GetTitledFirstName] me enseñe más sobre [From.GetHerHis] trabajo como canciller eran interesados, nunca esper?la reacción que recib?de [From.GetTitledFirstName] cuando [From.GetSheHe] se neg?a enseñarme. ¡Mis aspiraciones eran de sobra conocidas y [From.GetTitledFirstName] temía que yo robara [From.GetHerHis] trabajo!;;;;;;;;;x
EVTOPTA100113;ºÃ°É£¬ÎÒÈ·Êµ»áÕâÑù×ö...;Bon, c'est d'accord...;Nun, ja?;Bueno, s?...;;;;;;;;;x
EVTDESC100115;ÎÒÓĞĞÒÓë¹¬Í¢ÀïµÄÆäÖĞÒ»Î»Í¢³¼Í¬Ê±»³ÔĞ¡£ÎÒÃÇÒ»ÆğÌ¸ÂÛ»³ÔĞ£¬ÌÖÂÛÎÒÃÇÃæ¶ÔµÄÒ»Ğ©ÖîÈç³¿ÍÂ¡¢½ÅÖ×µÄÎÊÌâ£¬²¢ÇÒÌ¸¼°ÎÒÃÇ½«ÎªÎÒÃÇµÄº¢×ÓÆğÊ²Ã´ÑùµÄÃû×Ö¡£;J'ai la chance d'être enceinte en même temps que l'une des courtisanes de la Cour. Nous avons parl?de nos grossesses, des inconvénients comme les nausées matinales et les chevilles enflées, ainsi que des possibles prénoms de nos futurs bébés.;Ich habe das Glück, gleichzeitig mit einer der Höflinge am Hofe schwanger zu sein. Wir sprechen über unsere Schwangerschaften, diskutieren unsere Probleme wie Morgenübelkeit und geschwollene Füße und überlegen, wie wir unsere Babies nennen werden.;;Tengo la suerte de estar embarazada al mismo tiempo que una de los cortesanas de la corte. Hablamos de nuestros embarazos, hablamos de nuestros problemas como el malestar por las mañanas y la hinchazón de los pies y sobre qu?nombre poner a nuestros bebés.;;;;;;;;;x
EVTOPTA100115;ÎÒÃÇÕâĞ©×öÄ¸Ç×µÄÓ¦¸Ã´ıÔÚÒ»Æğ;Nous devrions rester ensemble, entre futures mères.;Wir Mütter sollten zusammenhalten;;Nosotras las madres debemos permanecer unidas;;;;;;;;;x
EVTTOOLTIP100116;[Root.GetTitledFirstName]¾õµÃ[This.GetTitledFirstName]ÊÇÒ»Î»ÖµµÃĞÅÀµµÄÅóÓÑ;[Root.GetTitledFirstName] pense que [This.GetTitledFirstName] est une amie digne de confiance.;[Root.GetTitledFirstName] fühlt, dass [This.GetTitledFirstName] eine vertrauenswürdige Freundin ist;;[Root.GetTitledFirstName] siente que [This.GetTitledFirstName] es un amigo de confianza;;;;;;;;;x
EVTOPTB100115;ÎÒÖ»ĞèÒªÕÉ·ò¸øÎÒµÄ°²Î¿;Seul le soutien de mon époux a de l'importance ?mes yeux.;Mein Ehemann ist alles was ich an Komfort benötige;;Mi conyuge es todo el confort que necesito;;;;;;;;;x
EVTDESC100116;[From.GetTitledFirstName]ºÍÎÒ¶¼»³ÔĞÁË£¬ÎÒ»¹ÌıËµÁË±ÈÎÒËùÏëÒªÖªµÀ¸ü¶àµÄ¹ØÓÚ[From.GetHerHis]³¿ÍÂ¡¢½ÅÖ×ºÍÕÉ·ò²»ÔÚÉí±ßµÄÊÂÇé¡£È»¶ø£¬ÄÜ¹»ÓĞÈË¸úÎÒÒ»Í¬¾­ÀúÍ¬ÑùµÄÊÂÇé£¬ÄÜ¹»¸ú±ğÈËÇãËß×Ô¼ºËùÓöµ½µÄŞÏŞÎÎÊÌâ£¬²¢ÇÒÄÜ¹»µÃÖªËıÃÇ¶¼Óöµ½ÁË¸úÎÒÒ»ÑùµÄ¡¢ÉõÖÁÊÇ¸üŞÏŞÎµÄÎÊÌâ£¬ÕâÒÀÈ»ÈÃÎÒ¸Ğµ½·Ç³£°²Î¿¡£;[From.GetTitledFirstName] sommes toutes les deux enceintes et j'en ai entendu bien plus sur ses nausées, ses pieds gonflés et son mari absent que je ne l'aurais voulu. Pourtant, c'est assez rassurant d'avoir quelqu'un d'autre qui traverse la même épreuve, qui connait les mêmes problèmes embarrassants et avec qui partager ses angoisses.;[From.GetTitledFirstName] und ich sind beide schwanger und ich habe von [From.GetHerHis] mehr über Morgenübelkeit, geschwollene Füße und abwesende Ehemänner gehört, als ich jemals wissen wollte. Dennoch ist es sehr tröstlich, jemand anderen zu haben, der durch dieselbe Sache geht, jemanden zu haben, mit dem man über peinliche Probleme sprechen kann, mit dem Wissen, dass diese dieselben oder sogar noch mehr peinliche Probleme hat.;;[From.GetTitledFirstName] y yo estamos embarazadas y no he escuchado más acerca de las náuseas de  [From.GetHerHis] embarazo, los pies hinchados y el cónyuge ausente de lo que quisiera. Sin embargo, es muy reconfortante tener a alguien pasando por lo mismo que yo, tener alguien con quien hablar acerca de problemas embarazosos sabiendo que tienen los mismos problemas o incluso más embarazosos.;;;;;;;;;x
EVTOPTA100116;[From.GetTitledFirstName]ÊÇÒ»Î»ÕæÕıµÄÅóÓÑ;[From.GetTitledFirstName] est une véritable amie.;[From.GetTitledFirstName] ist ein wahrer Freund;;[From.GetTitledFirstName] es un verdadero amigo;;;;;;;;;x
EVTOPTB100116;ÕâÒ»ÇĞ½«Ö»»á³ÖĞøµ½º¢×Ó³öÉúÎªÖ¹;Cette amiti?s'interrompra ?la naissance des bébés.;Dies wird nur halten, bis das Baby geboren ist;;Esto sólo durar?hasta que nazca el beb?;;;;;;;;x
EVTTOOLTIP100117;[Root.GetTitledFirstName]ÎŞÒâÖĞÈÃ[This.GetTitledFirstName]¸Ğµ½¾ÚÉ¥;[Root.GetTitledFirstName] a contrari?[This.GetTitledFirstName] par inadvertance.;[Root.GetTitledFirstName] hat unabsichtlich [This.GetTitledFirstName]s Gefühle verletzt;;[Root.GetTitledFirstName] inadvertidamente daña los sentimientos de [This.GetTitledFirstName];;;;;;;;;x
EVTDESC100117;ÎÒÃÇµÄº¢×ÓÒÑ¾­³öÉúÁË£¬ÎÒÔøÆÚÍûÄÜ¹»Óë[From.GetTitledFirstName]Ò»Í¬ÎªÈËÄ¸£¬µ«[From.GetSheHe]È´¸æËßÎÒ£¬ÏÖÔÚº¢×ÓÒÑ¾­³öÉúÁË£¬[From.GetSheHe]½«Á¬¸úÎÒËµ»°µÄÊ±¼ä¶¼²»»áÔÙÓĞÁË¡£ÎÒÎŞ·¨Àí½âÕâ¾¿¾¹ÊÇÎªÊ²Ã´£¬Í¬Ê±¼æ¹ËÕâÁ½¼şÊÂÇé²¢Ã»ÓĞÄÇÃ´ÄÑ°¡£¿;Les bébés sont nés et j'avais hâte de partager cette nouvelle maternit?avec [From.GetTitledFirstName], mais [From.GetSheHe] a décrét?que, maintenant que son béb?est l? [From.GetSheHe] n'a plus le temps de me parler. Je ne comprends pas pourquoi, ce n'est pourtant pas si difficile de faire deux choses ?la fois?;"Die Babies sind auf der Welt und ich hatte mich darauf gefreut, zusammen mit [From.GetTitledFirstName] Mutter zu sein - doch [From.GetSheHe] sagte mir, dass [From.GetSheHe] nun da das Baby geboren ist, keine Zeit haben wird, mit mir zu reden. Ich verstehe nicht warum, es kann nicht so schwer sein, zwei Dinge gleichzeitig zu tun!?";;Los bebés han nacido y yo esperaba ser madre junto a [From.GetTitledFirstName], pero [From.GetSheHe] ahora dice que, ahora que ha nacido el beb?[From.GetSheHe] no tendr?tiempo para hablar conmigo. No entiendo por qu? ¿no puede ser tan difícil hacer las dos cosas al mismo tiempo?;;;;;;;;;x
EVTOPTA100117;¿ÉÎÒ¡­¡­ÎÒÕæµÄ¾õµÃÎÒÃÇÊÇÅóÓÑ°¡£¡;Je pensais vraiment que nous étions amies?;Ich?Ich dachte, wir wären Freunde!;;Yo... ¡Realmente pens?que éramos amigos!;;;;;;;;;x
opinion_very_disappointed;·Ç³£Ê§Íû;Grande déception;Sehr Enttäuscht;;Muy decepcionado;;;;;;;;;x
opinion_very_grateful;·Ç³£¸Ğ¼¤;Grande reconnaissance;Sehr Dankbar;;Muy agradecido;;;;;;;;;x
EVTDESC100150;Ò»³¡½ÓÒ»³¡Õ½ÒÛ£¬Ò»³¡½ÓÒ»³¡Î§¹¥¡­¡­ÎÒµÄÅóÓÑÒ»¶¨¶ÔÕâ³¡Õ½Õù¸Ğµ½½îÆ£Á¦¾¡£¬Ò²ĞíÎÒÄÜ¹»ÒÔÒ»Ğ©·½Ê½°ïÖúÎÒµÄÅóÓÑ£¿;Combat après combat, siège après siège... Mon ami doit en avoir marre de cette guerre, je pourrais peut-être trouver un moyen de l'aider?;Kampf um Kampf, Belagerung um Belagerung?Mein Freund muss sehr kampfesmüde sein, vielleicht kann ich meinem Freund in irgendeiner Weise helfen?;;Batalla tras batalla, sitio tras sitio... mi amigo debe estar bastante cansado de la guerra, ¿tal vez podría ayudar a mi amigo de alguna manera?;;;;;;;;;x
EVTOPTA100150;ÕıºÃÎÒµÄ²¿¶Ó¿ÉÒÔ×öĞ©¡°¶ÍÁ¶¡±£¡;Mes troupes auraient bien besoin d'entraînement?;Meinen Truppen wird die Aufgabe gut tun!;;¡Mis tropas podrían ejercitarse!;;;;;;;;;x
EVTTOOLTIP100151;[This.GetTitledFirstName]¶Ô[Root.GetTitledFirstName]¸øÓèµÄÈÎºÎ°ïÖú¶¼»á±¨ÒÔ¸Ğ¼¤Ö®ĞÄ;[This.GetTitledFirstName] est reconnaissant de l'aide que lui apporte [Root.GetTitledFirstName].;[This.GetTitledFirstName] ist für jegliche Hilfe dankbar, die [Root.GetTitledFirstName] zu geben bereit ist;;[This.GetTitledFirstName] est?agradecido por cualquier ayuda que [Root.GetTitledFirstName] est?dispuesto a dar;;;;;;;;;x
EVTOPTB100150;Ò»Ğ©½ğÇ®Ó¦¸ÃÄÜ¹»°ïÖúÎÒµÄÅóÓÑÓ®µÃÕâ³¡Õ½Õù£¡;Un peu d'or devrait aider ?mon ami ?gagner la guerre?;Etwas Gold sollte meinem Freund helfen, den Krieg zu gewinnen!;;¡Algo de oro debería ayudar a mi amigo a ganar esta guerra!;;;;;;;;;x
EVTOPTC100150;Ò»ÇĞ¾¡ÔÚÎÒµÄÅóÓÑÕÆÎÕÖ®ÖĞ£¬Ëû²¢²»ĞèÒªÎÒµÄ°ïÖú;Mon ami a la situation bien en main, mon aide n'est pas nécessaire.;Mein Freund hat alles unter Kontrolle, meine Hilfe ist unnötig;;Mi amigo tiene todo bajo control, mi ayuda es innecesaria;;;;;;;;;x
EVTDESC100151;ÎÒÇ×°®µÄÅóÓÑ£¬ÎÒµ£ĞÄÕâ³¡Õ½Õù¿ÉÄÜ»áÀË·ÑÄã¸ü¶à²»±ØÒªµÄÊ±¼ä£¬Òò´ËÎÒÒâÊ¶µ½Ò»¶¨ÓĞĞ©ÊÂÇéÊÇÎÒ¿ÉÒÔ×öµÄ£¡ËùÒÔÇë½ÓÊÜÎÒµÄ°ïÖú£¬ÈÃÎÒÃÇÒ»ÆëÓ®µÃÕâ³¡Õ½Õù°É£¡\n\nÄãÖÒÊµµÄÅóÓÑ£¬\n[From.GetTitledFirstName];M[Root.GetHerHis] ch[Root.GetBoyGirl] ami[Root.GetNoneE], je crains que la guerre ne vous éloigne de moi plus longtemps que nécessaire, c'est pourquoi je souhaite vous apporter mon soutien? Je vous prie d'accepter mon aide pour que nous gagnions cette guerre ensemble?\n\nVotre ami[From.GetNoneE] fidèle,\n[From.GetTitledFirstName];"Mein lieber Freund, ich fürchte, der Krieg könnte dich länger zurückhalten, als nötig ist - aus diesem Grund verspüre ich den Wunsch, etwas zu tun! Akzeptiert deshalb bitte meine Hilfe und lasst uns den Krieg gewinnen - gemeinsam!\n\nEuer Loyaler Freund,\n[From.GetTitledFirstName]";;Mi querido amigo, me temo que la guerra podría separarte lejos de m?más de lo necesario y por lo tanto, ¡pens?que habría algo que podría hacer! As?que por favor acepta mi ayuda, y vamos a ganar esta guerra juntos \n\nTu leal amigo, \n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA100151;ÓĞÁËÄãµÄ°ïÖú£¬ÎÒ¿ÉÒÔ»÷°ÜÒ»ÇĞµĞÈË£¡;Grâce ?votre aide, je pourrai vaincre n'importe quel ennemi?;Mit Eurer Hilfe, kann ich jeden Feind besiegen!;;Con tu ayuda, ¡puedo derrotar a cualquier enemigo!;;;;;;;;;x
EVTDESC100152;Ç×°®µÄ[Root.GetTitledFirstName]£¬ÎÒ¶ÔÄãÏÖÔÚ½øĞĞµÄÕâ³¡¼è¿àµÄÕ½Õù±íÊ¾¹ØÇĞ£¬Òò´ËÎÒ¾ö¶¨ËÍ¸øÄãÒ»Ğ¡±Ê½ğÇ®£¬¸ÕºÃ¹»ÈÃÄã¹ÍÓ¶¸ü¶àµØÊ¿±ø¡£\n\n³ÏÖ¿µØ£¬ÄãµÄÅóÓÑ \n[From.GetTitledFirstName];M[Root.GetHerHis] ch[Root.GetBoyGirl] [Root.GetTitledFirstName], la guerre que vous menez actuellement me préoccupe c'est pourquoi j'ai décid?de vous envoyer un petit présent, bien peu de chose, pour que vous puissiez engager plus de soldats.\n\nCordialement, votre ami[From.GetNoneE]\n[From.GetTitledFirstName];Lieber [Root.GetTitledFirstName], ich bin ein wenig besorgt über den Krieg, mit dem Ihr Euch derzeit abmüht und habe aus diesem Grund beschlossen, Euch ein kleines Geschenk zu schicken -  es ist nicht viel, nur gerade genug, um ein paar weitere Soldaten einstellen zu können.\n\nAufrichtig, Euer Freund\n[From.GetTitledFirstName];;Estimado [Root.GetTitledFirstName], estoy un poco preocupado por esta guerra que actualmente estás luchando y por lo tanto decid?enviarte un pequeño regalo - no es mucho, sólo para que puedas contratar algunos soldados más \n\nSinceramente, tu amigo \n [From.GetTitledFirstName];;;;;;;;;x
EVTOPTA100152;Õâ±ÊÇ®¾Í×ã¹»ÁË£¬Ğ»Ğ»Äã£¡;Cela devrait suffire, merci?;Das wird ausreichen, habt Dank!;;¡Esto ser?suficiente, gracias!;;;;;;;;;x
EVTDESC100153;¾¡¹ÜÔÚÉÏÒ»³¡Õ½ÕùÖĞ°ïÖúÁËÎÒ£¬ÎÒµÄÅóÓÑ[From.GetTitledFirstName]È´Ñ¡Ôñ²»ÓèÀí²ÇÎÒÏÖÔÚµÄÀ§¾³¡£Õâ³¡Õ½ÕùÊ®·Ö¼è¿à£¬ÈÎºÎ°ïÖú£¬Ò»µãµãµÄ°ïÖú¶¼¿ÉÒÔÎªÎÒ´øÀ´¾Ş´óµÄ°ïÖú¡£;Bien qu'?même de me soutenir lors de la dernière guerre, mon ami [From.GetTitledFirstName] avait choisi d'ignorer ma situation critique. Cette guerre fut très difficile et la moindre aide eut ét?la bienvenue. ;Statt mir mit meinem letzten Krieg behilflich zu sein, entschloss sich mein Freund [From.GetTitledFirstName] dazu, meine Notlage zu ignorieren. Der Krieg war eine Anstrengung und jegliche Hilfe hätte mir sehr helfen können.;;A pesar de ser capaz de ayudarme con mi última guerra, mi amigo [From.GetTitledFirstName] prefiri?hacer caso omiso de mi situación. La guerra fue muy reñida y cualquier ayuda, aún la más mínima, me hubiera ayudado mucho.;;;;;;;;;x
EVTOPTA100153;ÄÇ[From.GetTitledFirstName]ÒÔºó¾Í²»ÒªÖ¸ÍûÎÒµÄ°ïÖú£¡;Ne comptez pas sur mon aide, alors, [From.GetTitledFirstName]?;Dann rechne nicht mit meiner Hilfe, [From.GetTitledFirstName]!;;No cuentes con mi ayuda entonces, ¡[From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB100153;Õ½ÕùÒÑ¾­½áÊøÁË£¬Ã»±ØÒªÔÙ¼Æ½Ï¹ıÍù;La guerre est terminée, inutile de s'appesantir sur le pass?;Der Krieg ist vorüber, nicht nötig auf der Vergangenheit herumzureiten;;La guerra ha terminado, no hay necesidad de vivir en el pasado;;;;;;;;;x
EVTDESC100160;Õâ³¡Õ½Õù²¢²»ÏñÎÒËùÏëÏóÖĞµÄÄÇÑù½øÕ¹Ë³Àû. ÎÒÔÚÃ¿³¡Õ½ÒÛÖĞµÄ±øÔ±ËğÊ§¶¼±ÈÎÒÔ¤ÆÚµÄÒª¶à, ÖÁÓÚÎ§³Ç... Î§³ÇÒ»Ö±ÔÚ½øĞĞ, ´ÓÎ´ĞİÖ¹£¡ÎÒĞèÒª¸ü¶àµÄ±øÁ¦ºÍ¸ü¶àµÄ¹¥³ÇÆ÷Ğµ, Ò²ĞíÎÒµÄÒ»Î»ÅóÓÑÄÜ¹»½â¾öÎÒµÄÈ¼Ã¼Ö®¼±§!;Cette guerre ne se déroule pas comme prévu. J'ai perdu trop d'hommes pendant le combat et les sièges sont interminables? J'ai besoin de plus de soldats et d'armes de siège, peut-être qu'un ami pourrait me venir en aide?;"Dieser Krieg verläuft nicht ganz so, wie ich es erwartet habe. Ich verliere mehr Männer pro Kampf, als ich geplant hatte - und die Belagerungen -  die Belagerungen dauern Ewigkeiten an! Ich benötige mehr Männer und mehr Belagerungswaffen, vielleicht könnte mir ein Freund hierbei behilflich sein?";;Esta guerra no va tan bien como pensaba que iría. He perdido más hombres en la batalla de lo que había planeado y los asedios.. ¡los asedios nunca terminan! Más hombres y más armas de asedio es lo que necesito, ¿tal vez un amigo me podría ayudar con esto?;;;;;;;;;x
EVTOPTA100160;ÇëÇóÎÒµÄÅóÓÑ¼ÓÈëÕâ³¡Õ½Õù£¡;Demander ?mon ami de participer ?la guerre?;Bittet meinen Freund, dem Krieg beizutreten!;;¡Pedir a mi amigo que se una a la guerra!;;;;;;;;;x
EVTTOOLTIP100161;±»ÇëÇó¼ÓÈë[Root.GetTitledFirstName]µÄÕ½Õù;est invit??se joindre ?la guerre auprès de [Root.GetTitledFirstName].;wurde gebeten, [Root.GetTitledFirstName]s krieg beizutreten;;He invitado a [Root.GetTitledFirstName] a unirse a la guerra;;;;;;;;;x
EVTOPTB100160;ÏòÎÒµÄÒ»Î»ÅóÓÑÇëÇó×Ê½ğ°ïÖú;Demander ?un ami un soutien financier.;Bittet einen Freund um finanzielle Hilfe;;Pedir a un amigo un poco de ayuda económica;;;;;;;;;x
EVTTOOLTIP100162;[Root.GetTitledFirstName]ÇëÇó[This.GetTitledFirstName]¸øÓè×Ê½ğ°ïÖú;[Root.GetTitledFirstName] demande ?[This.GetTitledFirstName] de lui prêter un peu d'or.;[Root.GetTitledFirstName] bittet [This.GetTitledFirstName] um etwas Geld;;[Root.GetTitledFirstName] pide a [This.GetTitledFirstName] algo de dinero;;;;;;;;;x
EVTOPTC100160;ÎÒ²»ĞèÒª°ïÖú£¬ÎÒ½«ºÜ¿ìÓ®µÃÕâ³¡Õ½Õù£¡;Je n'ai pas besoin d'aide, cette guerre sera bientôt terminée?;"Ich benötige keine Hilfe - dieser Krieg wird schon bald gewonnen sein!";;No necesito ninguna ayuda, ¡esta guerra pronto ser?ganada!;;;;;;;;;x
