;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC_CM_510;×Ô´ÓÎ÷ÂŞÂíµÛ¹úÓÚ¹«Ôª476ÄêÃğÍöÖ®ºó,°İÕ¼Í¥»ÊµÛ³ÉÎªÁËÂŞÂíµÛÎ»µÄÎ¨Ò»¼Ì³ĞÈË.µ«ÊÇÀ­¶¡ÎÄÃ÷ºÍÏ£À°ÎÄÃ÷×ÜÊÇ»áÓĞ¸ôºÒ,ÕâÖÖ¸ôºÒÔçÒÑÓÉ½Ì»á·½ÃæµÄ·ÖÆçÂûÑÓÖÁÆäËû·½Ãæ.ÂŞÂí½Ì×Ú³¤ÆÚÒÔÀ´×Ô³ÉÒ»ÅÉ,¾Ü¾ø³ĞÈÏ°İÕ¼Í¥½Ì»áµÄÁìµ¼È¨ÒÔ¼°¾ıÊ¿Ì¹¶¡±¤µÄ¶«ÂŞÂí»ÊµÛ¶ÔÕû¸ö»ù¶½½ÌÊÀ½çµÄ×ÚÖ÷È¨.\n\n[From.GetDynName]ÏÖÔÚÒÑ¾­ÓÉ[From.RelHead.GetBestName]¼ÓÃáÎªÉñÊ¥ÂŞÂíµÛ¹ú»ÊµÛ, ¼Ì³ĞÁËÎ÷ÂŞÂíµÄµÛÍ³²¢ÖØ½¨ÁËÎ÷ÂŞÂíµÛ¹ú. ÕâÒâÎ¶×Å³ÉÎªÅ·ÖŞÀúÊ·½øÈëÁËÒ»¸öĞÂ¼ÍÔª, ±êÖ¾×Å¶«Î÷·½»ù¶½½ÌÊÀ½çÕıÊ½ÏİÈëÁË³¤ÆÚ¶ÔÁ¢.;Depuis la chute de l'Empire romain d'Orient en 476, l'empereur byzantin est le seul ?revendiquer l'héritage des César. Un foss?a toujours exist?entre les mondes grec et latin, et pas seulement sur des questions religieuses. Les papes de Rome ont longtemps fait appliquer leurs propres décisions en refusant d'accepter la suprématie byzantine et en refusant ?l'empereur de Constantinople une autorit?légitime sur la chrétient?\n\n[From.GetDynName] a ét?couronn?saint-empereur par le [From.RelHead.GetBestName], invoquant la «translatio imperii?et restaurant l'Empire romain d'Occident. Ceci annonce peut-être une nouvelle ère dans l'histoire de l'Europe et constitue une confirmation du foss?qui existe depuis longtemps entre l'Est et l'Ouest.;Byzanz erhob als einziges Reich den Anspruch auf das Erbe der Caesaren. Doch der Graben zwischen griechischer und römischer Welt ist tief, auch und besonders in kirchlichen Fragen. Die römischen Päpste handelten lange Zeit souverän und lehnten den byzantinischen Herrschaftsanspruch entschieden ab, denn aus ihrer Sicht hatte der Kaiser in Konstantinopel keinerlei legitimen Anspruch auf die Autorität über das Christentum.\n\nNun wurde [From.GetDynName] von [From.RelHead.GetBestName] zum Kaiser des Heiligen Römischen Reiches gekrönt. Gemäß des Prinzips der translatio imperii ist damit das Weströmische Reich restauriert. Für die Geschichte Europas war dies wahrscheinlich der Beginn einer neuen Ära: Die Kluft zwischen Ost und West wurde breiter.;;Desde la caída del Imperio Romano Occidental en 476, el Emperador de Bizancio ha sido el único en reclamar la herencia de los Césares. Siempre ha existido una fisura entre el mundo griego y el romano, no sería menos en cuestiones de la Iglesia. En Roma, durante mucho tiempo los Papas han seguido sus propias políticas, no han querido aceptar la supremacía de Bizancio y han negado que el Emperador de Constantinopla pueda tener derecho legítimo para ejercer autoridad alguna sobre la Cristiandad.\n\nAhora [From.GetDynName] ha sido coronado Emperador Romano por [From.RelHead.GetBestName], acogiéndose al translatio imperii y restableciendo el Imperio Romano Occidental. Puede que esto signifique el inicio de una nueva en la historia de Europa y, definitivamente, es una confirmación de la antigua fisura entre Oriente y Occidente.;;;;;;;;;x
EVTOPTA_CM_510;ÉñÊ¥!;Gloire?;Lob sei dem Herrn!;;¡Gloria!;;;;;;;;;x
EVTOPTB_CM_510;È·ÊµÊÇÒ»¸öÇ¿´óµÄµÛ¹ú.;Un puissant empire en effet.;Ein mächtiges Reich, fürwahr!;;Un imperio verdaderamente poderoso.;;;;;;;;;x
EVTOPTC_CM_510;Ææ¹ÖµÄÏûÏ¢...;Étrange nouvelle...;Seltsame Kunde ...;;Noticias extrañas...;;;;;;;;;x
EVTOPTD_CM_510;ÌøÁºĞ¡³ó,ãåºï¶ø¹Ú.;Cet empereur ridicule me fait bien rire.;Lachhaft! Ein Kasper, der Kaiser.;;Me río de este emperador de mentira.;;;;;;;;;x
EVTTITLE_CM_1500;²éÀíÂüµÄ¼ÓÃá;Le couronnement de Charlemagne;Die Krönung Karls des Großen;;La Coronación de Carlomagno;;;;;;;;;x
EVTDESC_CM_1500;ÔÚ³É¹¦µØÕÆÎÕÈ¨Á¦¡¢»÷°ÜµĞÈË²¢Í³ÖÎ·¨À¼¿ËÍõ¹úºó£¬ [From.GetFirstNameWithNick] ÖÕÓÚÓÚ [GetDateText] ¼ÓÃá³ÆµÛ¡£Ëû×¯ÖØµØÕ¾ÔÚÍõ×ùÇ°£¬½« [From.PrimaryTitle.GetName] µÄÍ·¹ÚÑÏËàµØ´÷ÔÚÍ·ÉÏ¡£ËûÊÇ¸¸Ç×Ø§Æ½µÄ¼Ì³ĞÈË£¡ËûÊÇ×æ¸¸Ìú´¸²éÀíµÄºóÒá£¡ËûÊÇÈËÃñµÄÁìĞä£¡ËûÊÇ²»°ÜµÄÕ½Éñ£¡ËûÏòÊÀÈËĞû¸æËûµÄÓ¢Ãû½«ÓÀ´¹ÇàÊ·¡£ËûµÄÄ¿¹âÔçÒÑ´©¹ıÁËÏÂÃæµÄ¹ó×åºÍ½ÌÊ¿ÃÇ£¬´©¹ıÁË»Ô»ÍµÄµ±ÏÂ£¬Õ¹Íû×Å¸üÎ°´ó¡¢¸ü²ÓÀÃµÄÎ´À´¡­¡­;Après avoir pris les rênes du pouvoir sans peur, vaincu ses ennemis et régn?sur les royaumes francs, [From.GetFirstNameWithNick] fut couronn?empereur le [GetDateText]. Raide comme une statue, froid comme la glace, il se tenait devant le trône tandis que l'on déposait la couronne de [From.PrimaryTitle.GetName] sur sa tête. Véritable fils de son père Pépin, descendant de Charles Martel, meneur d'homme et maître de la guerre, il revendiquait une place de choix dans les livres d'histoire. Il regardait les seigneurs et les prêtres réunis, les yeux fixés sur quelque chose de plus grand que ce moment de triomphe. Déj? une nouvelle ambition...;Nachdem er furchtlos die Macht übernommen, den Feind besiegt und die fränkischen Lande unter seiner Herrschaft geeint hatte, wurde  [From.GetFirstNameWithNick] endlich am [GetDateText] zum Kaiser gekrönt. Bewegungslos wie ein Denkmal, die Züge so kalt wie Eis, so empfing [From.PrimaryTitle.GetName] an diesem Tage feierlich die Krone. Als würdiger Nachfolger seines Vaters Pippin, als Nachkomme Karl Martells, der als Anführer und Meister der Kriegsführung bekannt war, folgte er seiner Bestimmung als Gigant der Geschichte. Weit lie?er den Blick schweifen, über die versammelten Fürsten und Geistlichen, sein Auge geheftet auf etwas, das jenseits dieses triumphalen Moments lag, etwas Großes, eine neue Herausforderung ...;;Habiendo tomado sin miedo las riendas del poder y habiendo derrotado a sus enemigos y al gobernante de los reinos francos, [From.GetFirstNameWithNick] fue finalmente coronado emperador el [GetDateText]. Se qued?inmovilizado como una estatua y helado como el hielo ante el trono cuando la corona de [From.PrimaryTitle.GetName] fue solemnemente colocada encima de su cabeza. Auténtico heredero de su padre Pipín, descendiente de Carlos Martel, líder de hombres y maestro de la guerra, estaba reclamando su elevado lugar en la historia. Su mirada se perdía más all?de los señores y curas asistentes, y se detuvo que trascendía el momento histórico, algo grande, una nueva ambición...;;;;;;;;;x
;#GRANT_VICE_ROYALTY_INTERACTION_8;Granting a Viceroyalty will lower all of your subjects' opinion of you by §R$OPINION$§!.;;Die Vergabe des Titels eines Vizek?nigs wird Euer Ansehen bei allen Untertanen um §R$OPINION$? senken.;;Conceder un Virreinato reducir¨¢ la opini¨®n que todos tus s¨²bditos tienen sobre ti en §R$OPINION$?.;;;;;;;;;x;
;#opinion_granted_other_baron_vice_royalty;Ruler has granted Barony Viceroyalties;;Vergabe von Vize-Baronien ;;El Gobernante que concedido Virreinatos Baron¨ªa;;;;;;;;;x;
;#opinion_granted_other_count_vice_royalty;Ruler has granted County Viceroyalties;;Vergabe von Vize-Grafschaften;;El Gobernante que concedido Virreinatos Condado;;;;;;;;;x;
;#opinion_granted_other_duke_vice_royalty;Ruler has granted Duchy Viceroyalties;;Vergabe von Vize-Herzogt¨¹mern;;El Gobernante que concedido Virreinatos Ducado;;;;;;;;;x;
;#opinion_granted_other_king_vice_royalty;Ruler has granted Kingdom Viceroyalties;;Vergabe von Vize-K?nigreichen;;El Gobernante que concedido Virreinatos Reino;;;;;;;;;x;
;#opinion_granted_other_emperor_vice_royalty;Ruler has granted Empire Viceroyalties;;Vergabe von Vize-Kaiserreichen;;El Gobernante que concedido Virreinatos Imperio;;;;;;;;;x;
;#CHRONICLE_WAR_ENDED_ATTACKER;[From.GetTitledNameWithNick] made peace with [Root.GetTitledNameWithNick].;;[From.GetTitledNameWithNick] hat Frieden mit [Root.GetTitledNameWithNick] geschlossen.;;[From.GetTitledNameWithNick] hizo las paces con [Root.GetTitledNameWithNick].;;;;;;;;;x;
;#CHRONICLE_WAR_ENDED_DEFENDER;[Root.GetTitledNameWithNick] made peace with [From.GetTitledNameWithNick].;;[Root.GetTitledNameWithNick] hat Frieden mit [From.GetTitledNameWithNick] geschlossen.;;[Root.GetTitledNameWithNick] hizo las paces con [From.GetTitledNameWithNick].;;;;;;;;;x;
CHRONICLE_AVOID_IMPRISON_WAR; [Root.GetTitledNameWithNick] ÃãÇ¿ÌÓÍÑÁË [From.GetTitledNameWithNick] µÄ¼à½û²¢Ê÷ÆğÁË [Root.GetHerHis] ÅÑÆì.;[Root.GetTitledNameWithNick] a failli être emprisonn?par [From.GetTitledNameWithNick] et n'a eu d'autre choix que de lever son drapeau en signe de rébellion.;[Root.GetTitledNameWithNick] konnte der Inhaftierung durch [From.GetTitledNameWithNick] knapp entgehen und hisst [From.GetPossPronoun] Flagge in offener Rebellion!;;[Root.GetTitledNameWithNick] escap?por muy poco del encarcelamiento por parte de [From.GetTitledNameWithNick] y fue obligado a hizar [Root.GetHerHis] bandera en rebelión.;;;;;;;;;x
CHRONICLE_FAILED_IMPRISON_WAR; [Root.GetTitledNameWithNick] ÊÔÍ¼¼à½û [From.GetTitledNameWithNick] µ«ÊÇÊ§°ÜÁË, Õâµ¼ÖÂ [From.GetHerHim] ÌÓ»ØÁìµØ½Ò¸Í¶øÆğ.;[Root.GetTitledNameWithNick] a échou??emprisonner [From.GetTitledNameWithNick], qui vient de déclarer ouvertement sa rébellion.;[Root.GetTitledNameWithNick] versuchte ohne Erfolg, [From.GetTitledNameWithNick] in den Kerker zu werfen und bewirkte dadurch [From.GetHerHim] offene Rebellion.;;[Root.GetTitledNameWithNick] intent?pero no pudo encarcelar a [From.GetTitledNameWithNick], provocando [From.GetHerHim] que declarara una rebelión abierta.;;;;;;;;;x
CHRONICLE_INHERIT_MAJOR_TITLE; [Root.GetDynName] ¼Ì³ĞÁË [From.GetName] ×Ô [FromFrom.GetDynName].;[Root.GetDynName] a hérit?de [From.GetName] de [FromFrom.GetDynName].;[Root.GetDynName] erbte [From.GetName] von [FromFrom.GetDynName].;;[Root.GetDynName] hered?el [From.GetName] de [FromFrom.GetDynName].;;;;;;;;;x
;#RETINUE_EXPL_DEL;Your Retinue is your personal professional and standing army ready to do as you order at all times. Unlike Army Levies, retinues are always on the map and reinforce slowly. Retinues only cost maintenance while reinforcing.The maximum number of retinue regiments you can field depends on your §YMilitary Organization§! technology and the size of all the levies in your realm.;;Euer Gefolge ist Euer stehendes Heer, das Euch jederzeit zur Verf¨¹gung steht. Anders als Lehnstruppen befinden sich Gefolgschaftstruppen immer auf der Karte und erhalten kontinuierlich Nachschub. Wenn sie Nachschub erhalten, kosten sie Unterhalt. Die max. Gr??e des Gefolges richtet sich nach dem techn. Fortschritt im Bereich §YMilit?rorganisation? und nach der Gr??e Eurer Lehnstruppen insgesamt.;;Tu Comitiva es tu prestigioso ej¨¦rcito personal profesional siempre preparado para obedecer tus ¨®rdenes. A diferencia de las Levas del Ej¨¦rcito, las comitivas est¨¢n siempre presentes y se van reforzando lentamente. El n¨²mero m¨¢ximo de comitivas que puedes tener depende de tu tecnolog¨ªa §YMilitary Organization? y de las dimensiones de todas las levas de tu reino.;;;;;;;;;x;
RETTYPE_SKIR2;Çá×°É¢±ø;Escarmouche légère;Leichte Scharmützel-Inf.;;Escaramuza;;;;;;;;;x
