#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! ¿ÉÒÔ¸ºµ£ [GetHerHis] ×Ô¼ºµÄÊê½ğ;§Y[GetTitledFirstName]? peut payer sa propre rançon;§Y[GetTitledFirstName]? Kann [GetHerHis] Lösegeld selbst zahlen;;§Y[GetTitledFirstName]? puede permitirse su propio rescate;;;;;;;;;x
expel_knights_calatrava;ÇıÖğ¿¨ÀÕ¶àÀ­°ÍÆïÊ¿ÍÅ;Expulser l'Ordre de Calatrava;Die Ritter von Calatrava vertreiben;;Expulsar a los Caballeros de Calatrava;;;;;;;;;x
expel_knights_calatrava_desc;ÎÒ¿ÉÒÔ½«¿¨ÀÕ¶àÀ­°ÍÆïÊ¿ÍÅ¸Ï³öÎÒµÄ¹úÍÁ£¬Ã»ÊÕËûÃÇµÄ³Ç±¤¡£Ö»ÊÇÕâÃ´×ö·Ç³£²»ò¯³Ï¡­¡­;Je peux expulser l'Ordre de Calatrava de mon pays et m'emparer de ses châteaux. Ce serait par contre un acte des plus impies...;Ich kann die Ritter von Calatrava aus meinem Reich vertreiben und ihre Burgen beschlagnahmen. Doch das wäre eine sehr unfromme Tat...;;Puedo echar a los Caballeros de Calatrava de mi reino y apoderarme de sus castillos. Sin embargo, es una acción muy impía...;;;;;;;;;x
donate_money_to_knights_calatrava;¾è 300¤ ¸ø¿¨ÀÕ¶àÀ­°ÍÆïÊ¿ÍÅ;Donner 300??l'Ordre de Calatrava;Spendet den Calatrava-Rittern 300?t;;Donar 300?a los Caballeros de Calatrava;;;;;;;;;x
expelled_d_knights_calatrava;ÔøÇıÖğ¿¨ÀÕ¶àÀ­°ÍÆïÊ¿ÍÅ;Ordre de Calatrava expuls?Die Ritter von Calatrava vertrieben;;Caballeros de Calatrava expulsados;;;;;;;;;x
catholic_pilgrimage;È¥³¯Ê¥;Partir en pèlerinage;Begebt Euch auf Pilgerfahrt;;Ir de peregrinación;;;;;;;;;x
catholic_pilgrimage_desc;Ò»Ğ©ò¯³ÏµÄ»ù¶½Í½»áÔÚÔÚÒ»ÉúÖĞ½øĞĞÒ»´ÎÖØÒªµÄ³¯Ê¥¡£ò¯³ÏµÄ³¯Ê¥½«»áÑ¡ÔñÈ¥Ô¶·½£¬°İ·ÃĞÅÑöÖĞ×îÉñÊ¥µÄÊ¥µØ¡£;Certains fidèles chrétiens choisissent d'accomplir un pèlerinage ?un moment de leur vie. Ces pèlerins dévots sont prêts ?voyager sur de longues distances pour visiter les lieux les plus sacrés de la foi.;Manche frome Christen unternehmen irgendwann in ihrem Leben eine Pilgerfahrt. Der fromme Pilger ist willens, weite Strecken zu den heiligsten Stätten der Christenheit zurückzulegen.;;Algunos cristianos fieles optan por hacer una gran peregrinación en algún momento de sus vidas. El peregrino devoto est?dispuesto a recorrer largas distancias para visitar los lugares más sagrados de la fe.;;;;;;;;;x
on_pilgrimage;³¯Ê¥Í¾ÖĞ;En pèlerinage;Auf Pilgerfahrt;;De peregrinación;;;;;;;;;x
on_pilgrimage_desc;ÕâÃû½ÇÉ«ÕıÔÚ³¯Ê¥µÄÍ¾ÖĞ¡£;Ce personnage est actuellement parti en pèlerinage.;Diese Figur ist sich zur Zeit auf einer Pilgerfahrt und daher abwesend.;;El personaje est?fuera, en una gran peregrinación.;;;;;;;;;x
appeased_religious_desc;¸ÃµØÈËÃñÈÏÎªËûÃÇºÍÁìÖ÷ÊÜµ½ÉñÓÓ£¬ËùÒÔËûÃÇ¸ü²»ÇãÏòÓÚÅÑÂÒ¡£;Les habitants de ce comt?ont le sentiment qu'eux et leur seigneur ont ét?bénis par Dieu. Ils sont donc moins susceptibles de se révolter.;Die Menschen in dieser Provinz glauben, sie und ihr Herrscher seien von Gott gesegnet. Daher ist es weniger wahrscheinlich, dass sie revoltieren. ;;Las personas que viven en esta provincia sienten que tanto ellos como su gobernante están bendecidos por Dios. Por tanto, son menos propensos a la rebelión.;;;;;;;;;x
defied_church;ÄãÃïÊÓ½Ì»áµÄÒÅÔ¸¡£ËûÃÇºÜ²»¿ªĞÄ¡£.;Vous avez défi?la volont?de la sainte Église. Cela ne lui plait guère.;Ihr haben den Willen der Heiligen Kirche missachtet. Sie ist  unzufrieden.;;Has desafiado la voluntad de la Santa Iglesia. No les ha gustado.;;;;;;;;;x
sympathy_islam;ÒÁË¹À¼½ÌÍ¬ÇéÕß;Sympathie pour l'islam;Sympathie für den Islam;;Simpatía por el Islam;;;;;;;;;x
sympathy_islam_desc;¾¡¹ÜÕâÃû½ÇÉ«²¢²»ÊÇÒ»¸öÄÂË¹ÁÖ£¬µ«ËûÌØ±ğÍ¬ÇéºÍÀí½âÄÂË¹ÁÖµÄĞÅÑöÓëÊÂÒµ¡£;Ce personnage, bien qu'il ne soit pas musulman, montre une certaine tolérance et une compréhension relative de la foi musulmane et de ses pratiquants.;Diese Figur, zwar selbst nicht Muslim, hat besondere Sympathien und besonderes Verständnis für den muslimischen Glauben und seine Anhänger. ;;Este personaje, aunque no es musulmán, tiene una especial simpatía y comprensión por la fe musulmana y sus practicantes.;;;;;;;;;x
sympathy_judaism;ÓÌÌ«½ÌÍ¬ÇéÕß;Sympathie pour le judaïsme;Sympathie für das Judentum;;Simpatía por el judaísmo;;;;;;;;;x
sympathy_judaism_desc;¾¡¹ÜÕâÃû½ÇÉ«²¢²»ÊÇÒ»¸öÓÌÌ«ÈË£¬µ«ËûÌØ±ğÍ¬ÇéºÍÀí½âÓÌÌ«ÈËµÄĞÅÑöÓëÊÂÒµ¡£;Ce personnage, bien qu'il ne soit pas juif, montre une certaine tolérance et une compréhension relative de la foi juive et de ses pratiquants.;Diese Figur, zwar selbst nicht Jude, hat besondere Sympathien und besonderes Verständnis für den jüdischen Glauben und seine Anhänger. ;;Este personaje, aunque no es judío, tiene una especial simpatía y comprensión por la fe judía y sus practicantes.;;;;;;;;;x
sympathy_christendom;»ù¶½½ÌÍ¬ÇéÕß;Sympathie pour le christianisme;Sympathie für das Christentum;;Simpatía por el cristianismo;;;;;;;;;x
sympathy_christendom_desc;¾¡¹ÜÕâÃû½ÇÉ«²¢²»ÊÇÒ»¸ö»ù¶½Í½£¬µ«ËûÌØ±ğÍ¬ÇéºÍÀí½â»ù¶½Í½µÄĞÅÑöÓëÊÂÒµ¡£;Ce personnage, bien qu'il ne soit pas chrétien, montre une certaine tolérance et une compréhension relative de la foi chrétienne et de ses pratiquants.;Diese Figur, zwar selbst nicht Christ, hat besondere Sympathien und besonderes Verständnis für den christlichen Glauben und seine Anhänger. ;;Este personaje, aunque no es cristiano, tiene una especial simpatía y comprensión por la fe cristiana y sus practicantes.;;;;;;;;;x
sympathy_pagans;Ô­Ê¼×Ú½ÌÍ¬ÇéÕß;Sympathie pour le paganisme;Sympathie für die Heiden;;Simpatía por los paganos;;;;;;;;;x
sympathy_pagans_desc;¾¡¹ÜÕâÃû½ÇÉ«²¢²»ĞÅÑöÔ­Ê¼×Ú½Ì£¬µ«ËûÌØ±ğÍ¬ÇéºÍÀí½âÔ­Ê¼×Ú½Ì½ÌÍ½µÄĞÅÑöÓëÊÂÒµ¡£;Ce personnage, bien qu'il ne soit pas païen, montre une certaine tolérance et une compréhension relative des cultes païens et leurs pratiquants.;Diese Figur, zwar selbst nicht Heide, hat besondere Sympathien und besonderes Verständnis für heidnische Glaubensrichtungen und deren Anhänger. ;;Este personaje, aunque no es pagano, tiene una especial simpatía y comprensión por las religiones paganas y sus practicantes.;;;;;;;;;x
sympathy_zoroastrianism;ìì½ÌÍ¬ÇéÕß;Sympathie pour le zoroastrisme;Sympathie für den Zorastrianismus;;Simpatía por el zoroastrismo;;;;;;;;;x
sympathy_zoroastrianism_desc;¾¡¹ÜÕâÃû½ÇÉ«²¢²»ÊÇÒ»¸öìì½ÌÍ½£¬µ«ËûÌØ±ğÍ¬ÇéºÍÀí½âìì½ÌÍ½µÄĞÅÑöÓëÊÂÒµ¡£;Ce personnage, bien qu'il ne soit pas zoroastrien, montre une certaine tolérance et une compréhension relative du zoroastrisme et de ses pratiquants.;Diese Figur, zwar selbst nicht Zorastrianer, hat besondere Sympathien und besonderes Verständnis für den zoroastrianischen Glauben und seine Anhänger. ;;Este personaje, aunque no es zoroástrico, tiene una especial simpatía y comprensión por la fe de Zoroastro y sus practicantes.;;;;;;;;;x
owns_relic;ÓµÓĞÒ»·İÊ¥ÒÅÎï;Possède une relique sacrée;Besitzt eine heilige Reliquie;;Posee una reliquia sagrada;;;;;;;;;x
EVTDESC_SoA_5000;ÎÒÓ¦µ±È¥Ò»¸ö»ù¶½½ÌÊ¥µØ³¯Ê¥£¬Ñ°ÕÒÖ÷µÄ¶÷µä¡£;Je dois accomplir un pèlerinage et ainsi chercher la grâce de Dieu dans un des lieux saints du christianisme.;Ich begebe mich auf Pilgerfahrt, um Gottes Gnade an einer der heiligen Stätten der Christenheit zu suchen.  ;;Ir?de peregrinación en busca de la gracia de Dios a uno de los lugares santos del cristianismo.;;;;;;;;;x
EVTOPTA_SoA_5000;ÎÒ¿ªÊ¼ÖÆ¶¨ÂÃĞĞ¼Æ»®¡£;Je commence ?préparer mon voyage.;Ich beginne die Planung meiner Reise.;;Comenzar?los planes del viaje.;;;;;;;;;x
EVTDESC_SoA_5011;ÎÒ¿ÉÒÔÈ¥³¯Ê¥µÄµØ·½ÓĞ²»ÉÙ¡£ËüÃÇ¶¼ÊÇ½Ì»á×îÎª×ğ³çµÄÊ¥Ëù¡£²»¹ı½üÒ»µãµÄÄ¿µÄµØ¿ÉÄÜ»á°²È«Ò»µã¡£;Il existe plusieurs lieux saints dans lesquels vous pouvez vous rendre en pèlerinage. Tous sont considérés comme très saints par l'Église, mais une destination plus proche, rendrait votre voyage moins risqu?;Ihr könnt auf Eurer Pilgerfahrt mehrere heilige Stätten besuchen. Alle werden von der Heiligen Kirche als höchst heilig eingestuft, doch ein näher liegendes Ziel könnte eine sicherere Reise bedeuten. ;;Hay varios tipos de lugares santos para visitar durante la peregrinación. La Santa Iglesia los considera todos igualmente importantes, si bien un destino algo más cercano puede suponer un viaje más seguro.;;;;;;;;;x
EVTOPTA_SoA_5011;ÎÒ½«È¥Ò®Â·ÈöÀäÄ¿¶ÃÊ¥µØµÄÆæ¼£¡£;J'irai ?Jérusalem voir les merveilles de Terre sainte.;Ich fahre nach Jerusalem und will die Wunder des Heiligen Landes sehen.;;Ir?a Jerusalén a ver las maravillas de la Tierra Santa.;;;;;;;;;x
EVTOPTB_SoA_5011;ÎÒ½«È¥¾ıÊ¿Ì¹¶¡±¤²Î¹ÛĞÛÎ°µÄ´ó½ÌÌÃ¡£;J'irai ?Constantinople voir ses grandes cathédrales.;Ich fahre nach Konstantinopel, um die großen Kathedralen zu sehen.;;Ir?a Constantinopla a ver sus grandes catedrales.;;;;;;;;;x
EVTOPTC_SoA_5011;ÎÒ½«ºÍÔçÆÚµÄ´«½ÌÊ¿Ò»ÑùÈ¥°²Ìõ¿Ë¡£;J'irai ?Antioche suivre les traces des apôtres.;Ich gehe nach Antiochia, wie die Apostel.;;Ir?a Antioquía, como los apóstoles.;;;;;;;;;x
EVTOPTD_SoA_5011;ÎÒ½«È¥Ô¼¹ñËùÔÚµÄ°¢¿ËËÕÄ·¡£;J'irai ?Axoum, o?se trouve l'Arche d'alliance.;Ich reise nach Aksum, wo die Bundeslade liegt;;Viajar?a Axum, donde se encuentra el Arca de la Alianza.;;;;;;;;;x
EVTDESC_SoA_5016;ÃÉÖ÷×£¸££¬ÎÒ¾Í¾Ó×¡ÔÚ[Root.Capital.GetName]£¬µ«ÎÒÒª³ö·¢È¥ÎÒÖ÷×îÎªÉñÊ¥µÄÊ¥µØ³¯Ê¥¡ª¡ªÒ®Â·ÈöÀä£¡;Bien que j'ai la chance de vivre ?[Root.Capital.GetName] j'accomplirai tout de même un pèlerinage dans le lieu le plus saint de tous, Jérusalem?;I bin gesegnet, in [Root.Capital.GetName] leben zu dürfen, doch ich unternehme eine Pilgerfahrt zur allerheiligsten Stätte unseres Herrn - nach Jerusalem!;;Tengo la suerte de vivir en [Root.Capital.GetName], pero ir?de peregrinación al más sagrado de los lugares de nuestro Señor: ¡Jerusalén!;;;;;;;;;x
EVTOPTA_SoA_5016;ÎÒ¿ªÊ¼ÖÆ¶¨ÂÃĞĞ¼Æ»®¡£;Je commence ?préparer mon voyage.;Ich bereite jetzt meine Reisepläne vor;;Comenzar?los planes del viaje.;;;;;;;;;x
EVTDESC_SoA_5017;ÃÉÖ÷×£¸££¬ÎÒ¾Í¾Ó×¡ÔÚÀë°ÍÀÕË¹Ì¹µÄÊ¥µØ²»Ô¶µÄµØ·½£¬µ«ÎÒÓ¦¸Ã×·ËæÕßÔçÆÚ´«½ÌÊ¿µÄ×ã¼££¬È¥ÂŞÂí³¯Ê¥¡£;Bien que j'ai la chance de vivre près des lieux saints de Palestine, je suivrai tout de même le chemin des apôtres et ferai mon pèlerinage ?Rome.;Ich bin gesenget, nahe den Heiligen Stätten unseres Herrn in Palästina zu leben, doch ich folge den Spuren der Apostel und pilgere nach Rom!;;Tengo la suerte de vivir cerca de los lugares sagrados de nuestro Señor en Palestina, pero seguir?los pasos de los apóstoles e ir?de peregrinación a Roma.;;;;;;;;;x
EVTOPTA_SoA_5017;ÎÒ¿ªÊ¼ÖÆ¶¨ÂÃĞĞ¼Æ»®¡£;Je commence ?préparer mon voyage.;Ich bereite jetzt meine Reisepläne vor;;Comenzar?los planes del viaje.;;;;;;;;;x
EVTDESC_SoA_5018;ÎÒ¿ÉÒÔÈ¥³¯Ê¥µÄµØ·½ÓĞ²»ÉÙ¡£ËüÃÇ¶¼ÊÇ½Ì»á×îÎª×ğ³çµÄÊ¥Ëù¡£²»¹ı½üÒ»µãµÄÄ¿µÄµØ¿ÉÄÜ»á°²È«Ò»µã¡£;Il existe plusieurs lieux saints dans lesquels vous pouvez vous rendre en pèlerinage. Tous sont considérés comme très saints par l'Église, mais une destination plus proche, rendrait votre voyage plus sûr.;Sie könnten auf Ihrer Pilgerfahrt mehrere heilige Stätten besuchen. Alle werden von der Heiligen Kirche als höchst heilig eingestuft, doch ein näher liegendes Ziel könnte eine sicherere Reise bedeuten. ;;Hay distintos tipos de lugares santos para visitar durante la peregrinación. La Santa Iglesia los considera todos igualmente importantes, si bien un destino algo más cercano puede suponer un viaje más seguro.;;;;;;;;;x
EVTOPTA_SoA_5018;ÎÒÓ¦¸ÃÈ¥°İ·ÃÎ÷·½µÄÊ¥µØ¡£;Je visiterai un lieu saint ?l'ouest.;Ich besuche eine heilige Stätte im Westen.;;Visitar?un lugar sagrado de Occidente.;;;;;;;;;x
EVTOPTB_SoA_5018;ÎÒÓ¦¸ÃÈ¥¹ÅÀÏµÄÊ¥µØ£¬Ò®Â·ÈöÀä»òÊÇÂŞÂí¡£;Je me rendrai dans un des sites anciens, Jérusalem ou Rome.;Ich fahre an eine der antiken Stätten, Jerusalem oder Rom.;;Ir?a uno de los lugares históricos: Jerusalén o Roma.;;;;;;;;;x
EVTDESC_SoA_5019;È¥Î÷·½µÄÊ¥µØ³¯Ê¥²¢²»±ÈÈ¥Ò®Â·ÈöÀä»òÕßÂŞÂí²î¡£;Un pèlerinage ?l'ouest est aussi digne qu'un voyage ?Jérusalem ou ?Rome.;Eine Pilgerfahrt im Westen ist genauso wertvoll wie eine Reise nach Jerusalem oder Rom.;;Ir de peregrinación a occidente es tan digno como viajar a Jerusalén o Roma.;;;;;;;;;x
EVTOPTA_SoA_5019;ÎÒÓ¦µ±È¥¿²ÌØ²®Àï°İ·ÃÍĞÂíË¹¡¤±´¿ËÌØµÄÄ¹µØ¡£;Je visiterai le tombeau de Thomas Becket ?Canterbury.;Ich werde das Grab von Thomas Becket in  Canterbury besuchen.;;Visitar?la tumba de Thomas Becket en Canterbury.;;;;;;;;;x
EVTOPTB_SoA_5019;ÎÒÓ¦µ±È¥¿ÆÂ¡²Î¹Û¶«·½Èı²©Ê¿µÄÊ¥ÒÅÎï¡£;Je visiterai Cologne pour y voir les reliques des rois mages.;Ich fahre nach Köln zum Schrein der Heiligen Drei Könige im Dom.;;Visitar?Colonia para ver las reliquias de los Reyes Magos.;;;;;;;;;x
EVTOPTC_SoA_5019;ÎÒÓ¦µ±È¥Ê¥µØÑÇ¸ç°İ·ÃÊ¥ÑÅ¸÷²®µÄÄ¹µØ¡£;Je visiterai le tombeau de saint Jacques ?Santiago.;Ich besuche das Grab des Heiligen Jakob in Santiago de Compostela.;;Visitar?la tumba de Santiago Apóstol en Compostela.;;;;;;;;;x
EVTDESC_SoA_5020;Ò®Â·ÈöÀäÓëÂŞÂíÊÇÌìÖ÷½Ì»áÖĞ×îÎª¹ÅÀÏÒ²×îÎªÉñÊ¥µÄÁ½¸öÊ¥µØ¡£;Jérusalem et Rome sont les deux lieux saints les plus anciens et les plus sacrés du catholicisme.;Jerusalem und Rom sind die ältesten und heiligsten Stätten der Katholischen Kirche.;;Jerusalén y Roma son los dos lugares más antiguos y sagrados de la Iglesia Católica.;;;;;;;;;x
EVTOPTA_SoA_5020;ÎÒ½«È¥Ê¥µØÒ®Â·ÈöÀä³¯Ê¥¡£;Je me rendrai en Terre sainte.;Ich fahre ins Heilige Land.;;Viajar?a Tierra Santa.;;;;;;;;;x
EVTOPTB_SoA_5020;ÎÒ½«È¥ÂŞÂí²Î¹ÛÑ³µÀÕßµÄÄ¹¿ß¡£;J'irai ?Rome voir les tombeaux des apôtres.;Ich reise nach Rom zu den Gräbern der Apostel.;;Ir?a Roma a ver las tumbas de los apóstoles.;;;;;;;;;x
EVTDESC_SoA_5021;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£²»ÓÃ¶à¾Ã£¬ÎÒ¾ÍÄÜ¼ûµ½ÃÀÀöµÄ¿²ÌØ²®ÀïºÍÍĞÂíË¹¡¤±´¿ËÌØµÄÄ¹µØÁË¡£;Mes bagages sont prêts, tout est en ordre. Je verrai bientôt la belle ville de Canterbury, ainsi que le tombeau de Thomas Becket.;Mein Sachen sind gepackt und alles ist bereit. Bald fahre ich nach Canterbury zum Grab von Thomas Becket.;;El equipaje est?listo, todo est?bajo control. Pronto, voy a ver Canterbury y la tumba de Thomas Becket.;;;;;;;;;x
EVTOPTA_SoA_5021;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5022;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£ÂÃÍ¾µÄÖÕµã½«»áÊÇÊ¥µØÒ®Â·ÈöÀä¡£;Mes bagages sont prêts, tout est en ordre. La Terre sainte m'attend au terme du voyage.;Mein Sachen sind gepackt und alles ist bereit. Am Ziel meiner Reise wartet das Heilige Land auf mich.;;El equipaje est?listo, todo est?bajo control. Al final del viaje me espera Tierra Santa.;;;;;;;;;x
EVTOPTA_SoA_5022;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5023;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£²»ÓÃ¶à¾Ã£¬ÎÒ¾ÍÄÜ¼ûµ½¿ÆÂ¡ºÍÈıÍõÊ¥íèÁË¡£;Mes bagages sont prêts, tout est en ordre. Je verrai bientôt Cologne et la châsse des rois mages.;Meine Sachen sind gepackt und alles ist bereit. Bald bin ich in Köln und sehe den Schrein der Heiligen Drei Könige.;;El equipaje est?listo, todo est?bajo control. Pronto podr?ver Colonia y el santuario de los Reyes Magos.;;;;;;;;;x
EVTOPTA_SoA_5023;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5024;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£²»ÓÃ¶à¾Ã£¬ÎÒ¾ÍÄÜÂş²½ÔÚÓÀºãÖ®³ÇµÄ½ÖÉÏ£¬¼ûÖ¤ËüµÄÆæ¼£ÁË¡£;Mes bagages sont prêts, tout est en ordre. Je marcherai bientôt dans les rues de la ville éternelle et en verrai les merveilles.;Meine Sachen sind gepackt und alles ist bereit. Bald gehe ich durch die Straßen Roms und bestaune die Wunder der Ewigen Stadt.;;El equipaje est?listo, todo est?bajo control. Pronto caminar?por las calles de la Ciudad Eterna y ver?todas sus maravillas.;;;;;;;;;x
EVTOPTA_SoA_5024;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5025;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£ÎÒÒÑ¾­×¼±¸ºÃÌ¤ÉÏÊ¥ÑÅ¸÷Ö®Â·ÁË¡£;Mes bagages sont prêts, tout est en ordre. Je suis prêt[Root.GetNoneE] ?suivre les pas de saint Jacques.;Meine Sachen sind gepackt und alles ist bereit! Ich mache mich auf den Jakobsweg.;;El equipaje est?listo, todo est?bajo control. Estoy preparado para recorrer el Camino de Santiago.;;;;;;;;;x
EVTOPTA_SoA_5025;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5094;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£²»ÓÃ¶à¾Ã£¬ÎÒ¾Í»áµ½´ï²©Ë¹ÆÕÂ³Ë¹£¬¼ûÖ¤¾ıÊ¿Ì¹¶¡±¤µÄÆæ¼£ÁË¡£;Mes bagages sont prêts, tout est en ordre. Je verrai bientôt le Bosphore et les merveilles de Constantinople.;Meine Sachen sind gepackt und alles ist bereit. Bald bin ich in Köln und sehe den Schrein der Heiligen Drei Könige.;;El equipaje est?listo, todo est?bajo control. Pronto estar?ante el Bósforo y ver?las maravillas de Constantinopla.;;;;;;;;;x
EVTOPTA_SoA_5094;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5095;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£²»ÓÃ¶à¾Ã£¬ÎÒ¾ÍÄÜ¼ûµ½¹ÅÀÏµÄ°¢¿ËËÕÄ·£¬°¢·ÇÀû¼Ó»ù¶½½Ì×îÉñÊ¥µÄÊ¥µØ¡£;Mes bagages sont prêts, tout est en ordre. Je verrai bientôt la vieille cit?d'Axoum, le lieu le plus sacr?de l'Afrique chrétienne.;Meine Sachen sind gepackt und alles ist bereit. Bald sehe ich das alte Aksum, die heiligste christliche Stätte in Afrika.;;El equipaje est?listo, todo est?bajo control. Pronto ver?la antigua Axum, el lugar más sagrado del África cristiana.;;;;;;;;;x
EVTOPTA_SoA_5095;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5096;ÎÒ´ò°üºÃÁËĞĞÀî£¬Õû×°´ı·¢¡£¹ÅÀÏµÄ°²Ìõ¿ËÕıÔÚµÈ×ÅÎÒ£¡;Mes bagages sont prêts, tout est en ordre. La vieille cit?d'Antioche m'attend.;Meine Sachen sind gepackt und alles ist bereit. Das alte Antiochia wartet.;;El equipaje est?listo, todo est?bajo control. La antigua Antioquía me aguarda.;;;;;;;;;x
EVTOPTA_SoA_5096;ÎÒµÄÂÃÍ¾¿ªÊ¼ÁË£¡;Que mon voyage commence?;Meine Reise beginnt!;;¡Comienza mi viaje!;;;;;;;;;x
EVTDESC_SoA_5026;ÇãÅè´óÓêÁ¬ĞøÊıÈÕ£¬ÕâÌìÆø¼¸ºõÃ»¿ÉÄÜ³öĞĞ¡£ÎªÊ²Ã´ÎÒÖ÷ÒªÈç´Ë³Í·£Ëûò¯³ÏµÄ³¯Ê¥ÕßÄØ£¿;Il pleut depuis des jours et les routes sont presque impraticables. Pourquoi le bon Dieu punit-il ainsi ses pèlerins?;Es schüttet seit Tagen, die Straßen sind fast unpassierbar! Warum bestraft der Herr seine treuen Pilger auf diese Weise?;;Ha estado lloviendo durante días, es casi imposible recorrer los caminos. ¿Por qu?castiga el Señor a sus fieles peregrinos de este modo?;;;;;;;;;x
EVTOPTA_SoA_5026;ÄÜ³ĞÊÜ [Root.GetSheHe]ÊÔÁ¶µÄÈË²Å»áÊÕµ½×£¸££¡;Bénis soient ceux et celles qui persévèrent face ?une telle épreuve.;Gesegnet sei [Root.GetSheHe], standhaft in der Prüfung. ;;Bienaventurados sean los que resisten a la tentación.;;;;;;;;;x
EVTOPTB_SoA_5026;ÆñÓĞ´ËÀí£¬ÎÒ¾Í¸Ã´ôÔÚ¼ÒÀï£¡;C'est absurde, j'aurais d?rester chez moi?;Das ist absurd! Ich hätte zu Hause bleiben sollen!;;Esto es absurdo. ¡Debería haberme quedado en casa!;;;;;;;;;x
EVTDESC_SoA_5027;ÄãĞ¡ĞÄÒíÒíµÄ´©¹ıÒ»ÌõºáÌÉÔÚÄãÃæÇ°µÄÏªÁ÷¡£Èç¹û²»ÊÇÒòÎªÔÚÕâÀï²»¸ÃÓĞÕâÌõÏªÁ÷µÄ»°£¬Õâ»áÊÇ¸öÃÀÃîµÄÊ±¿Ì¡£ÄãÊÇÔÚÈËÉúµØ²»ÊìµÄµØ·½ÃÔÁËÂ·¡£;Vous regardez par-del?la magnifique vallée qui s'étend devant vous. Ce devrait être un moment magique, mais vous ne vous attendiez pas ?voir une vallée ?cet endroit. Vous êtes en pèlerinage en terre inconnue et vous ne savez absolument pas o?vous vous trouvez.;Ihr schaut hinunter auf das schöne Tal, das vor Euch liegt. Es wäre wunderbar, wenn da nicht eigentlich gar kein Tal sein dürfte. Ihr seid als Pilger in einem fremden Land und habt Euch total verirrt. ;;Alzas la vista sobre el hermoso valle que se extiende ante ti. Sería un momento maravilloso, si no fuera porque aqu?no debería haber ningún valle. Eres peregrino en una tierra extraña y no tienes ni idea de dónde estás.;;;;;;;;;x
EVTOPTA_SoA_5027;ÎÒÒªÊÇÃ»ÌıÄÇÈºÃ»ÓÃµÄÅ©Ãñ¸øÎÒÖ¸µÄÂ·¾ÍºÃÁË¡£;Si seulement je n'avais pas écout?ces imbéciles de paysans qui disaient connaître la région...;Wenn ich nur nicht auf diese nutzlosen  Bauern gehört hätte, die ich nach dem Weg gefagt hatte.;;Si no hubiera hecho caso a aquellos campesinos inútiles que me dieron indicaciones.;;;;;;;;;x
EVTOPTB_SoA_5027;ÎÒÒªÊÇÓĞÌıÄÇĞ©Å©Ãñ¸øÎÒÖ¸µÄÂ·¾ÍºÃÁË¡£;Si seulement j'avais écout?ces paysans qui connaissaient la région...;Wenn ich nur mehr auf diese  Bauern gehört hätte, die mir die Richtung wiesen.;;Si hubiera hecho más caso a aquellos campesinos que me dieron indicaciones.;;;;;;;;;x
EVTNAME_SoA_5028;Ò¹ÉîÁË¡­¡­;Dans la nuit noire...;Tief in der Nacht...;;En lo más profundo de la noche...;;;;;;;;;x
