;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTDESCB_ZE_12104;我跟着[From.GetTitledName]去了市场，但之后[From.GetSheHe]抓到了我。[From.GetSheHeCap]笑了笑，说我真是没救。;J'ai suivi [From.GetTitledName] au march? mais [From.GetSheHe] a fini par me remarquer. En riant, [From.GetSheHeCap] m'a dit que j'閠ais un cas d閟esp閞?;Ich folgte [From.GetTitledName] zum Markt, aber dann entdeckte [From.GetSheHe] mich und hielt mich fest. [From.GetSheHeCap] lachte und sagte, ich sei wirklich ein hoffnungsloser Fall.;;He seguido a [From.GetTitledName] al mercado, pero luego [From.GetSheHe] me sorprendi? [From.GetSheHeCap] se rio y dijo que no ten韆 remedio.;;;;;;;;;x
EVTDESCC_ZE_12104;[From.GetTitledName]看见我正在打开信封并且抓住了我。之后他用纸切下我的手指说我不应该打探别人的事儿。;[From.GetTitledName] a vu que j'ouvrais l'une de ses lettres et m'a saisi la main. [From.GetSheHeCap] a ensuite coup?mon doigt avec l'enveloppe et m'a dit que je ferais mieux de ne pas fourrer mon nez dans les affaires des autres.;[From.GetTitledName] sah, wie ich den Brief 鰂fnete und ergriff meine Hand. Dann schnitt er mir mit dem Papier in den Finger und sagte, ich solle nicht in anderer Leute Angelegenheiten herumschn黤feln.;;[From.GetTitledName] me vio abrir la carta y me agarr?de la mano. A continuaci髇, me cort?el dedo con el papel y que no metiera mis narices en los asuntos de otros.;;;;;;;;;x
EVTDESCD_ZE_12104;[From.GetTitledName]在我正要打开信封的时候走下台阶，但是[From.GetSheHe]并没有对我发火。[From.GetSheHeCap]告诉我染指他人的财物是很不礼貌的事情。;[From.GetTitledName] a descendu les escaliers tandis que j'ouvrais la lettre, mais [From.GetSheHe] n'閠ait pas en col鑢e apr鑣 moi. [From.GetSheHeCap] m'a dit que c'閠ait impoli de fouiller dans les affaires des autres.;[From.GetTitledName] kam nach unten, als ich gerade den Brief 鰂fnen wollte, aber [From.GetSheHe] war nicht b鰏e auf mich. [From.GetSheHeCap] sagte mir, es sei unh鰂lich, anderer Leute Habseligkeiten zu durchst鯾ern.;;[From.GetTitledName] baj?cuando abr韆 la carta pero [From.GetSheHe] no se enfad?conmigo. [From.GetSheHeCap] me dijo que se considera de mala educaci髇 revisar las pertenencias de otras personas.;;;;;;;;;x
EVTDESCE_ZE_12104;那是个恶心的大老鼠。它嘶嘶地叫着还咬了我的手，咬得非常疼！;C'閠ait un gros rat d間o鹴ant. Il a siffl? puis m'a mordu la main, et maintenant j'ai tr鑣 mal?;Es war eine gro遝, eklige Ratte. Sie zischte mich an und biss mich in die Hand, die nun scheu遧ich wehtut.;;Era una gran rata asquerosa. ise? me mordi?en la mano y ahora me duele, mucho!;;;;;;;;;x
EVTDESCF_ZE_12104;我发现一只受伤的鸟，它看起来是从它的巢里摔了下来。也许我可以养着它直到它痊愈。;J'ai trouv?un oiseau bless?qui semble 阾re tomb?de son nid. Peut-阾re que je pourrais le garder comme animal de compagnie le temps qu'il r閏up鑢e.;Ich fand einen verletzten Vogel, der wohl aus dem Nest gefallen ist. Vielleicht kann ich ihn als Haustier halten, bis er wieder gesund ist.;;Encontr?un p醞aro herido, parece haber ca韉o de su nido. Tal vez pueda mantenerlo como mascota mientras recupera.;;;;;;;;;x
EVTOPTA_ZE_12104;[From.GetSheHeCap]在隐瞒什么。;[From.GetSheHeCap] cache quelque chose.;[From.GetSheHeCap] versteckt etwas.;;[From.GetSheHeCap] est?escondiendo algo.;;;;;;;;;x
EVTOPTB_ZE_12104;我应该道歉。;Je devrais m'excuser.;Ich muss mich entschuldigen.;;Tendr韆 que disculparme;;;;;;;;;x
EVTOPTC_ZE_12104;[From.GetSheHeCap]他好好玩！;[From.GetSheHeCap] est tellement dr鬺e?;[From.GetSheHeCap] ist wirklich lustig!;;From.GetSheHeCap] es tan gracioso/a!;;;;;;;;;x
EVTOPTD_ZE_12104;那是封密信！;C'閠ait une lettre secr鑤e?;Das war ein geheimer Brief!;;ra una carta secreta!;;;;;;;;;x
EVTOPTE_ZE_12104;这不是我该看的。;Je n'avais pas ?la lire.;Er war nicht f黵 meine Augen bestimmt.;;Yo no ten韆 que leerla.;;;;;;;;;x
EVTOPTF_ZE_12104;也许这只不过是封无聊的信件。;C'est certainement une lettre ennuyeuse, de toute fa鏾n.;Wahrscheinlich ist der Brief ohnehin langweilig.;;De toda maneras, seguro que es una carta aburrida.;;;;;;;;;x
EVTOPTG_ZE_12104;我很庆幸我查清楚了！;Quel bonheur d'avoir mis la main dessus?;Ich bin froh, dass ich das nun wei?;;e alegro de haberlo averiguado!;;;;;;;;;x
EVTOPTH_ZE_12104;我是为了学习。;L'apprentissage, c'est ma destin閑.;Es war mir bestimmt, das zu erfahren.;;Nac?para aprender.;;;;;;;;;x
EVTOPTI_ZE_12104;真是绝赞的一天。;Quelle superbe journ閑.;Was f黵 ein toller Tag.;;u?gran d韆!;;;;;;;;;x
EVTDESCA_ZE_12106;[From.GetFirstName]并没有很好的回应我纠正[From.GetHerHis]的行为，我担心[From.GetSheHe]甚至更怀疑我了。;[From.GetFirstName] n'a pas r閍gi favorablement ?la fa鏾n dont j'ai corrig?son attitude. Je crains que sa m閒iance ?mon 間ard ne fasse qu'empirer.;[From.GetFirstName] reagierte nicht besonders erfreut auf meine Erziehungsmethoden. Nun bef黵chte ich, dass [From.GetSheHe] mir gegen黚er noch misstrauischer wird.;;[From.GetFirstName] no reacciona bien a mi forma de corregir [From.GetHerHis] comportamiento. Temo que [From.GetSheHe] ahora sospecha a鷑 m醩 de m?;;;;;;;;;x
EVTDESCB_ZE_12106;[From.GetFirstName]看起来很后悔[From.GetSheHe]没有遵守我的吩咐。希望这不会再发生了。;[From.GetFirstName] semble regretter de m'avoir d閟ob閕. Esp閞ons que 鏰 ne se reproduise pas.;[From.GetFirstName] scheint es zu bereuen, mir nicht gehorcht zu haben. Hoffentlich wird so etwas nicht noch einmal geschehen.;;[From.GetFirstName] parece lamentar el hecho de que [From.GetSheHe] me desobedeciera. Esperemos que no pase otra vez.;;;;;;;;;x
EVTDESCC_ZE_12106;[From.GetFirstName] seems even more interested in the letter now that [From.GetSheHe] knows it's forbidden.;L'int閞阾 de [From.GetFirstName] pour la lettre semble plus d関elopp?encore, maintenant qu'[From.GetSheHe] sait que c'est interdit.;[From.GetFirstName] scheint noch mehr Interesse f黵 den Brief zu haben, seit [From.GetSheHe] wei? dass es verboten ist, ihn zu lesen.;;[From.GetFirstName] parece sentir m醩 inter閟 en la carta ahora que [From.GetSheHe] sabe que est?prohibido.;;;;;;;;;x
EVTDESCD_ZE_12106;在和[From.GetFirstName]谈过之后[From.GetSheHe]看起来更好的理解了隐私概念。;Apr鑣 avoir parl?avec [From.GetFirstName], [From.GetSheHe] semble dor閚avant mieux comprendre le concept de vie priv閑.;Nachdem ich mit [From.GetFirstName] gesprochen habe, scheint [From.GetSheHe] besser zu verstehen, was Privatsph鋜e ist.;;Despu閟 de hablar con [From.GetFirstName], [From.GetSheHe] parece entender mejor el concepto de privacidad mejor.;;;;;;;;;x
EVTOPTA_ZE_12106;让人担心。;C'est inqui閠ant.;Bedenklich.;;Preocupante.;;;;;;;;;x
EVTOPTB_ZE_12106;这孩子还有希望。;Il y a de l'espoir pour l'enfant.;Es besteht Hoffnung f黵 das Kind.;;Hay esperanza para este/a ni駉/a.;;;;;;;;;x
EVTOPTC_ZE_12106;也许我也该用其他方式来处理这事儿。;Peut-阾re que j'aurais d?r閍gir diff閞emment.;Vielleicht h鋞te ich das anders l鰏en sollen.;;Tal vez deber韆 haberme comportado de otro modo.;;;;;;;;;x
EVTOPTD_ZE_12106;正确方向上的一个进步。;Un pas dans la bonne direction.;Ein Schritt in die richtige Richtung.;;Un paso en la direcci髇 correcta.;;;;;;;;;x
EVTOPTE_ZE_12100_TOOLTIP1;找点恶心的东西。;Trouver quelque chose de m閏hant.;Findet etwas Unangenehmes.;;Encuentra algo desagradable.;;;;;;;;;x
EVTOPTE_ZE_12100_TOOLTIP2;找个朋友。;Trouver un ami.;Findet einen Freund.;;Encontrar a un amigo.;;;;;;;;;x
EVTDESCA_ZE_12080;我看见[conscientious_events_char_1.GetFullName]的私房十分杂乱。纸张、书籍还有乱七八糟的东西散落在房间每个角落！;J'ai vu que les appartements priv閟 de [conscientious_events_char_1.GetFullName] 閠aient vraiment en d閟ordre. Des papiers, des livres et d'autres choses 閜arpill閑s par terre?;In den Privatgem鋍hern von [conscientious_events_char_1.GetFullName] herrscht gro遝 Unordnung. Papiere, B點her und andere Sachen liegen 黚erall herum!;;Vi que las habitaciones privadas de [conscientious_events_char_1.GetFullName] estaban muy desorganizados. apeles, libros y cosas tiradas por todas partes!;;;;;;;;;x
EVTDESCB_ZE_12080;晚餐之后，我和[conscientious_events_char_2.GetFirstName]本应去清洗餐具。但是[conscientious_events_char_2.GetFirstName]却把脏餐具收起来打算出去玩。;Apr鑣 le d頽er, [conscientious_events_char_2.GetFirstName] et moi 閠ions cens閟 aider ?faire la vaisselle. Au lieu de 鏰, [conscientious_events_char_2.GetFirstName] a cach?les assiettes sales, pr閒閞ant plut魌 aller jouer.;Nach dem Abendessen sollte ich mit [conscientious_events_char_2.GetFirstName] beim Abwasch helfen. Aber [conscientious_events_char_2.GetFirstName] versteckte das schmutzige Geschirr und wollte stattdessen spielen gehen.;;Despu閟 de la cena, se supon韆 que [conscientious_events_char_2.GetFirstName] y yo 韇amos a fregar los platos. Pero [conscientious_events_char_2.GetFirstName] escondi?los platos sucios y en vez de eso quiere jugar.;;;;;;;;;x
EVTDESCC_ZE_12080;时间越来越晚了，但是我在外面玩的时候搞丢了我的新背心。如果我就这样回去所有人都会觉得我很不正经！;Il se fait tard, mais j'ai perdu ma nouvelle veste alors que je jouais quelque part. Si je reviens sans, tout le monde pensera que je ne fais pas attention ?mes affaires?;Sp鋞 abends habe ich beim Spielen meine Jacke verloren. Wenn ich ohne sie zur點kkomme, wird jeder denken, ich sei nachl鋝sig.;;Se est?haciendo tarde pero perd?mi nuevo chaleco cuando estaba jugando por ah? i vuelvo sin 閘, todos pensar醤 que soy un/ descuidado/a!;;;;;;;;;x
EVTOPTA_ZE_12080;我要为[conscientious_events_char_1.GetHerHim]整理出来。;Je r間lerai 鏰 pour [conscientious_events_char_1.GetHerselfHimself].;Ich werde das f黵 [conscientious_events_char_1.GetHerHim] in Ordnung bringen.;;Se [conscientious_events_char_1.GetHerHim] aclarar?;;;;;;;;;x
EVTOPTB_ZE_12080;在外面有很多事情该去做。;Il y a tant ?faire dehors.;Es gibt drau遝n so viel zu tun.;;Tengo mucho que hacer fuera.;;;;;;;;;x
EVTOPTC_ZE_12080;我要告发[conscientious_events_char_2.GetHerHim]。;Je dois r関閘er ce qu'[From.GetSheHe] a fait.;Ich muss ihm/ihr davon erz鋒len.;;Tengo que contar lo de [conscientious_events_char_2.GetHerHim].;;;;;;;;;x
EVTOPTD_ZE_12080;没人会发现的！;Personne ne le d閏ouvrira?;Niemand wird es herausfinden!;;adie lo averiguar?;;;;;;;;;x
EVTOPTE_ZE_12080;我必须回去找找。;Je dois essayer de mettre la main dessus.;Ich muss losgehen und nachsehen!;;Tengo que ir a buscarlo.;;;;;;;;;x
EVTOPTF_ZE_12080;我可以在我回去后解释清楚。;Je pourrai tout expliquer une fois de retour.;Ich kann es erkl鋜en, wenn ich zur點k bin.;;Puedo explicarlo cuando regrese.;;;;;;;;;x
EVTOPTE_ZE_12080_TOOLTIP1;得病;Devenir malade;Krank werden;;Enfermando;;;;;;;;;x
EVTOPTE_ZE_12080_TOOLTIP2;成功发现;Bonne trouvaille;Erfolgreicher Fund;;Encontrado con 閤ito;;;;;;;;;x
EVTDESCA_ZE_12082;当我走进我的房间时，我闲余时间所做的所有工作看起来都被清理和摆回原位。书籍被按照字母顺序整齐排列而笔记都被扔掉。[From.GetFullName]明显“打扫”过了我的房间。;En p閚閠rant dans ma chambre, tout le travail accompli dans mon temps libre semble avoir 閠?nettoy?et rang? Les livres sont tri閟 par ordre alphab閠ique, et toutes mes notes ont 閠?jet閑s. Apparemment, [From.GetFullName] faisait le 珷m閚age牷 un peu plus t魌.;Als ich meine Kammer betrete, stelle ich fest, dass alle B點her und Papiere, mit denen ich gearbeitet habe, sortiert und in tadellosem Zustand an ihren Platz ger鋟mt wurden. Offenbar hat [From.GetFullName] vorher hier 'saubergemacht'.;;Al entrar en mis habitaciones, todo el trabajo que hab韆 hecho en mi tiempo libre parece haber sido limpiado y puesto en su sitio. Los libros se encuentran perfectamente ordenados alfab閠icamente y han tirado las nota. Al parecer, [From.GetFullName] estuvo 'limpiando' antes.;;;;;;;;;x
EVTDESCB_ZE_12082;晚餐之后，我和[From.GetFirstName]被强迫去清洗餐具。但是我很聪明地把餐具藏了起来，直到[From.GetFirstName]告发了我而现在我不得不清洗全部。;Apr鑣 le d頽er, [From.GetFirstName] et moi avons 閠?oblig閟 de faire la vaisselle. Mais j'ai cach?toutes les assiettes sales. Cependant, [From.GetFirstName] a mouchard? et maintenant je dois toutes les laver.;Nach dem Abendessen trug man mir und [From.GetFirstName] auf, den Abwasch zu erledigen. Schlau, wie ich bin, versteckte ich die schmutzigen Sachen, aber [From.GetFirstName] verriet mich und nun muss ich noch alles allein erledigen.;;Despu閟 de la cena, se supon韆 que [From.GetFirstName] y yo 韇amos a fregar los platos. Pero fui listo y los escond?hasta que [From.GetFirstName] se chiv?y ahora tengo que fregarlos todos.;;;;;;;;;x
EVTDESCC_ZE_12082;晚餐之后，我和[From.GetFirstName]要去清洗餐具。但是我们把所有的餐具藏到了谁都找不到的地方，现在我们可以玩一整个晚上了。;Apr鑣 le d頽er, [From.GetFirstName] et moi devions tout nettoyer. Au lieu de 鏰, nous avons cach?les assiettes sales l?o?personne ne pourrait les voir et nous avons jou?toute la soir閑.;Nach dem Abendessen sollten [From.GetFirstName] und ich saubermachen. Aber wir versteckten die schmutzigen Sachen einfach und konnten den ganzen Abend lang wunderbar spielen.;;Despu閟 de la cena, yo y [From.GetFirstName] tuvimos que limpiar. Pero escondimos todos los platos donde nadie los encontrase y hemos estado jugando toda la tarde.;;;;;;;;;x
EVTOPTA_ZE_12082;我会搞乱[From.GetHerHis]的房间。;Je vais mettre la pagaille dans sa chambre.;Ich werde seine/ihre Kammer durcheinander bringen.;;Estropear?[From.GetHerHis] habitaciones.;;;;;;;;;x
EVTOPTB_ZE_12082;清理可不是我的美德……;Le nettoyage, ce n'est pas mon point fort...;Aufr鋟men ist nicht meine St鋜ke ...;;La limpieza no es mi virtud...;;;;;;;;;x
EVTOPTC_ZE_12082;这不公平！我要逃出去。;Ce n'est pas juste? Je vais m'enfuir.;Unfair! Ich werde davonlaufen.;;o es justo! Me escapar?;;;;;;;;;x
EVTOPTD_ZE_12082;妈的餐具。;Stupides assiettes.;Bl鰀es Geschirr.;;Platos est鷓idos.;;;;;;;;;x
EVTOPTE_ZE_12082;我们一块玩真TM开心。;On s'est tellement amus?ensemble.;Wir haben uns pr鋍htig am黶iert.;;Nos divertimos mucho juntos.;;;;;;;;;x
EVTDESCA_ZE_12084;[From.GetTitledName]并不喜欢我打扫[From.GetHerHis]的房间，[From.GetSheHe]有一本重要的书籍找不到了。现在[From.GetSheHe]弄乱了我的而且说我再也不被允许去[From.GetHersHis]的房间了。;[From.GetTitledName] n'a pas appr閏i?que je range sa chambre, [From.GetSheHe] n'a pas pu retrouver certains livres importants. Maintenant, [From.GetSheHe] a mis la pagaille dans la mienne et a dit qu'il me serait interdit de p閚閠rer dans sa chambre ?l'avenir.;[From.GetTitledName] fand es nicht gut, dass ich seine/ihre Kammer aufger鋟mt habe und konnte verschiedene wichtige B點her nicht mehr finden. Nun hat [From.GetSheHe] meine durcheinander gebracht und mir verboten, die Kammer noch einmal zu betreten.;;A [From.GetTitledName] no le ha gustado que estuviese limpiando [From.GetHerHis] habitaciones, [From.GetSheHe] no pudo encontrar libros importantes. Ahora [From.GetSheHe] ha desordenado la m韆 y dice que ya no se me permite m醩 entrar en la  [From.GetHerHis]ya.;;;;;;;;;x
EVTDESCB_ZE_12084;[From.GetFirstName]在我告发他的时候跑开了。其他人说我不需要自己做所有的活。但是我告诉他们我是个好[Root.GetBoyGirl]。;[From.GetFirstName] a pris la fuite lorsque j'ai mouchard? Les autres ont dit que je n'avais pas ?faire tout le travail par moi-m阭e. Apparemment, je suis une bonne personne pour leur avoir dit.;[From.GetFirstName] lief davon, nachdem ich verraten hatte, was passiert war. Man sagte mir, dass mir stattdessen jemand anders helfen w黵de und dass es brav gewesen sei, davon zu erz鋒len.;;[From.GetFirstName]se escap?cuando cont?lo que hizo Los dem醩 dijeron que no tengo que hacer todo el trabajo solo. Pero fui un/a buen/a [Root.GetBoyGirl] por cont醨selo.;;;;;;;;;x
EVTDESCC_ZE_12084;[From.GetFirstName]对我很生气，虽然我们的确一块做完了所有的活。也许[From.GetSheHe]再也不会喜欢我了。;[From.GetFirstName] 閠ait en col鑢e apr鑣 moi, mais nous avons termin?les t鈉hes ensemble. Peut-阾re qu'[From.GetSheHe] ne m'aime plus.;[From.GetFirstName] war zwar b鰏e auf mich, aber trotzdem erledigten wir gemeinsam unsere Aufgabe. Wahrscheinlich mag [From.GetSheHe] mich jetzt nicht mehr.;;[From.GetFirstName] se enfad?conmigo, pero terminamos todo el trabajo juntos. Igual ya no le gusto a [From.GetSheHe].;;;;;;;;;x
EVTDESCD_ZE_12084;我晚上在外面待得太久了，甫一呼吸就会感到疼痛。大人们说我要好好休息。;Ma sortie d'hier soir s'est prolong閑 tard, et j'ai des douleurs quand je respire. Les adultes disent que je dois beaucoup me reposer;Ich war abends zu lange drau遝n und nun tut es schrecklich weh, wenn ich atme. Die Erwachsenen sagen, dass ich nun viel schlafen und Ruhe halten muss.;;Pas?demasiado tiempo fuera de noche, y me duele cuando respiro. Los adultos dicen que tengo que descansar mucho.;;;;;;;;;x
EVTDESCE_ZE_12084;赞！我找到了我的背心而且没人会知道这玩意儿丢过！;Oui? J'ai trouv?ma veste, et personne ne saura que je l'avais perdue.;Hurra! Ich habe meine Jacke gefunden. Niemand wird davon erfahren, dass ich sie jemals verloren hatte.;;? Encontr?mi chaleco y nadie sabr?a鷑 que lo faltaba.;;;;;;;;;x
EVTOPTA_ZE_12084;现在我得再打扫一遍了。;Et maintenant je dois tout nettoyer ?nouveau.;Nun muss ich wieder saubermachen.;;Ahora tengo que limpiarlo otra vez.;;;;;;;;;x
EVTOPTB_ZE_12084;[From.GetSheHeCap]是个小气鬼，我要告诉所有人！;[From.GetSheHeCap] est d閟agr閍ble, et je vais le dire ?tout le monde?;[From.GetSheHeCap] ist hundsgemein und das werde ich allen erz鋒len!;;From.GetSheHeCap] es malo/a y se lo dir?a todo el mundo!;;;;;;;;;x
EVTOPTC_ZE_12084;我会自己去做的。;Je m'en occuperai moi-m阭e.;Ich werde es selbst erledigen.;;Lo har?yo mismo.;;;;;;;;;x
EVTOPTD_ZE_12084;我可以阅读来消磨时间。;Je peux passer du temps ?lire.;Ich kann eine Weile lesen.;;Puedo pasar tiempo leyendo.;;;;;;;;;x
EVTOPTE_ZE_12084;大人们很开心。;Les adultes sont contents.;Die Erwachsenen sind erfreut.;;Los adultos est醤 felices.;;;;;;;;;x
EVTOPTF_ZE_12084;我感觉糟透了。;Je me sens vraiment mal.;Ich f黨le mich furchtbar.;;Me siento fatal.;;;;;;;;;x
EVTOPTG_ZE_12084;下次我会好好带着自己的东西。;La prochaine fois, j'emporterai mes affaires.;Das n鋍hste Mal werde ich meine Sachen mitnehmen.;;La pr髕ima vez me llevar?mis cosas conmigo.;;;;;;;;;x
EVTDESCA_ZE_12086;[From.GetFirstName]在经过我的插曲之后很安静地打扫着[From.GetHerHis]的房间。看起来这家伙是个仔细的孩子。;[From.GetFirstName] nettoie tranquillement sa chambre apr鑣 mon passage. La minutie semble 阾re l'un de ses traits de caract鑢e dominants.;Nach dem Zwischenfall r鋟mt [From.GetFirstName] ohne etwas zu sagen seine/ihre Kammer auf. Dieses Kind ist offenbar wirklich sehr sorgf鋖tig.;;[From.GetFirstName] limpia silenciosamente [From.GetHerHis] habitaciones despu閟 de mi episodio de all? Parece que es un/a ni駉/a muy cuidadoso/a.;;;;;;;;;x
EVTDESCB_ZE_12086;[From.GetFirstName]看我很不爽并且告诉了所有人我干了啥。;[From.GetFirstName] 閠ait tr鑣 en col鑢e apr鑣 moi et a dit ?tout le monde ce que j'avais fait.;[From.GetFirstName] war ziemlich b鰏e auf mich und hat allen erz鋒lt, was ich getan habe.;;[From.GetFirstName] estaba muy enfadado conmigo y les dijo a todos lo que hice.;;;;;;;;;x
EVTOPTA_ZE_12086;也许当时我不该那么做。;Peut-阾re que je n'aurais pas d?;Vielleicht h鋞te ich das nicht tun sollen.;;Tal vez no deb?;;;;;;;;;x
EVTOPTB_ZE_12086;这小王八蛋。;Ce petit monstre.;Dieses kleine Monster.;;Ese peque駉 monstruo.;;;;;;;;;x
EVTDESCA_ZE_12090;已经是上床的时间了，但是我找不到我最爱的玩具。我每次睡觉都会抱着它。;C'est l'heure d'aller se coucher, mais je ne trouve pas mon jouet favori. Je l'ai toujours avec moi pour aller dormir.;Es wird Zeit, schlafen zu gehen, aber ich kann mein Lieblingsspielzeug nicht finden. Ich muss es haben, wenn ich schlafen gehe.;;Es hora de acostarse, pero no encuentro mi juguete favorito. Lo tengo cuando voy a dormir.;;;;;;;;;x
EVTDESCB_ZE_12090;食物摆在我的盘子上，但是蒸汽不停地冒出来。我想知道这玩意儿吃了真没事吗？[fussy_events_char_2.GetTitledName]正在看着我。;La nourriture est dans mon assiette, mais elle est encore fumante. Je me demande s'il est sage d'en manger. [fussy_events_char_2.GetTitledName] me regarde.;Das Essen auf meinem Teller dampft wirklich sehr seltsam. Kann das normal sein? [fussy_events_char_2.GetTitledName] beobachtet mich aufmerksam.;;La comida est?en mi plato, pero sale vapor. 縎e podr?comer? [fussy_events_char_2.GetTitledName] me est?mirando.;;;;;;;;;x
EVTDESCC_ZE_12090;我被仆人们邀请到他们的住处去和他们一块吃蛋糕。但是正当我要去那里的时候，开始下雨了。;J'ai re鐄 une invitation ?aller dans les quartiers des domestiques pour manger du g鈚eau avec eux ce soir mais, alors que je m'y dirigeais, la pluie s'est mise ?tomber.;Heute Abend war ich zum Essen bei den Dienern eingeladen, aber auf dem Weg zu ihrem Quartier begann es zu regnen.;;Esta noche los sirvientes me han invitado a sus habitaciones a comer pastel. Pero cuando iba all? empez?a llover.;;;;;;;;;x
EVTOPTA_ZE_12090;我不能在没有它的情况下睡觉！;Je ne peux pas dormir sans?;Ohne es kann ich nicht schlafen!;;o puedo dormir sin eso!;;;;;;;;;x
EVTOPTB_ZE_12090;我已经是个大[Root.GetBoyGirl]了。;Je ne suis plus un enfant maintenant.;Ich bin doch schon gro?;;Ahora soy un/a [Root.GetBoyGirl] grande.;;;;;;;;;x
EVTOPTC_ZE_12090;这太烫了。;C'est trop chaud.;Es ist zu hei?;;Est?demasiado caliente.;;;;;;;;;x
EVTOPTD_ZE_12090;我应该相信[fussy_events_char_2.GetFirstName]。;Je devrais faire confiance ?[fussy_events_char_2.GetFirstName].;Ich sollte [fussy_events_char_2.GetFirstName] vertrauen.;;Debo confiar en [fussy_events_char_2.GetFirstName].;;;;;;;;;x
EVTOPTE_ZE_12090;如果我跑起来我可以到那儿。;Je peux y arriver si je cours.;Wenn ich laufe, kann ich es schaffen.;;Si corro, puedo conseguirlo.;;;;;;;;;x
EVTOPTF_ZE_12090;我不想淋湿，我会等的。;Mais je veux 関iter de me tremper, je vais attendre.;Ich m鯿hte nicht nass werden. Ich werde warten.;;No quiero mojarme, esperar?;;;;;;;;;x
EVTOPTE_ZE_12090_TOOLTIP1;毫不费力地做到了;Y arriver sans effort;Ohne Anstrengung erfolgreich sein;;Lo logro sin problemas;;;;;;;;;x
EVTOPTE_ZE_12090_TOOLTIP2;在外面冻了太久;Trop longtemps dehors dans le froid;Zu lange drau遝n in der K鋖te;;Fuera en el fr韔 demasiado tiempo.;;;;;;;;;x
EVTDESCA_ZE_12092;[From.GetFirstName]说[From.GetHerHis]最喜欢的玩具丢了而[From.GetSheHe]没那东西睡不着。我好像在收拾的时候不小心扔掉了那东西。;[From.GetFirstName] dit que son jouet favori a disparu, et qu'[From.GetSheHe] n'ira pas se coucher sans lui. L'aurais-je jet?aujourd'hui, pendant que je rangeais?;[From.GetFirstName] sagt, dass sein/ihr Lieblingsspielzeug verschwunden sei und dass [From.GetSheHe] ohne es nicht zu Bett gehen k鰊ne. Ich glaube, ich habe es heute beim Aufr鋟men nach drau遝n bef鰎dert.;;[From.GetFirstName] dice que le falta [From.GetHerHis] juguete favorito y que [From.GetSheHe] no se acostar?sin 閘. Puede que lo haya tirado cuando estaba ordenando.;;;;;;;;;x
EVTDESCB_ZE_12092;[From.GetFirstName]本来有点担心找不到[From.GetHerHis]最喜欢的玩具，但看起来现在已经安定下来并且睡着了。;[From.GetFirstName] s'inqui閠ait de ne pas trouver son jouet favori, mais [From.GetSheHe] semble dor閚avant plus calme et dort ?poings ferm閟. ;[From.GetFirstName] war etwas beunruhigt, weil sein/ihr Lieblingsspielzeug unauffindbar war, hat sich dann aber beruhigt und schl鋐t jetzt tief und fest. ;;[From.GetFirstName] estaba un poco preocupado por no encontrar [From.GetHerHis] juguete favorito, pero parece haberse calmado y ahora duerme profundamente.;;;;;;;;;x
EVTDESCC_ZE_12092;今天[From.GetFirstName]在饭桌上抱怨了食物实在太烫。;Aujourd'hui lors du repas, [From.GetFirstName] s'est plaint que la nourriture 閠ait trop chaude sans m阭e y avoir touch?;[From.GetFirstName] beklagte sich heute bei Tisch dar黚er, dass das Essen zu hei?sei, ohne es 黚erhaupt probiert zu haben.;;Hoy, en la mesa [From.GetFirstName] se quej?de que la comida estaba est?demasiado caliente sin siquiera tocarla.;;;;;;;;;x
EVTDESCD_ZE_12092;[From.GetFirstName]的饭吃得很开心，食欲大开。;La joie de [From.GetFirstName], mangeant avec grand app閠it, 閠ait visible lors du d頽er d'aujourd'hui.;[From.GetFirstName] war heute beim Essen sehr fr鰄lich und a?mit ausgezeichnetem Appetit.;;[From.GetFirstName] hoy estaba muy contento en la cena, comiendo con gran apetito.;;;;;;;;;x
EVTOPTA_ZE_12092;我会允许他买个新的。;Je vais lui proposer d'en acheter un nouveau.;Ich schlage vor, ein neues zu kaufen.;;Me ofrezco a comprar uno nuevo.;;;;;;;;;x
EVTOPTB_ZE_12092;我猜我得找到那玩意儿。;Je suppose que je dois essayer de le retrouver.;Ich sch鋞ze, ich werde es finden m黶sen.;;Supongo que tendr?que encontrarlo.;;;;;;;;;x
EVTOPTC_ZE_12092;成长的又一步。;Un pas de plus vers la vie adulte.;Ein weiterer Schritt zum Erwachsenwerden.;;Un paso m醩 para en su crecimiento.;;;;;;;;;x
EVTOPTD_ZE_12092;戳一下食物确认。;Touchez la nourriture pour vous en assurer.;Das Essen anfassen, um sicherzugehen.;;Toca la comida para asegurarte.;;;;;;;;;x
EVTOPTE_ZE_12092;让[From.GetHerHim]等等。;Qu'[From.GetSheHe] attende.;Lasst [From.GetHerHim] warten.;;Deja[From.GetHerHim] esperar.;;;;;;;;;x
EVTOPTF_ZE_12092;真赞。;C'est super.;Das ist nett.;;Est?bien.;;;;;;;;;x
