;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTOPTA7700;ÎÒµÄÍ¬Ä±»áÕÒµ½Ò»Ğ©ÄÜÈË...;Mes complices trouveront les hommes de la situation...;Meine Mitverschwörer werden einige gute Männer finden...;;Mis cómplices encontrarán algunos buenos hombres...;;;;;;;;;x
EVTOPTB7700;¹ÍÓ¶¹­ÊÖ;Engager des archers;Stellt Bogenschützen ein;;Contratar arqueros;;;;;;;;;x
EVTOPTC7700;ÎÒÖªµÀË­ÊÊºÏ¸ÉÕâ»î...;Je connais les hommes parfaits pour cette tâche?;Ich kenne den richtigen Mann für diese Aufgabe...;;Conozco a los hombres idóneos para este trabajo...;;;;;;;;;x
;#EVTDESC7701;Through my sources I have learned that [Root.PlotTarget.GetTitledName] will be touring [Root.PlotTarget.Location.GetName] in an open carriage. The guards will keep a close watch on the streets, but will they expect bowmen on the rooftops?;;Durch meine Quellen habe ich erfahren, dass [Root.PlotTarget.GetTitledName] durch [Root.PlotTarget.Location.GetName] in einem offenen Wagen reisen wird. Die Wachen werden ein wachsames Auge auf die Stra?en haben, aber werden sie Bogensch¨¹tzen auf den D?ch;;Gracias a mis fuentes, s¨¦ que [Root.PlotTarget.GetTitledName] desfilar¨¢ por [Root.PlotTarget.Location.GetName] en un carruaje descubierto. Los guardas vigilar¨¢n las calles, pero ?habr¨¢ arqueros esperando en los tejados?;;;;;;;;;x;
EVTDESC7702;ÎÒµÄÍ¬Ä±, [From.GetTitledName], ÒªÇóÎÒ¸øÒ»Ğ©Ç®À´¹ÍÓ¶¼¸¸ö¹­ÊÖ, ÓÃÒÔÔÚ[Root.PlotTarget.GetTitledName]µÄ[Root.PlotTarget.Location.GetName]³¨ÅñÂí³µÓÎÉÏ·ü»÷[Root.PlotTarget.GetSheHe]...;Mon complice, [From.GetTitledName], m'a demand?un peu d'argent pour engager des archers afin de prendre pour cible [Root.PlotTarget.GetTitledName] lors de son tour d'honneur ?[Root.PlotTarget.Location.GetName], qui sera effectu?dans un carrosse ouvert...;Mein Mitverschwörer, [From.GetTitledName], hat um einige Münze gebeten, da er einige Bogenschützen anstellen möchte, um [Root.PlotTarget.GetTitledName] hinterrücks zu überfallen, während [Root.PlotTarget.GetSheHe] in einer offenen Kutsche [Root.PlotTarget.Location.GetName];;Mi cómplice, [From.GetTitledName], ha pedido monedas para contratar a algunos arqueros con el fin de emboscar a [Root.PlotTarget.GetTitledName] mientras desfila por [Root.PlotTarget.Location.GetName] en un carruaje descubierto...;;;;;;;;;x
EVTOPTA7702;È¥°ì°É.;Qu'il en soit ainsi.;Erledigt es.;;Que as?sea.;;;;;;;;;x
EVTDESC7703;[From.GetTitledFirstName]¸øÁËÎÒ×ã¹»µÄÇ®À´¹ÍÓ¶Ò»Ğ©¼ıÊõ¸ßÊÖ¸ø[From.PlotTarget.GetTitledFirstName]´øÈ¥ÎÊºò,µ±[From.PlotTarget.GetSheHe]ÓÎĞĞµ½[Root.PlotTarget.Location.GetName]½Ö.;[From.GetTitledFirstName] m'a envoy?suffisamment d'argent pour que j'engage des archers expérimentés, chargés d'accueillir ?leur façon [From.PlotTarget.GetTitledFirstName] lors de son tour d'honneur dans les rues de [Root.PlotTarget.Location.GetName].;[From.GetTitledFirstName] hat mir genug Münzen zugeschickt, um einige erfahrene Bogenschützen einzustellen, um [Root.PlotTarget.GetTitledName] zu begrüßen, während [From.PlotTarget.GetSheHe] durch die Straßen von [Root.PlotTarget.Location.GetName] spazier;;[From.GetTitledFirstName] me ha enviado monedas suficientes para contratar algunos arqueros que saluden a [From.PlotTarget.GetTitledFirstName] mientras desfila por las calles de [Root.PlotTarget.Location.GetName].;;;;;;;;;x
EVTDESC7704;[From.GetTitledFirstName]¾Ü¾ø¸øÎÒ¹ÍÓ¶¼ıÊõ¸ßÊÖÀ´Éä´©[From.PlotTarget.GetTitledFirstName]Ëù±ØĞèµÄÇ®.;[From.GetTitledFirstName] a refus?de me donner l'argent nécessaire pour que j'engage des archers expérimentés censés transpercer [From.PlotTarget.GetTitledFirstName] de leurs flèches.;[From.GetTitledFirstName] hat sich geweigert, mir die notwendige Münze zu geben, um qualifizierte Bogenschützen einzustellen, um [From.PlotTarget.GetTitledFirstName] aufzuspießen.;;[From.GetTitledFirstName] ha rechazado darme el dinero necesario para contratar a hábiles arqueros que trinchen a [From.PlotTarget.GetTitledFirstName].;;;;;;;;;x
EVTDESC7705;ÎÒ¾ö¶¨µ½[Root.Location.GetName]È¥½ÓÊÜÊôÏÂÃÇµÄ°®´÷, µ«ÊÇÕıµ±ÎÒµÄ³¨Åñ³µ¹Õ¹ıÒ»¸ö²Ö¿âÊ±, ÎÒÍ»È»Í·¶¥Ò»Á¹£¬Ìı¼ûÁË·É¼ıÆÆ¿ÕµÄÉùÒô.;J'ai décid?de faire le tour de [Root.Location.GetName] afin de recevoir l'adulation de mes sujets. Mais alors que mon carrosse ouvert entame un virage, j'entends le sifflement caractéristique d'une flèche passant ?quelques centimètres au-dessus de ma tête.;Ich beschloss, [Root.Location.GetName] zu besichtigen, um von meinen Untertanen gelobt zu werden, aber sobald meine offene Kutsche eine Wende hinter dem Schriftrollenverwahrer nahm, hörte ich plötzlich das Geräusch eines sausenden Pfeils, der um wenige Ze;;He decidido desfilar por [Root.Location.GetName] para recibir la adulación de mis súbditos, pero mientras mi carruaje descubierto pasaba por la casa de depósitos, escuch?el zumbido de las flechas rozar mi cabeza.;;;;;;;;;x
EVTOPTA7705;¶îµÎÉñ°¡. ËûÃÇÏë°ÑÎÒÃÇËùÓĞÈË¶¼É±ËÀ!;Mon Dieu, ils vont tous nous tuer?;Mein Gott. Sie werden uns alle töten!;;Dios mío. ¡Van a matarnos a todos!;;;;;;;;;x
EVTOPTB7705;Õâ¼ıÊÇ´Ó²İÇğÉÏÀ´µÄ?;Le tir provenait-il de ce tertre herbeux?;Kam das von dem grasbewachsenen Hügel?;;¿Ha venido del promontorio?;;;;;;;;;x
EVTTOOLTIP7705;ÏÂ¸öÔÂÓÃ¼ıÓê·ü»÷[This.GetTitledFirstName];Piéger et tuer [This.GetTitledFirstName] avec des archers savamment placés le mois prochain.;Überfallt [This.GetTitledFirstName] im nächsten Monat mit einem Pfeil-Sperrfeuer.;;Emboscar a [This.GetTitledFirstName] con una lluvia de flechas el mes que viene.;;;;;;;;;x
EVTDESC7706;ÎÒ±»ÖÂÃüµÄ½»²æ»ğÁ¦Ï®»÷ÁË! Ò»Ö¦¼ı¶¤ÈëÁËÎÒµÄ¼ç°ò, Õıµ±ÎÒÕõÔú×ÅÒªÈ¡³öËüÊ±, Ôâµ½ÁË×îºóÒ»»÷ - Ò»Ö¦¼ı»÷ÖĞÁËÎÒµÄÌ«ÑôÑ¨, ÎÒµÄÍ·Ëæ×ÅËüºİºİµØÏòºóË¦ÁËÒ»ÏÂ£¬È»ºóÎŞÁ¦µØÏò×óŞÇÀ­ÁËÏÂÈ¥...;J'ai ét?victime d'un guet-apens meurtrier? L'une des flèches s'enfonce dans mon épaule et tandis que je m'efforce de la retirer, le coup fatal m'achève? une flèche me transperce la tempe, rejetant ma tête sur la gauche...;Ich bin in einem tödlichen Kreuzfeuer gefangen! Einer der Pfeile bohrt sich in meine Schulter und als ich versuche, ihn zu entfernen, wird der finale Schlag  geliefert - ein Pfeil trifft meine Schläfe, worauf mein Kopf in den Nacken und nach links geschle;;¡Me han atrapado bajo una lluvia mortal! Una de las flechas se clava en mi hombro y, mientras intento retirarla, me llega la estocada final: una flecha se clava en mi sien y lanza mi cabeza hacia atrás y hacia la izquierda...;;;;;;;;;x
EVTOPTA7706;Õâ²»¿ÉÄÜÊÇÅ¼·¢ÊÂ¼ş. ¿Ï¶¨ÊÇ[FromFrom.GetTitledFirstName] °²ÅÅµÄ!;Ce n'était pas l'œuvre d'un archer solitaire. C'est [FromFrom.GetTitledFirstName] qui a orchestr?ce coup monté !;Das war kein einsamer Bogenschütze. Das war eine Inszenierung von [FromFrom.GetTitledFirstName]!;;No era un arquero solitario. ¡[FromFrom.GetTitledFirstName] ha orquestado todo esto!;;;;;;;;;x
EVTOPTA7707;ÍùºóË¦, Ïò×óŞÇÀ­ÏÂÈ¥...;Sur la gauche...;Zurück und nach links...;;Atrás y a la izquierda...;;;;;;;;;x
EVTDESC7708;ÎÒµÄÂí³µ±»¼ıÓê¸²¸ÇÁË, µ«ÊÇ[Root.Religion.GetRandomGodName]±£ÓÓ, ÎÒÆæ¼£°ãµØºÁ·¢ÎŞÉË!;Mon carrosse a ét?la cible d'une rafale de flèches, mais grâce ?ce qui ne peut être que l'intervention de [Root.Religion.GetRandomGodName], je m'en suis sorti sans une égratignure?;Meine Kutsche wurde mit Pfeilen bombardiert, aber dank der Intervention von [Root.Religion.GetRandomGodName] bin ich wie durch ein Wunder unverletzt!;;Mi carruaje ha sido bombardeado con flechas, pero gracias a una probable intervención de [Root.Religion.GetRandomGodName], ¡he salido milagrosamente ileso!;;;;;;;;;x
EVTOPTA7708;ÊÇ[FromFrom.GetTitledFirstName]ÒªÉ±ÎÒ!;[FromFrom.GetTitledFirstName] a mis sur pied un complot dont l'objectif est de me tuer?;[FromFrom.GetTitledFirstName] hat ein Komplott geschmiedet, um mich zu töten!;;¡[FromFrom.GetTitledFirstName] ha conspirado para matarme!;;;;;;;;;x
EVTOPTA7709;ÕâĞ©¹­¼ıÊÖ¸øË­ÂôÃü?;Pour qui travaillaient ces archers?;Für wen arbeiteten diese Bogenschützen?;;¿Para quién trabajaban esos arqueros?;;;;;;;;;x
EVTDESC7710;ÎÒ´ÓÍ¬Ä±[From.GetTitledFirstName]ÄÇµÃµ½ÏûÏ¢, ¹­¼ıÊÖÒÑ¾ÍÎ», ×øµÈÊ±»ú»÷É±[Root.PlotTarget.GetTitledFirstName].;[From.GetTitledFirstName], mon complice, m'a inform?que les archers étaient en place et qu'ils attendaient le moment propice pour frapper et envoyer leurs flèches sur [Root.PlotTarget.GetTitledFirstName].;Mein Mitverschwörer, [From.GetTitledFirstName], hat gesagt, dass die Bogenschützen an ihren Plätzen sind und auf den richtigen Moment warten, um [Root.PlotTarget.GetTitledFirstName] zu attackieren.;;He recibido un mensaje de mi cómplice, [From.GetTitledFirstName]. Los arqueros están situados, esperando el momento justo para atacar a [Root.PlotTarget.GetTitledFirstName].;;;;;;;;;x
EVTOPTA7710;µÈÄãºÃÏûÏ¢.;Nous ne pouvons plus faire marche arrière.;Wir sind also verpflichtet.;;Estamos comprometidos, entonces.;;;;;;;;;x
EVTDESC7711;[From.GetTitledFirstName] Í¬ÒâÁËÎÒµÄÈÃ¹­¼ıÊÖ´Ó[From.PlotTarget.Location.GetName]µÄÎİ¶¥ÉÏ·ü»÷[From.PlotTarget.GetTitledFirstName]µÄ¼Æ»®. Ô¸[Root.Religion.GetRandomGodName]Ô­ÁÂÎÒ!;[From.GetTitledFirstName] approuve mon plan consistant ?tendre une embuscade ?[From.PlotTarget.GetTitledFirstName] en plaçant des archers sur les toits de [From.PlotTarget.Location.GetName]. Que [Root.Religion.GetRandomGodName] me pardonne?;[From.GetTitledFirstName] genehmigt meinen Plan, [From.PlotTarget.GetTitledFirstName] mit Bogenschützen von den Dächern des [From.PlotTarget.Location.GetName] zu attackieren. Möge [Root.Religion.GetRandomGodName] mir vergeben!;;[From.GetTitledFirstName] aprueba mi plan de emboscar a [From.PlotTarget.GetTitledFirstName] con arqueros sobre los tejados de [From.PlotTarget.Location.GetName]. ¡Que [Root.Religion.GetRandomGodName] me perdone!;;;;;;;;;x
EVTDESC7712;[From.GetTitledFirstName]¸æËßÎÒ´ÌÉ±[From.PlotTarget.GetTitledFirstName]µÄÒõÄ±½øÕ¹Ë³Àû. [From.PlotTarget.GetSubjectPronounCap]²»¾Ã½«ÔÚ[From.PlotTarget.Location.GetName]ÓÎÍæÊ±±»Àû¼ıÉä´©.;[From.GetTitledFirstName] m'a inform?que le plan visant ?tuer [From.PlotTarget.GetTitledFirstName] était en marche. [From.PlotTarget.GetSubjectPronounCap] devrait être transperc?par une salve de flèches lors de son tour d'honneur dans [From.PlotTarget.Location.GetName].;[From.GetTitledFirstName] hat mich darüber informiert, dass die Verschwörung, [From.PlotTarget.GetTitledFirstName] zu töten, gut voranschreitet. [From.PlotTarget.GetSubjectPronounCap] wird bald mit Pfeilen gespickt sein, während er [From.PlotTarget.Location.GetName];;[From.GetTitledFirstName] me ha hecho saber que el complot para matar a [From.PlotTarget.GetTitledFirstName] va viento en popa. [From.PlotTarget.GetSubjectPronounCap] ser?pronto ensartado con flechas mientras desfila por [From.PlotTarget.Location.GetName].;;;;;;;;;x
EVTDESC7713;³É¹¦ÁË! [From.GetTitledFirstName]ÔÚ²Ö¿âºÍ²İÇğ¼ä±»ÖÂÃüµÄ½»²æ¼ıÓêËù¸²¸Ç. Ôã¸âµÄÊÇ, ÎÒÃÇ°²ÅÅµÄÌæ×ïÑòËµÂ©ÁËÎÒµÄÃû×Ö.;Victoire? [From.GetTitledFirstName] a ét?victime d'une salve mortelle de flèches. Malheureusement, le bouc-émissaire qui devait assumer la responsabilit?de cet acte a révél?le complot et m'a dénonc?;Erfolg! [From.GetTitledFirstName] wurde in einem tödlichen Kreuzfeuer gefangen, zwischen dem Schriftrollenverwahrer und einem grasbewachsen Hügel. Leider wurde mein Name vom Sündenbock, den wir gezwungen hatten, die Schuld auf sich zu nehmen musste, ve;;¡Buenas noticias! [From.GetTitledFirstName] ha sido atrapado por una lluvia de flechas entre la casa de depósitos y un promontorio. Desafortunadamente, el chivo expiatorio que habíamos buscado ha soltado mi nombre.;;;;;;;;;x
EVTDESC7714;³É¹¦ÁË! [From.GetTitledFirstName]ÔÚ²Ö¿âºÍ²İÇğ¼ä±»ÖÂÃüµÄ½»²æ¼ıÓêËù¸²¸Ç. ÎÒÃÇ¶Å×«µÄ"¹Â¶À¼ıÊÖ"µÄ¹ÊÊÂĞ§¹ûºÜºÃ.;Victoire? [From.GetTitledFirstName] a ét?victime d'une salve mortelle de flèches. Le scénario que nous avons mis sur pied et n'impliquant qu'un seul archer solitaire semble avoir parfaitement fonctionn?;Erfolg! [From.GetTitledFirstName] wurde in einem tödlichen Kreuzfeuer gefangen, zwischen dem Schriftrollenverwahrer und einem grasbewachsen Hügel. Die ausgedachte Geschichte über dem 'einsamen Bogenschützen' scheint perfekt zu funktionieren.;;¡Buenas noticias! [From.GetTitledFirstName] ha sido atrapado por una lluvia de flechas entre la casa de depósitos y un promontorio. La historia tramada acerca de un 'arquero solitario' parece haber funcionado.;;;;;;;;;x
EVTOPTA7714;ÓÖÉÙÁË¸öµ²Â·µÄ¼Ò»ï.;Une menace en moins.;Eine Bedrohung weniger für die Einrichtung.;;Una amenaza menos para la conquista.;;;;;;;;;x
EVTDESC7715;Ê§°ÜÁË! [From.GetTitledFirstName]ºÁ·¢ÎŞÉËµØÌÓÍÑÁË¼ıÓê, ¶øÒ»¸ö±»×¥»ñµÄ¹­ÊÖ¸üÊÇÍÂ³öÁËÎÒµÄÃû×Ö.;C'est un échec? [From.GetTitledFirstName] est sorti indemne du guet-apens qu'on lui avait tendu et l'un des archers arrêtés ?dévoil?mon nom ainsi que ma participation au complot.;Fehlschlag! [From.GetTitledFirstName] entkam den Pfeilen und wurde verschont und einer meiner gefangenen Bogenschützen verriet meinen Namen.;;¡Malas noticias! [From.GetTitledFirstName] escap?del bombardeo ileso y uno de los arqueros capturados revel?mi nombre.;;;;;;;;;x
EVTOPTA7715;¸Ï¿ì½øĞĞ²¹¾È!;Il va falloir limiter les dégâts?;Betreibt Schadensbegrenzung!;;¡Ir al control de daños!;;;;;;;;;x
EVTDESC7716;Ê§°ÜÁË! [From.GetTitledFirstName]ºÁ·¢ÎŞÉËµØÌÓÍÑÁË¼ıÓê, ºÃÔÚËùÓĞµÄ¹ÍÓ¶¹­ÊÖ¶¼ÇÄÈ»ÌÓÀëÁËÏÖ³¡, ÎÒÃÇµÄÒõÄ±ÒÀÈ»ÎŞÈËÖªÏş.;C'est un échec? [From.GetTitledFirstName] est sorti indemne du guet-apens qu'on lui avait tendu. Au moins, les archers que nous avions engagés se sont enfuis discrètement et le complot n'a pas ét?mis au jour.;Fehlschlag! [From.GetTitledFirstName] entkam den Pfeilen unverletzt, aber zumindest gelang es den Bogenschützen unentdeckt zu entkommen, sodass  die Verschwörung verdeckt bleibt.;;¡Malas noticias! [From.GetTitledFirstName] escap?del bombardeo ileso, pero al menos todos los arqueros contratados escaparon y la conspiración se mantiene en las sombras.;;;;;;;;;x
EVTDESC7720;Íû×Å[Root.Location.GetName]ÍâÃæµÄĞóÀ¸, ÎÒÓĞÁËÒ»¸ö¶Ô¸¶[Root.PlotTarget.GetTitledName]µÄÖ÷Òâ. Å¨Ëõ·à·Ê¿ÉÒÔ±ä³É¼«¾ßÍşÁ¦µÄ±¬Õ¨Îï, Èç¹ûÊÕ¼¯µ½×ã¹»¶àµÄÁ¿¶Ñµ½Ò»¸öÎ»ÖÃÈ»ºóµãÈ¼, ±¬Õ¨½«·Ç³£ÖÂÃü...;En observant les étables de [Root.Location.GetName], j'ai soudainement trouv?le moyen de me débarrasser de [Root.PlotTarget.GetTitledName]. Du fumier concentr?est une substance aux propriétés explosives très importantes - si l'on en met suffisamment en un seul endroit, l'explosion pourrait même être mortelle...;Als [Root.Location.GetName] draußen die Tiergehege betrachtete, brachte er mich auf eine Idee, wie wir mit [Root.PlotTarget.GetTitledName] umgehen sollten. Konzentrierter Dünger kann eine sehr explosive Substanz sein und wenn genug davon an einem Ort vers;;Al ver los corrales a las afueras de [Root.Location.GetName], tuve una idea para librarnos de [Root.PlotTarget.GetTitledName]. El estiércol concentrado puede ser una sustancia muy explosiva y, si se almacena suficiente cantidad y se le prende fuego, la explosión puede ser letal...;;;;;;;;;x
EVTOPTA7720;ÎÒµÄÍ¬Ä±»áËÑÂŞµ½×ã¹»µÄ·à·Ê...;Mes complices s'occuperont de fournir la quantit?de fumier suffisante...;Meine Mitverschwörer werden den nötigen Dünger besorgen...;;Mis cómplices me procurarán el estiércol necesario...;;;;;;;;;x
EVTOPTB7720;¹ºÂò´óÁ¿·à·Ê;Acheter une grande quantit?de fumier...;Kauft große Mengen an Dünger;;Comprar grandes cantidades de estiércol;;;;;;;;;x
EVTOPTC7720;ÎÒÖªµÀÒ»¸öÓĞÎÒÒªµÄ¶«Î÷µÄÅ©Ãñ...;Je connais un fermier qui a ce qu'il nous faut...;Ich kenne einen Bauer, der hat, was ich benötige;;Conozco a un granjero que tiene lo que necesito...;;;;;;;;;x
EVTDESC7722;ÎÒµÄÍ¬Ä±, [From.GetTitledName], ÒªÇóÎÒ¸øËûµãÇ®À´¹ºÂò´óÁ¿µÄÓĞ±¬Õ¨Á¦µÄ·à·ÊÒÔ±ã°Ñ[Root.PlotTarget.GetTitledName]Õ¨ÉÏÌì.;Mon complice, [From.GetTitledName], m'a demand?de l'argent pour acheter une grande quantit?de fumier, afin de créer une explosion qui devrait envoyer [Root.PlotTarget.GetTitledName] ad patres?;Mein Mitverschwörer, [From.GetTitledName], bat um Münzen, um enorme Mengen an explosivem Dünger kaufen zu können, um [Root.PlotTarget.GetTitledName] in die Luft zu jagen.;;Mi cómplice, [From.GetTitledName], me ha pedido dinero para comprar una gran cantidad de estiércol explosivo con el que volar por los aires a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
EVTOPTA7722;Ò²ĞíÕâ¸ö·è¿ñµÄ¼Æ»®¿ÉÒÔÊµÏÖ°É...;Cette idée saugrenue pourrait fonctionner...;Es könnte verrückt genug sein, dass es funktioniert?;Es lo suficientemente alocado para funcionar...;;;;;;;;;x
EVTDESC7723;[From.GetTitledFirstName]Ìá¹©ÁËÎÒĞèÒªµÄÇ®À´ËÑ¼¯×ã¹»µÄ·à·Ê, ÄÜ¿´µ½[From.PlotTarget.GetTitledFirstName]µÄÄ©ÈÕÁË...;[From.GetTitledFirstName] m'a envoy?l'argent nécessaire pour acheter du fumier et ainsi précipiter la fin de [From.PlotTarget.GetTitledFirstName]...;[From.GetTitledFirstName] hat das nötige Geld bereitgestellt, um ausreichend Dünger zu kaufen, um [From.PlotTarget.GetTitledFirstName] ein Ende zu setzen...;;[From.GetTitledFirstName] ha proporcionado el dinero que necesito para conseguir estiércol suficiente y ver el fin de [From.PlotTarget.GetTitledFirstName]...;;;;;;;;;x
EVTDESC7724;[From.GetTitledFirstName]¾Ü¾øÌá¹©×ã¹»µÄÇ®À´ËÑ¼¯ÖÆÔìÒ»´Î±¬Õ¨ËùĞèµÄ·à·Ê, »¹ËµÕâÊÇÒ»¸ö"ÇáÂÊµÄµÄ¼Æ»®";[From.GetTitledFirstName] a refus?de me donner l'argent destin??acheter du fumier pour créer une explosion, jugeant mon idée insensée.;[From.GetTitledFirstName] wollte kein Geld für meinen Dünger geben, den ich für eine Explosion brauchte und nannte es 'einen behämmerten Plan.';;[From.GetTitledFirstName] ha rechazado proporcionarnos el dinero necesario para procurarnos el suficiente estiércol y causar una explosión, alegando que es 'un plan alocado'.;;;;;;;;;x
EVTDESC7725;¸ú»¤ÎÀÃÇÒ»ÆğÔÚ½¼ÍâÆï×ÅÂí, ÎÒÀ´µ½ÁËÒ»¼Ò¹ÂÁãÁãµÄĞ¡ÂÃ¹İ. Õâ¸öĞ¡ÂÃ¹İÀï³ıÁËÒ»¸öÃæÉ«½ôÕÅµÄµêÖ÷ÒÔÍâÊ²Ã´ÈË¶¼Ã»ÓĞ£¬µ«ÊÇÊ³ÎïºÍ¾ÆµÄ¼Û¸ñ»¹ÊÇÆÄÎª¹«µÀ. ÓÚÊÇÎÒÃÇ·×·×Âä×ù.;Parcourant la campagne ?cheval accompagn?de mon escorte, j'aperçois une auberge isolée. Elle est totalement vide, ?l'exception d'un aubergiste apparemment très nerveux qui nous promet néanmoins de la nourriture et du vin ?un prix raisonnable. Je m'installe ?une table avec mes compagnons.;Während ich mit meinem Begleiter durch die Landschaft reite, finde ich ein einsames Wirtshaus. Es ist leer und der nervös wirkende Gastwirt verspricht Essen und Wein zu einem sehr günstigen Preis. Meine Gesellschaft und ich setzen uns an einen Tisch.;;Tras cruzar el campo a caballo con mi escolta, llegu?a una solitaria posada. No había nadie más que un nervioso posadero que nos ofreci?comida y vino a un precio muy razonable. Mi acompañante y yo nos sentamos en una mesa.;;;;;;;;;x
EVTOPTA7725;ÕÆ¹ñµÄ! °ÑÄãÃÇµêÀï×îºÃµÄ¸øÎÒÉÏÉÏÀ´!;Aubergiste? Apportez-nous ce que vous avez de meilleur?;Gastwirt! Bringt uns das Beste, was Ihr habt!;;¡Posadero! ¡Tráiganos lo mejor que tenga!;;;;;;;;;x
EVTOPTB7725;¶îµÎ[Root.Religion.GetRandomGodName]ÄÅ, Õâ¹ÉµØÓüµÄÎ¶µÀÊÇÕ¦»ØÊÂ?!;Par [Root.Religion.GetRandomGodName], quelle est cette odeur infâme?!;Beim allmächtigen [Root.Religion.GetRandomGodName], was ist denn das für ein fürchterlicher Gestank?!;;¡Por [Root.Religion.GetRandomGodName]!, ¿qu?es ese hedor infernal?;;;;;;;;;x
EVTTOOLTIP7725;ÎªÏÂ¸öÔÂ°Ñ[This.GetTitledFirstName]Õ¨ÉÏÎ÷Ìì×¼±¸·à·Ê.;Préparer le fumier pour tuer [This.GetTitledFirstName] dans une explosion au cours du prochain mois.;Bereite den Dünger vor, um [This.GetTitledFirstName] nächsten Monat in die Luft zu jagen.;;Preparar el estiércol para hacer fosfatina a [This.GetTitledFirstName] el mes que viene.;;;;;;;;;x
EVTDESC7726;µêÖ÷ÍËÏÂµ½³ø·¿²»¾Ãºó, ÎÒÃÇ×¢Òâµ½µØ°åÏÂÊ²Ã´¶«Î÷ÕıÔÚ·¢³ö¶ñ³ô. Ò»¸ö»¤ÎÀÏÆ¿ªÁËÒ»¿é½ÏËÉµÄÄ¾°å·¢ÏÖ... Ò»¸ö¾Ş´óµÄ·à¶Ñ. ÔÚÎÒÃÇ»¹Ã»ÄÜ¾ÍÕâ¸ö¾ªÒìµÄ·¢ÏÖ×ö³öÈÎºÎ½øÒ»²½µÄ¾Ù¶¯Ç°, µØ°åÔÚÎÒ½ÅÏÂÕ¨ÁË¿ªÀ´...;Peu de temps après que l'aubergiste ait disparu en cuisine, nous sentons une odeur pestilentielle émanant sous le plancher. L'un de mes gardes arrache une planche mal fixée et découvre... Un énorme tas de fumier. Mais avant même de pouvoir réagir de cette étrange trouvaille, le sol explose sous mes pieds ..;Bald nachdem der Wirt in die Küche verschwindet, bemerken wir einen üblen Geruch von irgendwo unter den Dielen. Einer meiner Begleiter reißt ein loses Brett weg und wir erblicken... eine riesige Düngergrube. Bevor wir auf diesen bizarren Fund reagieren k?;En cuanto el posadero se ocult?en la cocina, notamos un fuerte hedor que manaba del suelo. Uno de mis escoltas levant?una tabla suelta y descubrimos... un gigantesco pozo de estiércol. Antes de que pudiéramos reaccionar a tan bizarro hallazgo, el suelo explot?bajo mis pies...;;;;;;;;;x
EVTOPTA7726;ºÜ´ÏÃ÷, [FromFrom.GetTitledFirstName]...;Très intelligent, [FromFrom.GetTitledFirstName]...;Sehr klug, [FromFrom.GetTitledFirstName]...;;Muy inteligente, [FromFrom.GetTitledFirstName]...;;;;;;;;;x
EVTOPTA7727;ÕæÄĞÈË´Ó²»»ØÍ·¿´±¬Õ¨;BADABOOUUUUUUMMMM?;BUUUUUUUUUUM!!!;;¡¡¡KABOOOOOOOM!!!;;;;;;;;;x
EVTDESC7728;ÎÀ±øÃÇ¿ÛÑºÁËµêÖ÷²¢ÏÆ¿ªÁËµØ°å, ·¢ÏÖÂÃ¹İÏÂÃæÓĞÒ»¸ö´ó·à¶Ñ. µêÖ÷ÈÏ×ïËµËû±»ÊÕÂòÁË£¬±»ÈËÖ¸Ê¹ÔÚÎÒÃÇÂä×ùÊ±µãÈ¼ÄÇ¸ö·à¶Ñ£¬ºÃ°ÑËùÓĞÈË¶¼Õ¨ÉÏÎ÷Ìì.;Mes gardes empoignent l'aubergiste tandis que l'un d'eux soulève une planche mal fixée, révélant un énorme tas de fumier. L'aubergiste avoue qu'il a ét?pay?pour enflammer le fumier une fois que nous serions installés, et nous envoyer ainsi dans l'au-del?Meine Wächter halten den Gastwirt fest und heben die Dielen an, nur um eine riesige Düngergrube unter dem Wirtshaus zu enthüllen. Der Wirt gesteht, dass er bezahlt wurde, um den Dünger zu zünden, sobald wir uns zu Tisch setzten, und alle in die Luft zu ja;;Mis guardas detienen al posadero y levantan las tablas del suelo. Descubren un gigantesco pozo de estiércol bajo la posada. El posadero confiesa haber sido contratado para prender el estiércol una vez nos sentáramos, con la intención de enviarnos al reino de los cielos.;;;;;;;;;x
EVTOPTA7728;¿´À´ÕâÊÇ[FromFrom.GetTitledFirstName]µÄ½Ü×÷...;C'était donc une idée de [FromFrom.GetTitledFirstName]...;Also, das war [FromFrom.GetTitledFirstName]s Arbeit...;;As?que esto ha sido obra de [FromFrom.GetTitledFirstName]...;;;;;;;;;x
