;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
IS_NOT_LOVER_OF;不是$WHO$?的情人;N'est pas l'amant(e) de $WHO$?;Ist KEIN Liebhaber von $WHO$?;;No es un amante de $WHO$?;;;;;;;;;x
EVTDESC_RoI_172;你授意看门人停止给大象喂食.大象日益衰弱直到某天早上死去.你的仆人和医生们大声地抱怨着大象很虚弱并且拒绝进食.每个人都很悲伤,但没人想到有人使坏.;Vous demandez aux palefreniers de ne plus nourrir l'閘閜hant. L'animal faiblit progressivement et un beau matin, on le retrouve mort. Vous demandez ?vos serviteurs et ?vos m閐ecins de parler avec ostentation du fait que l'animal 閠ait malade et refusait de manger. Tout le monde est triste, mais personne suspecte quelque chose d'irr間ulier.;Ihr weist die Pfleger an, den Elefanten nicht mehr zu f黷tern. Das Tier wird immer schw鋍her, bis es eines Morgens tot aufgefunden wird. Ihr befehlt euren Dienern und 膔zten, lautstark dar黚er zu klagen, dass das Tier krank gewesen sei und die Nahrung verweigerte. Jederman ist traurig, doch niemand vermutet 黚les Spiel dahinter.;; Instruyes a los cuidadores para que dejen de alimentar al elefante. El animal se hace cada vez m醩 d閎il hasta que una ma馻na es encontrado muerto. Tienes a tus siervos y m閐icos quej醤dose en voz alta de que el animal se puso enfermo y se negaba a comer. Todo el mundo est?triste, pero nadie sospecha del juego sucio.;;;;;;;;;x
EVTOPTA_RoI_172;干得漂亮.;Excellent.;Hervorragend.;; Excelente.;;;;;;;;;x
EVTDESC_RoI_173;你授意看门人停止给大象喂食.大象日益衰弱直到某天早上死去.不过有人爆料说你的仆人早就停止给大象喂食了,不久之后,你把大象饿死这种说法已经成了大家的共识了.;Vous demandez aux palefreniers de ne plus nourrir l'閘閜hant. L'animal faiblit progressivement et un beau matin, on le retrouve mort. Cependant, le bruit se r閜and? vos serviteurs auraient arr阾?de nourrir l'閘閜hant. Bient魌, tout le monde sait que vous avez men?l'閜閜hant ?la mort.;Ihr weist die Pfleger an, den Elefanten nicht mehr zu f黷tern. Das Tier wird immer schw鋍her, bis es eines Morgens tot aufgefunden wird. Es wird jedoch bekannt, dass Eure Diener keine Nahrung mehr zum Stall gebracht haben und bald wissen alle, dass Ihr den Elefanten verhungern habt lassen.;; Instruyes a los cuidadores para que dejen de alimentar al elefante. El animal se hace cada vez m醩 d閎il hasta que una ma馻na es encontrado muerto. Sin embargo, corre la voz de que tus sirvientes hab韆n dejado de llevar comida al establo y pronto se sabe que dejaste morir de hambre al elefante.;;;;;;;;;x
EVTOPTA_RoI_173;真倒霉.;C'est malheureux.;Bedauerlich.;; Desgraciado. ;;;;;;;;;x
EVTDESC_RoI_174;你把白象安排进一支路过几处悬崖的队伍中.时机一到,卫士们就戳刺大象令其坠崖,之后它就摔死了.你赶快让守卫把这个噩耗传了出去.大家都感到震惊,但没人认为你参与了此事.;Vous faites en sorte que l'閘閜hant participe ?une procession officielle qui passe pr鑣 d'une haute falaise. Au moment opportun, les gardes piquent l'閘閜hant de leurs lances et le font chuter de la falaise. Il trouve la mort dans la chute. Vous demandez aux gardes de r閜andre la nouvelle du terrible accident. Tout le monde est choqu? mais personne soup鏾nne votre participation.;Ihr lasst den wei遝n Elefanten im Rahmen einer offiziellen Prozession ganz in die N鋒e einiger hoher Klippen bringen. Im richtigen Moment sto遝n die W鋍hter mit ihren Speeren zu, treiben den Elefanten 黚er die Klippe und er st黵zt zu Tode. Ihr befehlt den Wachen schleunigst die Nachricht vom f黵chterlichen Unfall zu verbreiten. Alle sind schockiert, doch niemand vermutet Euch dahinter.;; Lo gestionas para llevar al elefante blanco en una procesi髇 oficial muy cerca de algunos acantilados altos. En el momento adecuado, los guardias pinchan al elefante con lanzas y lo conducen hacia el acantilado, y cae a su muerte. R醦idamente tienes a los guardias difundiendo la noticia del terrible accidente. Todo el mundo se sorprende, pero nadie sospecha de tu participaci髇.;;;;;;;;;x
EVTOPTA_RoI_174;干得漂亮.;Excellent.;Hervorragend.;; Excelente;;;;;;;;;x
EVTDESC_RoI_175;你把白象安排进一支路过几处悬崖的队伍中.时机一到,卫士们就戳刺大象令其坠崖,之后它就摔死了.不过悲剧的是,几个路过的猎人目睹了事件的全程,不久有关你这次滥杀行为的流言就传遍了全国.;Vous faites en sorte que l'閘閜hant participe ?une procession officielle qui passe pr鑣 d'une haute falaise. Au moment opportun, les gardes piquent l'閘閜hant de leurs lances et le font chuter de la falaise. Il trouve la mort dans la chute. Malheureusement des passants ont rapport?la totalit?de l'incident et la rumeur de votre acte sanglant se propage ?travers les contr閑s.;Ihr lasst den wei遝n Elefanten im Rahmen einer offiziellen Prozession ganz in die N鋒e einiger hoher Klippen bringen. Im richtigen Moment sto遝n die W鋍hter mit ihren Speeren zu, treiben den Elefanten 黚er die Klippe und er st黵zt zu Tode. Doch leider beobachten einige J鋑er das Geschehen und Ger點hte Eurer blutigen Tat verbreiten sich alsbald durch das gesamte Reich.;; Lo gestionas para llevar al elefante blanco en una procesi髇 oficial muy cerca de algunos acantilados altos. En el momento adecuado, los guardias pinchan al elefante con lanzas y lo conducen hacia el acantilado, y cae a su muerte. Sin embargo, desgraciadamente algunos cazadores que pasaban fueron testigos del incidente, y el rumor de tu hecho sangriento r醦idamente se extendi?por todo el reino.;;;;;;;;;x
EVTOPTA_RoI_175;真倒霉.;C'est malheureux.;Bedauerlich.;; Desgraciado.;;;;;;;;;x
EVTDESC_RoI_176;你派遣了二十名身背长矛的战士来到白象的居所.经过了短暂的血腥和喧哗,大象受伤而死.大家都知道他们是受你的指使,但这种结果却正是你想要的.;Vous envoyez vingt soldats arm閟 de lances dans l'閏urie de l'閘閜hant blanc. Ils l'attaquent et le tuent rapidement sans presque aucun bruit et sans effusion de sang. Tout le monde sait que vous avez ordonn?cette action, et c'est exactement ce que vous voulez.;Ihr schickt zwanzig mit Lanzen bewaffnete Soldaten in den Stall des wei遝n Elefanten. Sie greifen das Tier an und t鰐en es innerhalb weniger, 鋟遝rst lauter und blutiger Momente. Jeder wei? dass dies auf Euren direkten Befehl hin geschah und genauso hattet ihr es gewollt.;; Env韆s veinte soldados armados con lanzas al establo del elefante blanco. Atacan y r醦idamente matan al animal en unos momentos muy ruidosos y sangrientos. Todo el mundo sabe que ha sido un hecho de tus 髍denes directas, exactamente como t?quieres que sea.;;;;;;;;;x
EVTOPTA_RoI_176;这事必须干.;Je n'avais pas le choix.;Es musste getan werden.;;Hize lo que hab韆 que hacer.;;;;;;;;;x
EVTDESC_RoI_177;白象似乎较之前冷静多了,很长的一段时间里它再也没伤及人或物.看来麻烦解决了.;L'閘閜hant blanc semble tr鑣 apais?d閟ormais. Il n'a rien cass?ni bless?personne depuis longtemps. Peut-阾re nos soucis sont-ils termin閟.;Der wei遝 Elefant scheint nun viel ruhiger und hat seit einiger Zeit keinen Schaden mehr angerichtet und niemanden mehr verletzt. Es scheint, dass die Schwierigkeiten mit ihm nun vielleicht ausgestanden sind.;; El elefante blanco parece estar mucho m醩 tranquilo ahora, y no ha roto nada ni herido a nadie en mucho tiempo. Parece que nuestros problemas con 閘 tal vez se hayan terminado.;;;;;;;;;x
EVTOPTA_RoI_177;但愿如此.;Esp閞ons-le.;Hoffen wir es.;; Ojal?;;;;;;;;;x
EVTDESC_RoI_180;一队云游僧人来到了你的省份.他们在村里上演了令人印象深刻的徒手搏击表演.;Un groupe de moines bouddhistes errants visite la province. Ils donnent d'impressionnants spectacles de combats acrobatiques dans les villages o?ils passent.;Eine Gruppe buddhistischer Wanderm鰊che besucht die Provinz. In den D鰎fern stellen sie eindrucksvolle Darbietungen der akrobatischen waffenlosen Kampftechniken zur Schau.;; Un grupo de monjes budistas errantes han venido a visitar la provincia. Ellos est醤 organizando demostraciones impresionantes de las t閏nicas de combate acrob醫icas sin armas en los pueblos.;;;;;;;;;x
EVTOPTA_RoI_180;那些家伙快如闪电！;Ces moines sont aussi vifs que l'閏lair?;Diese Kerle sind blitzschnell!;;Esos tipos son m醩 r醦idos que el rayo!;;;;;;;;;x
EVTOPTB_RoI_180;他们最好别把那些东西教给农民们.;Ils feraient mieux de ne pas enseigner de telles choses ?mes paysans.;Sie sollten sich h黷en, meine Bauern in derartigen Dingen zu unterweisen.;;No deber韆n ense馻r esas cosas a mis campesinos.;;;;;;;;;x
EVTOPTD_RoI_245;我想我知道那是谁……;Je pense savoir qui c'閠ait...;Ich glaube, ich wei? wer es war...;; Creo que s?qui閚 fue...;;;;;;;;;x
EVTDESC_RoI_190;一个陌生人接近了你,希望得到接见.他声称自己是一位“工程师”,希望能建造一艘能够在水下航行的船,并用它在印度河中逆流而上,而他现在唯一缺少的就是本工程的赞助费了.如果你帮助了他,他将用你来命名该船,“你号”,他紧张地笑着.;Un homme vous approche et vous demande audience. Il se dit 'ing閚ieur' et souhaite construire un navire pouvant voguer sous l'eau, puis lui faire remonter l'Indus. Il est ?la recherche d'un parrain pour son projet. Si vous l'aidez, il donnera votre nom ?l'engin. Il plaisante, en souriant nerveusement.;Ein merkw黵diger Mann n鋒ert sich Euch und erbittet eine Audienz. Er behauptet, ein 'Ingenieur' zu sein und ein Boot bauen zu wollen, das unter Wasser f鋒rt, um damit den Indus hinaufzusegeln. Alles was er ben鰐igt, ist ein Geldgeber f黵 das Projekt. Wenn Ihr ihm helft, wird er das Boot nach Euch benennen.;; Un hombre extra駉 se te ha acercado, buscando que le escuches. Dice que es un 'ingeniero' y que desea construir un barco que pueda viajar por debajo del agua y navegar por el Indus. Todo lo que necesita es un patrocinador para el proyecto. Si le ayudas, va a poner tu nombre al barco - 'un T鷅arco', bromea, sonriendo nerviosamente.;;;;;;;;;x
EVTOPTA_RoI_190;有点意思.你要多少钱？;Int閞essant. Combien vous faut-il?;Interessant. Wieviel Geld ben鰐igt Ihr ?;; Interesante. 繡u醤to dinero necesitas?;;;;;;;;;x
EVTOPTB_RoI_190;“你号？”马上滚.;Sortez, vous et votre 玽ous-marin? Tout de suite.;Ein Boot? Ha! Raus hier! Sofort!;; T?barco?: Fuera de aqu? Ahora;;;;;;;;;x
EVTDESC_RoI_191;“工程师”费了很多天工夫来建造他的水下船只.最终他完工并且出发了,伴随着在海滨聚集的大批人群发出的唏嘘声,他将船只逐渐下潜.当船在水下航行时,水面冒出了一缕微弱的气泡.\n呜呼哀哉,再也没人听说或者见到他了.;Votre 玦ng閚ieur?passe de nombreux jours ?construire son submersible. Une fois la construction termin閑, il submerge son navire sous les murmures 閙erveill閟 dans la grande foule rassembl閑 sur la rive. Une petite tra頽閑 de bulles a 閠?aper鐄e alors que le navire naviguait sous l'eau en remontant la  rivi鑢e.\nH閘as, on ne l'a ni vu ni entendu depuis.;Der 'Ingenieur' verbrachte viele Tage damit, sein Unterwasserboot zu bauen. Schlie遧ich war es fertig und er brach auf. Unter dem erstauntem Gemurmel der Menschenmassen, die sich am Ufer versammelt hatten, tauchte das Boot unter. Eine schwache Blasenspur zog sich den Fluss hoch. Aber es wurde nie wieder gesehen.;; El 'ingeniero' dedic?muchos d韆s a la construcci髇 de su barco submarino. Al final lo termin?y parti? sumergiendo la nave con el sonido del murmullo de la gran multitud asombrada que se reuni?a lo largo de la orilla. Un d閎il rastro de burbujas pudo ser visto mientras el barco navegba bajo el agua 韔 arriba.\nAy, nunca m醩 se supo de 閘.;;;;;;;;;x
EVTOPTA_RoI_191;嗯……我们从这件事中学到了什么呢？;Hum... ?quoi tout cela a-t-il pu bien servir?;Hm, was haben wir daraus gelernt ?;; Bueno, 纐u?hemos aprendido de esto?;;;;;;;;;x
EVTDESC_RoI_193;有传言说一位圣瑜伽士掌握了浮空术,我们可以在附近的集市上找到他.;La rumeur court au sujet d'un yogi ayant ma顃ris?l'art de la l関itation. On peut le rencontrer ?la place du march?non loin d'ici.;Es gehen Ger點hte um, dass ein heiliger Yogi die Kunst des freien Schwebens gemeistert habe und man ihm auf einem nahegelegenen Marktplatz zusehen k鰊ne.;; Se rumorea que un yogui sagrado domina el arte de la levitaci髇 y que se le puede ver en un mercado muy cerca.;;;;;;;;;x
EVTOPTA_RoI_193;让老子瞧瞧！;Je dois absolument voir 鏰?;Das muss ich sehen!;;Tengo que verlo!;;;;;;;;;x
EVTOPTB_RoI_193;这是迷信.;Je n'ai pas de temps ?perdre dans ces superstitions.;Ich habe keine Zeit f黵 Aberglauben.;; No tengo tiempo para supersticiones.;;;;;;;;;x
EVTDESC_RoI_194;你来到了市场.瑜伽士周围聚集了大批人群.他双眼紧闭,看起来确实浮到了空中.有人小声说道他已经保持那个状态好几个小时了.;Vous parvenez ?la place du march? Une grande foule est rassembl閑 autour du yogi. Il semble en effet l関iter au-dessus du sol, les yeux ferm閟. Quelqu'un murmure qu'il est ainsi sans bouger depuis plusieurs heures.;Ihr erreicht den Marktplatz. Um den Yogi herum hat sich eine gro遝 Menschentraube gebildet. In der Tat scheint er mit geschlossenen Augen 黚er dem Boden zu schweben. Jemand murmelt, dass der Yogi schon mehrere Stunden so verbracht h鋞te.;; Llegas al mercado. Hay una gran multitud que se reune alrededor del yogui. Y parece estar levitando sobre el suelo, con los ojos cerrados. Alguien murmura que lleva sentado as?varias horas.;;;;;;;;;x
EVTOPTA_RoI_194;有趣.;Int閞essant.;Interessant.;; Interesante.;;;;;;;;;x
EVTOPTB_RoI_194;屌！我要资助这个圣人.;C'est fascinant? Je dois donner de l'argent ?ce saint homme.;Wie faszinierend! Ich muss diesem heiligen Mann Geld spenden.;; Fascinante Tengo que donar dinero a este hombre sagrado.;;;;;;;;;x
EVTOPTC_RoI_194;咱们戳下他,看看会发生啥.;Donnons-lui un coup et voyons ce qui arrive.;Stubsen wir ihn mal an und sehen, was passiert.;; Vamos a empujarle a ver qu?pasa.;;;;;;;;;x
EVTOPTD_RoI_194;我要使劲推下他.;Je crois que je vais lui ass閚er un grand coup.;Ich gebe ihm mal einen kr鋐tigen Schubs.;; Creo que le voy a dar un fuerte empuj髇.;;;;;;;;;x
EVTDESC_RoI_195;你离开了施展浮空术的瑜伽士,思考着这些圣人的魔法奥秘.;Vous laissez le yogi ?sa l関itation, m閐itant sur la myst閞ieuse magie de ces hommes de foi.;Ihr verlasst den schwebenden Yogi und denkt 黚er die geheimnisvolle Welt dieser heiligen M鋘ner nach.;; Dejas al yogui levitando, reflexionando sobre los misterios m醙icos de estos hombres sagrados.;;;;;;;;;x
EVTOPTA_RoI_195;世界无奇不有.;Le monde regorge de choses si fantastiques.;Es gibt so viele fantastische Dinge auf dieser Welt.;; El mundo tiene much韘imas cosas fant醩ticas.;;;;;;;;;x
EVTDESC_RoI_196;你戳了下瑜伽士.他眨了眨眼,然后又回到入定的状态了.;Vous poussez le yogi du doigt. Il cligne des yeux puis retrouve son visage inexpressif.;Ihr stubst den Yogi an. Er blinzelt kurz und erlangt dann wieder sein inneres Gleichgewicht.;; Empujas al yogui. 脡l parpadea y recupera la compostura.;;;;;;;;;x
EVTOPTA_RoI_196;再戳他一次.;Le pousser ?nouveau.;Stubst ihn nochmal an.;; Emp鷍ale otra vez.;;;;;;;;;x
EVTOPTB_RoI_196;别再烦他了.;Le laisser tranquille.;Lass ihn in Frieden.;; D閖ale en paz.;;;;;;;;;x
EVTOPTC_RoI_196;使劲推他一次.;Le pousser un grand coup.;Gib ihm einen kr鋐tigen Schubs.;;Dale un buen empuj髇.;;;;;;;;;x
EVTDESC_RoI_197;修行者恼怒的睁开眼睛,他落到地面,一言不发地离开。剩下的人对你报以不满的目光。;Le yogi ouvre les yeux, irrit? Il pose les pieds ?terre et s'en va sans prononcer un mot. La foule vous jette un regarde d閟approbateur.;Der Yogi 鰂fnet ver鋜gert seine Augen. Er kehrt auf den Boden zur點k und verl鋝st den Platz ohne ein weiteres Wort. Der Rest der Menschenmenge mustert Euch missbilligend.;; El yogui abre los ojos, irritado. Da un paso hacia abajo y se va sin decir una palabra. El resto de la gente te observa con desaprobaci髇.;;;;;;;;;x
EVTOPTA_RoI_197;怎么了？;Eh bien quoi?;Was?;;Qu?;;;;;;;;;x
EVTDESC_RoI_198;你后退一步,然后猛地向前推修行者。他发出一声惊恐的尖叫,然后脸着地。众人沉默在震惊之中。;Vous reculez d'un pas puis vous vous ruez sur le yogi de toutes vos forces. Il tombe en poussant un cri d'effroi et sa t阾e heurte une pierre. La foule stup閒aite et silencieuse vous regarde, vous et le yogi.;Ihr tretet einen Schritt zur點k und hechtet dann nach vorne, um dem Yogi einen kr鋐tigen Schubser zu verpassen. Er kippt mit einem angstvollen Schrei um, sein Kopf schl鋑t auf dem Boden auf. Die schweigende Menschenmenge starrt Euch und den Yogi fassungslos an.;;Das un paso atr醩, despu閟 te lanzas hacia adelante, dando al yogui un fuerte empuj髇. Se cae con un chillido asustado, golpe醤dose la cabeza contra el suelo. La multitud se os queda mirando en silencio at髇itos al yogui y a ti.;;;;;;;;;x
EVTOPTA_RoI_198;我知道他是骗子!;Un imposteur? Je le savais?;Ich wusste, dass er ein Schwindler ist!;;a sab韆 que era una farsa!;;;;;;;;;x
EVTDESC_RoI_158;这头大象已经疯了,在市集里横冲直撞已经撞死了几个人,我们该怎么办?;Un 閘閜hant est devenu fou et court dans les rues ?l'ext閞ieur du ch鈚eau, totalement hors de contr鬺e. Il a d閖?tu?plusieurs habitants. Que faire?;Ein Elefant ist ausgerastet und l鋟ft Amok in der Stadt neben der Burg. Er hat bereits mehrere Menschen get鰐et - was sollen wir tun?;; Un elefante se ha vuelto loco y est?corriendo fuera de control por el pueblo fuera del castillo. Ya ha matado a varias personas 縬u?podemos hacer?;;;;;;;;;x
EVTOPTA_RoI_158;派士兵杀死它。;Envoyons des soldats le tuer.;Schickt Soldaten, um ihn zu t鰐en.;; Enviar soldados para matarlo.;;;;;;;;;x
EVTOPTB_RoI_158;试图捕捉它。;Essayons de le capturer.;Versucht, ihn einzufangen.;; Tratar de capturarlo.;;;;;;;;;x
EVTDESC_RoI_159;几个士兵严重受伤,但是他们还是设法杀死大象。大象死亡的尖叫声让农民们非常不安。;Plusieurs soldats ont 閠?gri鑦ement bless閟 mais ils sont parvenus ?tuer l'閘閜hant. L'animal est mort en poussant des cris, d関ersant un torrent de sang dans la rue. Les paysans sont traumatis閟.;Mehrere Soldaten wurden dabei schwer verletzt, aber sie schafften es den Elefanten zu t鰐en. Das Tier starb unter gro遝m Gebr黮l, eine riesige Blutlache bildete sich auf der Stra遝. Die Bauern sind sehr aufgebracht.;; Varios soldados fueron gravemente heridos, pero se las arreglaron para matar al elefante. El animal muri?gritando, derramando todo un r韔 de sangre por toda la calle. Los campesinos est醤 muy molestos.;;;;;;;;;x
EVTOPTA_RoI_159;好吧,至少现在这里安全了。;Au moins la ville est en s閏urit??pr閟ent.;Na ja, wenigstens ist die Stadt jetzt sicher.;; Bueno, por lo menos ahora la ciudad est?a salvo.;;;;;;;;;x
EVTDESC_RoI_160;士兵们设法吸引大象到安全区域,然后用长矛杀死它。;Les soldats sont parvenus ?attirer l'閘閜hant dans une zone ?l'閏art pour le tuer de leurs lances.;Die Soldaten schafften es, den Elefanten in eine sichere Gegend zu locken und ihn dann mit Speeren zu t鰐en.;; Los soldados consiguieron atraer al elefante a un醨ea segura y luego matarlo con lanzas.;;;;;;;;;x
EVTOPTA_RoI_160;干得好.;Ah, tr鑣 bien.;Ah, gut.;; Ah, bien.;;;;;;;;;x
EVTDESC_RoI_161;疯狂的大象难以捕捉。它杀了几个人,摧毁了几栋建筑,然后跑到农村去了。;Impossible de capturer cette b阾e devenue folle. Elle a tu?plusieurs personnes et d閙oli deux b鈚iments, pour finir par s'enfuir hors de la ville.;Es war unm鰃lich, die 黚ergeschnappte Bestie zu fangen. Er t鰐ete noch einige weitere Menschen, zerst鰎te ein paar Geb鋟de und machte sich dann in die Wildnis davon.;; Fue imposible capturar a la bestia enloquecida. Caus?la muerte de varias personas m醩, arras?un par de edificios y luego ech?a correr hacia el campo.;;;;;;;;;x
EVTOPTA_RoI_161;已经过去了;C'est malheureux.;Bedauerlich.;;Desgraciado.;;;;;;;;;x
EVTDESC_RoI_162;好些个有经验的大象驯养员尝试去引诱捕捉那头大象。大象被安全地关到了围栏里面.;Deux cornacs d'exp閞ience ont r閡ssi ?pi間er l'閘閜hant et ?le capturer. Ils ont pu le ramener sain et sauf ?son enclos.;Ein paar erfahrene Elefantenh黷er schafften es, den Elefant in die Falle zu locken und zu fangen. Er wurde wohlbehalten in das Gehege zur點kgebracht.;; Un par de controladores de elefantes veteranos lograron atrapar y capturar al elefante. Se le ha llevado de manera segura a los corrales.;;;;;;;;;x
EVTOPTA_RoI_162;棒极了！;Excellent?;Hervorragend!;; Excelente;;;;;;;;;x
EVTDESC_RoI_400;看起来我对印度宗教的兴趣已经引起了在这个领域的一位专家的注意.我们面对面地进行了一场关于神学以及其他事项的讨论，我受益匪浅。;Il semble que mon int閞阾 pour le paganisme ait attir?l'attention d'un adepte de cette religion en mon royaume. Nous nous sommes rencontr閟, et nous avons eu les plus int閞essantes discussions sur des sujets notamment th閛logiques.;Es scheint, dass mein Interesse an indischen Religionen einem ihrer Anh鋘ger in meinem Reich zu Geh鰎 gekommen ist. Wir haben uns getroffen und hatten eine 鋟遝rst fruchtbare Diskussion 黚er Theologie und andere Dinge.;; Parece que mi inter閟 por el paganismo ha llamado la atenci髇 de uno de sus practicantes del reino. Nos hemos reunido y hemos tenido las discusiones m醩 fruct韋eras sobre teolog韆 y otras materias.;;;;;;;;;x
EVTOPTA_RoI_400;我交到了一个新朋友！;J'ai un nouvel ami?;Ich habe mit jemandem Freundschaft geschlossen!;;e hecho un amigo!;;;;;;;;;x
EVTDESC_RoI_401;你这来了一位来至那烂陀寺的客人。他向你介绍了他们大学开展的研究以及其他工作，同时还正式地邀请你前往，去见证这个属于比哈尔的奇迹.;Vous avez de la visite? un 閙issaire de la c閘鑒re Universit?de Nalanda. Il vous parle des recherches et de tous les travaux qui se d閞oulent en ce lieu et vous donne une invitation officielle ?visiter cette merveille de Bihar.;Du hast einen Gast - einen Gesandten der ber黨mten Universit鋞 von Nalanda. Er erz鋒lt Euch von den Forschungsarbeiten und anderen Dingen, an denen sie dort arbeiten und l鋎t Euch offiziell zu einem Besuch ein, damit Ihr Euch dieses Wunder von Bihar selbst anschauen k鰊nt.;;  Has recibido un visitante - un emisario de la famosa universidad de Nalanda. Te habla de la investigaci髇 y otros trabajos que est醤 haciendo all?y te ofrece una invitaci髇 formal para visitarle y ver esta maravilla de Bihar. ;;;;;;;;;x
EVTOPTA_RoI_401;有趣的,我将接受邀请。;Int閞essant. J'accepte votre invitation.;Interessant - ich nehme die Einladung an.;; Interesante - Voy a aceptar la invitaci髇.;;;;;;;;;x
EVTOPTB_RoI_401;我没时间。;Je n'ai pas le temps.;Ich habe keine Zeit.;; No tengo tiempo.;;;;;;;;;x
EVTNAME_RoI_402;那烂陀寺;Nalanda;Nalanda;; Nalanda;;;;;;;;;x
EVTDESC_RoI_402;你已经到达了宏伟的那烂陀学院。学院由大量复杂的红砖建筑群组成，繁忙的学者与僧侣让这片地方变得热闹。你已经得知这里的人们来自整个印度及印度之外的不同地区，他们来这里学习，交流思想。这里的图书馆拥有海量的由已知的所有语言写成的文献。\n\n 这是一个让人毕生难忘的地方。但是，很遗憾你不能在这里逗留太久，所以你需要决定到底在这里做些什么...;Vous voici ?la somptueuse Universit?de Nalanda. Il s'agit d'un important complexe de b鈚iments de brique rouge o?fourmille une foule d'閠udiants et de moines. On vous explique que des gens viennent ici depuis les quatre coins de l'Inde, et m阭e de l'閠ranger, afin d'閠udier et d'閏hanger des id閑s. La biblioth鑡ue poss鑔e un grand nombre de textes dans toutes les langues connus des hommes.\n\nC'est un endroit impressionnant. Vous n'avez pas beaucoup de temps ?passer ici, cependant, donc vous devez d閏ider quoi faire...;Ihr seid in der pr鋍htigen Universit鋞 von Nalanda angekommen. Es handelt sich dabei um einen riesigen Komplex aus roten Backsteinbauten, zwischen denen Gelehrte und M鰊che gesch鋐tig hin- und hereilen. Euch wurde gesagt, dass Menschen aus ganz Indien und dar黚erhinaus hierherkommen, um zu studieren und Ideen auszutauschen. Die B點herei hat eine riesige Sammlung an Texten in allen uns bekannten Sprachen.\n\nEs ist ein beeindruckender Ort. Aber Ihr habt nicht viel Zeit, also m黶st Ihr entscheiden was zu tun ist...;; Has llegado a la magn韋ica Universidad de Nalanda. Se trata de un enorme complejo de edificios de ladrillo rojo, con el ajetreo de eruditos y monjes. Te han dicho que aqu?viene gente de toda la India y m醩 all?para estudiar e intercambiar ideas. La biblioteca cuenta con una enorme cantidad de textos en todos los idiomas conocidos por el hombre. Es un lugar impresionante. Sin embargo, no tienes mucho tiempo para quedarte, as?que necesitas decidir qu?hacer...;;;;;;;;;x
EVTOPTA_RoI_402;我将把重点放在这里宏伟的建筑上。;Je me concentrerai sur l'architecture.;Ich konzentriere mich darauf, mir die Architektur anzusehen.;; Me centrar?en estudiar la arquitectura.;;;;;;;;;x
EVTOPTB_RoI_402;我觉得我要花上好些日子在图书馆里了.;Je vais passer quelques jours dans la biblioth鑡ue.;Ich glaube, ich werde ein paar Tage in der Bibliothek verbringen.;; Creo que voy a pasarme algunos d韆s en la biblioteca.;;;;;;;;;x
EVTOPTC_RoI_402;我想接受宗教教育。;Je suis ici pour recevoir une instruction religieuse.;Ich bin hierher gekommen, um religi鰏e Unterweisung zu erhalten.;; He venido para recibir instrucci髇 religiosa.;;;;;;;;;x
become_samrat_chakravartin;成为转轮圣王;Devenir Samrat Chakravartin;Werdet zum Samrat Chakravartin;; Convertirse a Samrat Chakravartin;;;;;;;;;x
become_samrat_chakravartin_desc;一个效仿阿育王的统治者，将印度所有的土地都纳入到 [Root.GetHerHis] 的统治的人，可以宣称转轮圣王的头衔，换句话说，就是"万王之王"。这个头衔在印度的传统中象征着整个世界的理想统治者。对这个头衔的宣称是一个艰难的任务，但（所作所为）要对的起它的威名则更为艰难...;Un souverain indien qui parvient ?imiter Ashoka le Grand et unir toutes les provinces de l'Inde sous sa couronne peut revendiquer le titre de Samrat Chakravartin, empereur des empereurs. Ce titre d閟igne le concept d'un souverain mondial id閍l et universel dans la tradition indienne. Le revendiquer est une t鈉he ardue, mais en 阾re digne pourrait l'阾re encore plus...;Ein indischer Herrscher, der es schafft, es Ashoka dem Gro遝n gleichzutun und unter [Root.GetHerHis]er Herrschaft alle indischen Staaten zu vereinigen, darf sich mit dem Titel Samrat Chakravartin schm點ken, dem Kaiser aller Kaiser. Dieser Titel verk鰎pert das Konzept des ideellen und universellen Weltenherrschers in der indischen Tradition. Ihn zu beanspruchen ist eins, ihm aber gerecht zu werden ist wahrscheinlich um einiges schwerer...;; Un gobernante indio que logra emular a Ashoka el Grande y unir todas las tierras de la India bajo [Root.GetHerHis] gobierno puede reclamar el t韙ulo de Samrat Chakravartin, Emperador de Emperadores. Este t韙ulo personifica el concepto del gobernante ideal y universal del mundo en la tradici髇 india. Es una tarea dif韈il, pero estar a la altura puede ser a鷑 m醩 dif韈il...;;;;;;;;;x
has_court_guru;宫廷上师;Gourou de la Cour;Hofguru;; Corte del Gur?;;;;;;;;x
nick_the_leper;麻风病人;le L閜reux;der Auss鋞zige;; el Leproso;;;;;;;;;x
PEACE;和平;Paix;Frieden;; Paz;;;;;;;;;x
d_tamil_band;泰米尔大队;Bande arm閑 tamoule;Tamilische Bande;; Banda de Tamil;;;;;;;;;x
d_tamil_band_adj;泰米尔大队的;tamoule;Tamilisch ;; Tamil;;;;;;;;;x
d_marathi_company;摩罗提军团;Compagnie marathi;Marathische Kompanie;;Compa耥a de Marathi;;;;;;;;;x
d_marathi_company_adj;摩罗提军团的;marathi;Marathische ;; Marathi;;;;;;;;;x
d_marathi_band;摩罗提邦;Bande arm閑 marathi;Marathische Bande;; Banda de Marathi;;;;;;;;;x
